dttm,hm,sp,temp,max_temp,tank_set,tank_id
2020-10-07T10:02:33Z,10:02,30,29,35,port,P1
2020-10-07T10:02:33Z,10:02,30,29.31,36,port,P2
2020-10-07T10:02:33Z,10:02,30,28.94,37,port,P3
2020-10-07T10:02:33Z,10:02,30,NA,38,port,P4
2020-10-07T10:03:13Z,10:03,30,29,35,port,P1
2020-10-07T10:03:13Z,10:03,30,29.31,36,port,P2
2020-10-07T10:03:13Z,10:03,30,28.94,37,port,P3
2020-10-07T10:03:13Z,10:03,30,NA,38,port,P4
2020-10-07T10:03:18Z,10:03,30,29,35,port,P1
2020-10-07T10:03:18Z,10:03,30,29.37,36,port,P2
2020-10-07T10:03:18Z,10:03,30,28.94,37,port,P3
2020-10-07T10:03:18Z,10:03,30,NA,38,port,P4
2020-10-07T10:03:24Z,10:03,30,29,35,port,P1
2020-10-07T10:03:24Z,10:03,30,29.31,36,port,P2
2020-10-07T10:03:24Z,10:03,30,28.94,37,port,P3
2020-10-07T10:03:24Z,10:03,30,NA,38,port,P4
2020-10-07T10:03:29Z,10:03,30,29.06,35,port,P1
2020-10-07T10:03:29Z,10:03,30,29.37,36,port,P2
2020-10-07T10:03:29Z,10:03,30,NA,37,port,P3
2020-10-07T10:03:29Z,10:03,30,NA,38,port,P4
2020-10-07T10:03:35Z,10:03,30,29,35,port,P1
2020-10-07T10:03:35Z,10:03,30,29.37,36,port,P2
2020-10-07T10:03:35Z,10:03,30,28.94,37,port,P3
2020-10-07T10:03:35Z,10:03,30,NA,38,port,P4
2020-10-07T10:03:40Z,10:03,30,29,35,port,P1
2020-10-07T10:03:40Z,10:03,30,29.37,36,port,P2
2020-10-07T10:03:40Z,10:03,30,28.94,37,port,P3
2020-10-07T10:03:40Z,10:03,30,NA,38,port,P4
2020-10-07T10:03:49Z,10:03,30,29,35,port,P1
2020-10-07T10:03:49Z,10:03,30,29.37,36,port,P2
2020-10-07T10:03:49Z,10:03,30,28.94,37,port,P3
2020-10-07T10:03:49Z,10:03,30,NA,38,port,P4
2020-10-07T10:03:55Z,10:03,30,29.06,35,port,P1
2020-10-07T10:03:55Z,10:03,30,29.37,36,port,P2
2020-10-07T10:03:55Z,10:03,30,28.81,37,port,P3
2020-10-07T10:03:55Z,10:03,30,NA,38,port,P4
2020-10-07T10:04:00Z,10:04,30,29.06,35,port,P1
2020-10-07T10:04:00Z,10:04,30,29.37,36,port,P2
2020-10-07T10:04:00Z,10:04,30,28.94,37,port,P3
2020-10-07T10:04:00Z,10:04,30,NA,38,port,P4
2020-10-07T10:04:06Z,10:04,30,29.06,35,port,P1
2020-10-07T10:04:06Z,10:04,30,29.44,36,port,P2
2020-10-07T10:04:06Z,10:04,30,NA,37,port,P3
2020-10-07T10:04:06Z,10:04,30,NA,38,port,P4
2020-10-07T10:04:11Z,10:04,30,29.12,35,port,P1
2020-10-07T10:04:11Z,10:04,30,29.44,36,port,P2
2020-10-07T10:04:11Z,10:04,30,29.06,37,port,P3
2020-10-07T10:04:11Z,10:04,30,NA,38,port,P4
2020-10-07T10:04:17Z,10:04,30,29.12,35,port,P1
2020-10-07T10:04:17Z,10:04,30,29.44,36,port,P2
2020-10-07T10:04:17Z,10:04,30,29.06,37,port,P3
2020-10-07T10:04:17Z,10:04,30,NA,38,port,P4
2020-10-07T10:04:22Z,10:04,30,29.12,35,port,P1
2020-10-07T10:04:22Z,10:04,30,29.5,36,port,P2
2020-10-07T10:04:22Z,10:04,30,29.06,37,port,P3
2020-10-07T10:04:22Z,10:04,30,NA,38,port,P4
2020-10-07T10:04:28Z,10:04,30,29.19,35,port,P1
2020-10-07T10:04:28Z,10:04,30,29.5,36,port,P2
2020-10-07T10:04:28Z,10:04,30,29.06,37,port,P3
2020-10-07T10:04:28Z,10:04,30,NA,38,port,P4
2020-10-07T10:04:33Z,10:04,30,29.19,35,port,P1
2020-10-07T10:04:33Z,10:04,30,29.56,36,port,P2
2020-10-07T10:04:33Z,10:04,30,29.12,37,port,P3
2020-10-07T10:04:33Z,10:04,30,NA,38,port,P4
2020-10-07T10:04:38Z,10:04,30,29.25,35,port,P1
2020-10-07T10:04:38Z,10:04,30,29.56,36,port,P2
2020-10-07T10:04:38Z,10:04,30,NA,37,port,P3
2020-10-07T10:04:38Z,10:04,30,NA,38,port,P4
2020-10-07T10:04:44Z,10:04,30,29.25,35,port,P1
2020-10-07T10:04:44Z,10:04,30,29.62,36,port,P2
2020-10-07T10:04:44Z,10:04,30,NA,37,port,P3
2020-10-07T10:04:44Z,10:04,30,NA,38,port,P4
2020-10-07T10:04:54Z,10:04,30,29.31,35,port,P1
2020-10-07T10:04:54Z,10:04,30,29.62,36,port,P2
2020-10-07T10:04:54Z,10:04,30,NA,37,port,P3
2020-10-07T10:04:54Z,10:04,30,NA,38,port,P4
2020-10-07T10:05:00Z,10:05,30,29.31,35,port,P1
2020-10-07T10:05:00Z,10:05,30,29.69,36,port,P2
2020-10-07T10:05:00Z,10:05,30,NA,37,port,P3
2020-10-07T10:05:00Z,10:05,30,NA,38,port,P4
2020-10-07T10:05:05Z,10:05,30,29.37,35,port,P1
2020-10-07T10:05:05Z,10:05,30,29.75,36,port,P2
2020-10-07T10:05:05Z,10:05,30,NA,37,port,P3
2020-10-07T10:05:05Z,10:05,30,NA,38,port,P4
