dttm,hm,sp,temp,max_temp,tank_set,tank_id
2020-10-14T10:42:55Z,10:42,30,29.5,35,starboard,S4
2020-10-14T10:42:55Z,10:42,30,29.56,36,starboard,S3
2020-10-14T10:42:55Z,10:42,30,29.44,37,starboard,S2
2020-10-14T10:42:55Z,10:42,30,29.5,38,starboard,S1
2020-10-14T10:43:01Z,10:43,30,29.5,35,starboard,S4
2020-10-14T10:43:01Z,10:43,30,29.56,36,starboard,S3
2020-10-14T10:43:01Z,10:43,30,29.5,37,starboard,S2
2020-10-14T10:43:01Z,10:43,30,29.5,38,starboard,S1
2020-10-14T10:43:06Z,10:43,30,29.56,35,starboard,S4
2020-10-14T10:43:06Z,10:43,30,29.62,36,starboard,S3
2020-10-14T10:43:06Z,10:43,30,29.5,37,starboard,S2
2020-10-14T10:43:06Z,10:43,30,29.56,38,starboard,S1
2020-10-14T10:43:12Z,10:43,30,29.56,35,starboard,S4
2020-10-14T10:43:12Z,10:43,30,29.62,36,starboard,S3
2020-10-14T10:43:12Z,10:43,30,29.5,37,starboard,S2
2020-10-14T10:43:12Z,10:43,30,29.56,38,starboard,S1
2020-10-14T10:43:17Z,10:43,30,29.62,35,starboard,S4
2020-10-14T10:43:17Z,10:43,30,29.62,36,starboard,S3
2020-10-14T10:43:17Z,10:43,30,29.5,37,starboard,S2
2020-10-14T10:43:17Z,10:43,30,29.56,38,starboard,S1
2020-10-14T10:43:30Z,10:43,30,29.62,35,starboard,S4
2020-10-14T10:43:30Z,10:43,30,29.62,36,starboard,S3
2020-10-14T10:43:30Z,10:43,30,29.5,37,starboard,S2
2020-10-14T10:43:30Z,10:43,30,29.56,38,starboard,S1
2020-10-14T10:43:35Z,10:43,30,29.62,35,starboard,S4
2020-10-14T10:43:35Z,10:43,30,29.62,36,starboard,S3
2020-10-14T10:43:35Z,10:43,30,29.5,37,starboard,S2
2020-10-14T10:43:35Z,10:43,30,29.56,38,starboard,S1
2020-10-14T10:43:41Z,10:43,30,29.62,35,starboard,S4
2020-10-14T10:43:41Z,10:43,30,29.62,36,starboard,S3
2020-10-14T10:43:41Z,10:43,30,29.5,37,starboard,S2
2020-10-14T10:43:41Z,10:43,30,29.56,38,starboard,S1
2020-10-14T10:43:46Z,10:43,30,29.62,35,starboard,S4
2020-10-14T10:43:46Z,10:43,30,29.62,36,starboard,S3
2020-10-14T10:43:46Z,10:43,30,29.5,37,starboard,S2
2020-10-14T10:43:46Z,10:43,30,29.5,38,starboard,S1
2020-10-14T10:43:52Z,10:43,30,29.62,35,starboard,S4
2020-10-14T10:43:52Z,10:43,30,29.62,36,starboard,S3
2020-10-14T10:43:52Z,10:43,30,29.5,37,starboard,S2
2020-10-14T10:43:52Z,10:43,30,29.56,38,starboard,S1
2020-10-14T10:43:57Z,10:43,30,29.62,35,starboard,S4
2020-10-14T10:43:57Z,10:43,30,29.62,36,starboard,S3
2020-10-14T10:43:57Z,10:43,30,29.44,37,starboard,S2
2020-10-14T10:43:57Z,10:43,30,29.56,38,starboard,S1
2020-10-14T10:44:03Z,10:44,30,29.62,35,starboard,S4
2020-10-14T10:44:03Z,10:44,30,29.62,36,starboard,S3
2020-10-14T10:44:03Z,10:44,30,29.5,37,starboard,S2
2020-10-14T10:44:03Z,10:44,30,29.56,38,starboard,S1
2020-10-14T10:44:08Z,10:44,30,29.62,35,starboard,S4
2020-10-14T10:44:08Z,10:44,30,29.62,36,starboard,S3
2020-10-14T10:44:08Z,10:44,30,29.5,37,starboard,S2
2020-10-14T10:44:08Z,10:44,30,29.56,38,starboard,S1
2020-10-14T10:44:14Z,10:44,30,29.62,35,starboard,S4
2020-10-14T10:44:14Z,10:44,30,29.62,36,starboard,S3
2020-10-14T10:44:14Z,10:44,30,29.44,37,starboard,S2
2020-10-14T10:44:14Z,10:44,30,29.56,38,starboard,S1
2020-10-14T10:44:19Z,10:44,30,29.62,35,starboard,S4
2020-10-14T10:44:19Z,10:44,30,29.62,36,starboard,S3
2020-10-14T10:44:19Z,10:44,30,29.5,37,starboard,S2
2020-10-14T10:44:19Z,10:44,30,29.56,38,starboard,S1
2020-10-14T10:44:32Z,10:44,30,29.62,35,starboard,S4
2020-10-14T10:44:32Z,10:44,30,29.62,36,starboard,S3
2020-10-14T10:44:32Z,10:44,30,29.5,37,starboard,S2
2020-10-14T10:44:32Z,10:44,30,29.56,38,starboard,S1
2020-10-14T10:44:37Z,10:44,30,29.62,35,starboard,S4
2020-10-14T10:44:37Z,10:44,30,29.62,36,starboard,S3
2020-10-14T10:44:37Z,10:44,30,29.5,37,starboard,S2
2020-10-14T10:44:37Z,10:44,30,29.62,38,starboard,S1
2020-10-14T10:44:43Z,10:44,30,29.62,35,starboard,S4
2020-10-14T10:44:43Z,10:44,30,29.62,36,starboard,S3
2020-10-14T10:44:43Z,10:44,30,29.5,37,starboard,S2
2020-10-14T10:44:43Z,10:44,30,29.62,38,starboard,S1
2020-10-14T10:44:48Z,10:44,30,29.62,35,starboard,S4
2020-10-14T10:44:48Z,10:44,30,29.62,36,starboard,S3
2020-10-14T10:44:48Z,10:44,30,29.44,37,starboard,S2
2020-10-14T10:44:48Z,10:44,30,29.56,38,starboard,S1
2020-10-14T10:44:54Z,10:44,30,29.62,35,starboard,S4
2020-10-14T10:44:54Z,10:44,30,29.62,36,starboard,S3
2020-10-14T10:44:54Z,10:44,30,29.5,37,starboard,S2
2020-10-14T10:44:54Z,10:44,30,29.56,38,starboard,S1
2020-10-14T10:44:59Z,10:44,30,29.62,35,starboard,S4
2020-10-14T10:44:59Z,10:44,30,29.62,36,starboard,S3
2020-10-14T10:44:59Z,10:44,30,29.5,37,starboard,S2
2020-10-14T10:44:59Z,10:44,30,29.56,38,starboard,S1
2020-10-14T10:45:05Z,10:45,30,29.62,35,starboard,S4
2020-10-14T10:45:05Z,10:45,30,29.62,36,starboard,S3
2020-10-14T10:45:05Z,10:45,30,29.5,37,starboard,S2
2020-10-14T10:45:05Z,10:45,30,29.62,38,starboard,S1
2020-10-14T10:45:10Z,10:45,30,29.56,35,starboard,S4
2020-10-14T10:45:10Z,10:45,30,29.62,36,starboard,S3
2020-10-14T10:45:10Z,10:45,30,29.5,37,starboard,S2
2020-10-14T10:45:10Z,10:45,30,29.62,38,starboard,S1
2020-10-14T10:45:16Z,10:45,30,29.56,35,starboard,S4
2020-10-14T10:45:16Z,10:45,30,29.56,36,starboard,S3
2020-10-14T10:45:16Z,10:45,30,29.5,37,starboard,S2
2020-10-14T10:45:16Z,10:45,30,29.62,38,starboard,S1
2020-10-14T10:45:21Z,10:45,30,29.56,35,starboard,S4
2020-10-14T10:45:21Z,10:45,30,29.56,36,starboard,S3
2020-10-14T10:45:21Z,10:45,30,29.5,37,starboard,S2
2020-10-14T10:45:21Z,10:45,30,29.62,38,starboard,S1
2020-10-14T10:45:27Z,10:45,30,29.56,35,starboard,S4
2020-10-14T10:45:27Z,10:45,30,29.56,36,starboard,S3
2020-10-14T10:45:27Z,10:45,30,29.44,37,starboard,S2
2020-10-14T10:45:27Z,10:45,30,29.62,38,starboard,S1
2020-10-14T10:45:32Z,10:45,30,29.56,35,starboard,S4
2020-10-14T10:45:32Z,10:45,30,29.56,36,starboard,S3
2020-10-14T10:45:32Z,10:45,30,29.5,37,starboard,S2
2020-10-14T10:45:32Z,10:45,30,29.56,38,starboard,S1
