PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,TempT1,T1RelayState,T2SP,T2inT,TempT2,T2RelayState,T3SP,T3inT,TempT3,T3RelayState,T4SP,T4inT,TempT4,T4RelayState,
CRII_OCT2020,2020_October_14,27831,10,46,44,30.00,29.75,29.75,OFF,30.00,29.50,29.50,OFF,30.00,29.75,29.75,OFF,30.00,29.25,29.25,OFF,
CRII_OCT2020,2020_October_14,33477,10,46,49,30.00,29.75,29.75,HTR,30.00,29.50,29.50,HTR,30.00,29.75,29.75,HTR,30.00,29.25,29.25,HTR,
CRII_OCT2020,2020_October_14,38949,10,46,55,30.00,29.75,29.75,HTR,30.00,29.50,29.50,HTR,30.00,29.75,29.75,HTR,30.00,29.31,29.31,HTR,
CRII_OCT2020,2020_October_14,44419,10,47,0,30.00,29.75,29.75,HTR,30.00,29.56,29.56,HTR,30.00,29.75,29.75,HTR,30.00,29.37,29.37,HTR,
CRII_OCT2020,2020_October_14,49886,10,47,6,30.00,29.75,29.75,HTR,30.00,29.56,29.56,HTR,30.00,29.75,29.75,HTR,30.00,29.37,29.37,HTR,
CRII_OCT2020,2020_October_14,55359,10,47,11,30.00,29.75,29.75,HTR,30.00,29.56,29.56,HTR,30.00,29.75,29.75,HTR,30.00,29.44,29.44,HTR,
CRII_OCT2020,2020_October_14,60828,10,47,20,30.00,29.75,29.75,HTR,30.00,29.56,29.56,HTR,30.00,29.75,29.75,HTR,30.00,29.44,29.44,HTR,
CRII_OCT2020,2020_October_14,69408,10,47,25,30.00,29.75,29.75,HTR,30.00,29.56,29.56,HTR,30.00,29.75,29.75,HTR,30.00,29.87,29.87,CHL,
CRII_OCT2020,2020_October_14,74882,10,47,31,30.00,29.81,29.81,CHL,30.00,29.56,29.56,HTR,30.00,29.75,29.75,HTR,30.00,29.94,29.94,CHL,
CRII_OCT2020,2020_October_14,80354,10,47,36,30.00,29.81,29.81,HTR,30.00,29.56,29.56,HTR,30.00,29.81,29.81,CHL,30.00,30.00,30.00,CHL,
CRII_OCT2020,2020_October_14,85825,10,47,42,30.00,29.81,29.81,HTR,30.00,29.62,29.62,HTR,30.00,29.81,29.81,HTR,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,91295,10,47,47,30.00,29.81,29.81,HTR,30.00,29.62,29.62,HTR,30.00,29.87,29.87,CHL,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,96769,10,47,53,30.00,29.87,29.87,CHL,30.00,29.69,29.69,HTR,30.00,29.87,29.87,HTR,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,102238,10,47,58,30.00,29.87,29.87,HTR,30.00,29.69,29.69,HTR,30.00,29.94,29.94,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,107711,10,48,4,30.00,29.87,29.87,HTR,30.00,29.69,29.69,HTR,30.00,29.94,29.94,HTR,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,113180,10,48,9,30.00,29.94,29.94,CHL,30.00,29.69,29.69,HTR,30.00,29.94,29.94,HTR,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,118654,10,48,15,30.00,29.94,29.94,HTR,30.00,29.75,29.75,OFF,30.00,30.00,30.00,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,124128,10,48,25,30.00,29.94,29.94,HTR,30.00,29.75,29.75,HTR,30.00,30.00,30.00,HTR,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,134136,10,48,30,30.00,29.94,29.94,HTR,30.00,29.81,29.81,CHL,30.00,30.00,30.00,HTR,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,139607,10,48,36,30.00,30.00,30.00,CHL,30.00,29.87,29.87,CHL,30.00,30.06,30.06,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,145083,10,48,41,30.00,30.00,30.00,HTR,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,150555,10,48,46,30.00,30.00,30.00,HTR,30.00,30.00,30.00,HTR,30.00,30.06,30.06,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,156024,10,48,52,30.00,30.06,30.06,CHL,30.00,30.00,30.00,HTR,30.00,30.06,30.06,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,161495,10,48,57,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,166971,10,49,3,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,172445,10,49,8,30.00,30.12,30.12,CHL,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,177918,10,49,14,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,183395,10,49,19,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.06,30.06,HTR,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,188868,10,49,31,30.00,30.12,30.12,CHL,30.00,30.06,30.06,HTR,30.00,30.12,30.12,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,200310,10,49,36,30.00,30.12,30.12,CHL,30.00,30.06,30.06,CHL,30.00,30.06,30.06,HTR,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,205785,10,49,42,30.00,30.19,30.19,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,211262,10,49,47,30.00,30.19,30.19,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,216736,10,49,53,30.00,30.19,30.19,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,222212,10,49,58,30.00,30.19,30.19,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,227688,10,50,4,30.00,30.19,30.19,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,233165,10,50,9,30.00,30.19,30.19,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,238639,10,50,15,30.00,30.19,30.19,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,244113,10,50,20,30.00,30.19,30.19,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,249588,10,50,33,30.00,30.19,30.19,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,HTR,
CRII_OCT2020,2020_October_14,262210,10,50,38,30.00,30.19,30.19,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.19,30.19,CHL,
CRII_OCT2020,2020_October_14,267684,10,50,44,30.00,30.19,30.19,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,HTR,
CRII_OCT2020,2020_October_14,273159,10,50,49,30.00,30.12,30.12,HTR,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,278633,10,50,55,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,284109,10,51,0,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,289582,10,51,6,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,295056,10,51,11,30.00,30.12,30.12,CHL,30.00,30.06,30.06,HTR,30.00,30.06,30.06,HTR,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,300531,10,51,17,30.00,30.12,30.12,CHL,30.00,30.12,30.12,CHL,30.00,30.06,30.06,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,306006,10,51,22,30.00,30.12,30.12,CHL,30.00,30.06,30.06,HTR,30.00,30.06,30.06,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,311478,10,51,35,30.00,30.12,30.12,CHL,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,324099,10,51,40,30.00,30.12,30.12,CHL,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,329576,10,51,46,30.00,30.12,30.12,CHL,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,335049,10,51,51,30.00,30.12,30.12,CHL,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,340524,10,51,57,30.00,30.12,30.12,CHL,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,345999,10,52,2,30.00,30.06,30.06,HTR,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,351474,10,52,8,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,HTR,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,356945,10,52,13,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,362420,10,52,19,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,HTR,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,367893,10,52,24,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,373368,10,52,37,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,CHL,30.00,30.12,30.12,CHL,
CRII_OCT2020,2020_October_14,385986,10,52,42,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,CHL,30.00,30.06,30.06,HTR,
CRII_OCT2020,2020_October_14,391457,10,52,48,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,396930,10,52,53,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,402406,10,52,59,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,407877,10,53,4,30.00,30.06,30.06,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,413348,10,53,10,30.00,30.00,30.00,HTR,30.00,30.06,30.06,CHL,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,418823,10,53,15,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,424294,10,53,21,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,429763,10,53,26,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,435232,10,53,39,30.00,30.00,30.00,CHL,30.00,30.00,30.00,HTR,30.00,30.00,30.00,CHL,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,447852,10,53,44,30.00,30.00,30.00,CHL,30.00,30.00,30.00,HTR,30.00,29.94,29.94,HTR,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,453320,10,53,50,30.00,30.00,30.00,CHL,30.00,30.00,30.00,HTR,30.00,29.94,29.94,HTR,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,458787,10,53,55,30.00,30.00,30.00,CHL,30.00,30.00,30.00,HTR,30.00,29.94,29.94,HTR,30.00,30.06,30.06,CHL,
CRII_OCT2020,2020_October_14,464254,10,54,1,30.00,30.00,30.00,CHL,30.00,30.00,30.00,HTR,30.00,29.94,29.94,HTR,30.00,30.06,30.06,CHL,
