nursery,geno,ed50,std.error,genoN
crf,CRF007,35.570435086502435,0.20709366713777172,g1
crf,CRF029,35.58019036800766,0.3444841622095447,g10
kjs,kjs82,35.59718349225652,0.1622619185756547,g100
kjs,kjs83,36.06352832012229,0.19086794382714883,g101
kjs,kjs86,35.40366404294262,0.1889446291158278,g102
kjs,kjs87,35.53085422517432,NaN,g103
kjs,kjs9,35.70134951352398,0.13222470456912577,g104
kjs,kjs93,35.639895576849554,0.2610248704043956,g105
kjs,kjs94,35.68449505563327,0.19885704096588103,g106
kjs,kjs99,34.91510897986967,0.20478516742468683,g107
mote,ML1,35.61832741424044,0.3091792642520937,g108
mote,ML10,36.122585526425745,0.28634721231134735,g109
crf,CRF031,35.334653005156284,0.19219495918218482,g11
mote,ML13,35.6358313896133,0.20256329016973298,g110
mote,ML20,35.408462250215976,0.38186008129192894,g111
mote,ML29,35.83636683187622,0.26109809309904497,g112
mote,ML3,35.78759622738174,0.21432043583836152,g113
mote,ML31,35.67224073675624,0.27732249913631885,g114
mote,ML34,36.08142924045354,0.25991061527563997,g115
mote,ML36,36.01651075010671,0.3303072805000155,g116
mote,ML38,35.95885094132453,0.1087420249859373,g117
mote,ML4,36.06412322241339,0.24891234157374237,g118
mote,ML41,35.695602169259324,0.25165406601922363,g119
crf,CRF032,35.491503971708056,0.21711597297662832,g12
mote,ML44,35.53861150069991,0.23969313423062844,g120
mote,ML46,35.75284392596535,0.11908879446702306,g121
mote,ML47,35.376351226664795,0.17839931168628245,g122
mote,ML48,35.23365582370573,0.15673906357874107,g123
mote,ML5,36.25928315628723,0.240647176760594,g124
mote,ML50,36.06614022772156,0.2969163245735363,g125
mote,ML51,35.541291379937306,0.4092493056655412,g126
mote,ML54,35.48617312624157,0.3479776882140679,g127
mote,ML55,35.241460942106485,0.09384237229518029,g128
mote,ML56,35.66886531824118,0.21025047676131206,g129
crf,CRF033,35.37728257724223,0.23483050159089322,g13
mote,ML57,35.53461385040941,0.1379539856648399,g130
mote,ML58,35.64783571359901,0.23038499148044694,g131
mote,ML6,35.70230425056331,0.21101292115554723,g132
mote,ML62,35.63770992694292,0.1460949413450718,g133
mote,ML63,36.07765497888514,0.1523780199228561,g134
mote,ML7,35.48549507197534,0.11947586940605409,g135
mote,ML70,36.4522649307743,0.26601386412170075,g136
mote,ML75,35.73532612516758,0.2126937387556678,g137
mote,ML76,35.26706967029026,0.2553997947227976,g138
mote,ML77,36.0931992554266,0.25906349652306526,g139
crf,CRF039,35.53874335911064,0.15358975853215265,g14
mote,ML78,35.8471513703238,0.21421347624949552,g140
mote,ML79,36.04479429697405,0.25842180353481425,g141
mote,ML8,35.071439627366395,0.18446919984905438,g142
mote,ML80,35.596352328002915,0.20727611049005418,g143
mote,ML84,35.707496806352765,0.27371071085080556,g144
mote,ML88,36.24414117944104,0.28718970831262053,g145
mote,ML89,35.66821838472582,0.2743499469022327,g146
mote,ML90,35.58989398043353,0.10333592846472034,g147
rrt,Acer120,36.73791762163516,0.3862907740091937,g148
rrt,Acer121,36.87279881480985,0.22948156678922502,g149
crf,CRF040,35.677563013330136,0.19803759878860852,g15
rrt,Acer122,37.10570919079177,0.2649252861629219,g150
rrt,Acer123,36.54259627610927,0.10333624379271004,g151
rrt,Acer126,37.19182158296492,0.19180779877601367,g152
rrt,CM6,36.452576198330306,0.1815488954950756,g153
rrt,FM12,35.89419365488579,0.2362379428105233,g154
rrt,FM13,35.814902082542,0.26572275255835803,g155
rrt,FM14,36.083324390572194,0.20039109251786713,g156
rrt,FM19,36.75046736232284,0.38605228024855576,g157
rrt,FM19(C),35.17125174675563,0.17031087140606466,g158
rrt,FM20,36.66119620970509,0.36652922832034274,g159
crf,CRF042,36.08621907641251,0.15902170253756062,g16
rrt,FM21,36.80284467871803,0.37885014393934063,g160
rrt,FM5,36.21801813646675,0.18526858438582725,g161
rrt,FM6(A),35.40501236170475,0.1940091273042207,g162
rrt,FM6(B),36.716637355515786,0.22349008929811778,g163
rrt,FM7,36.01309165974224,0.15776600396176424,g164
rrt,FM9,36.32087354254958,0.21444047709353806,g165
rrt,K1,35.4089555458167,0.21107671651701862,g166
rrt,K2,36.366572428154804,0.13356987021655187,g167
rrt,K3,35.592327117483045,0.1915574917119563,g168
rrt,KW15,35.730914622457426,0.1623559867915653,g169
crf,CRF043,36.67129650311569,0.41384474805347693,g17
rrt,KW5,36.60753451374846,0.17788011656541283,g170
rrt,M10,36.6704705762516,0.15280873542620435,g171
rrt,M5,36.6140873359294,0.286185244872882,g172
rrt,M6,36.222334993109925,0.21355142991658202,g173
rrt,M7,35.51556103181055,0.10768189874667566,g174
rrt,ML1,36.16090075257082,0.20613818709912557,g175
rrt,ML3,36.777852597555444,0.16259576529304276,g176
rrt,ML31,36.77099379189474,0.27499487271381506,g177
rrt,ML34,35.66994275203133,0.3172039852185057,g178
rrt,ML41,35.98659201676058,0.223531892408357,g179
crf,CRF047,36.33944618752979,0.29315084187459656,g18
rrt,ML5,35.783372987771976,0.13309614555613716,g180
rrt,ML63,35.74710466251062,0.27704787217120114,g181
rrt,ML75,36.40043359611262,0.12472384295215708,g182
rrt,U104,36.135398715095285,0.1376249738288222,g183
rrt,U15(A),35.62953334590055,0.21788818593527415,g184
rrt,U15(B),37.80547655659288,0.3182761086177207,g185
rrt,U19,36.321996956391644,0.22149976066876229,g186
rrt,U75,35.99422204818039,0.179560658918977,g187
rrt,U93,37.06652180172189,0.17073583810532997,g188
rrt,U94,37.44692893518076,0.28149730871620826,g189
crf,CRF048,35.24160985146671,0.11099138015335254,g19
um,14y,35.45363844233837,0.16426625949769721,g190
um,15y,35.10875293671474,0.14666160394279648,g191
um,16y,35.420310765061,0.15818876482733338,g192
um,19y,36.18221947628841,0.3038234187433836,g193
um,23y,35.85155755714372,0.16350573334249327,g194
um,27y,35.40309563281272,0.17927157806984323,g195
um,28y,35.85835944324084,0.22269425813164584,g196
um,29y,35.405635077424286,0.13620216662078463,g197
um,30y,35.27927595432422,0.10625907727128588,g198
um,32y,35.61113467234256,0.3378764527272575,g199
crf,CRF008,36.15599943129641,0.178165647683441,g2
crf,CRF051,35.50743560626531,0.1652637514154189,g20
um,36y,35.23250617345025,0.22047323845896186,g200
um,37y,35.19192606612142,0.22305198635719617,g201
um,38y,35.34378756110741,0.17593918726213872,g202
um,39y,35.686333706416505,0.23889534535461493,g203
um,40y,35.373907978509855,0.27265540222990636,g204
um,41y,35.55225400281984,0.30065819624724804,g205
um,42y,35.74743729539475,0.2517092613685501,g206
um,44y,35.595283009063856,0.1504993430285432,g207
um,46y,35.06560101450103,0.27103107118133235,g208
um,47y,35.4525438874626,0.24912324785496998,g209
crf,CRF052,34.89763079319063,0.22672129991959425,g21
um,48y,35.44308419467153,0.1812930782178237,g210
um,49y,35.870298787996624,0.14279462686289596,g211
um,52y,35.582582873254026,0.20284062311404077,g212
um,54y,35.75117993408241,0.22186124359883017,g213
um,55y,35.15493972418477,0.2092458665084169,g214
um,58y,35.35700884308112,0.26856275725182177,g215
um,59y,35.3944570502389,0.3305834790892709,g216
um,60b,36.002346350907565,0.14521981021380304,g217
um,63y,36.1670114732344,0.1944676945551944,g218
um,64y,35.53330539482622,0.17567073008859035,g219
crf,CRF053,35.60060907210654,0.17808468157474455,g22
um,66y,36.052818604658484,0.2714278234693515,g220
um,67y,35.20079946150458,0.2066675023266529,g221
um,68y,35.25224360617314,0.17312087595315345,g222
um,70y,35.89544660112499,0.28546568326118876,g223
um,71y,35.43058326348585,0.19251540953614574,g224
um,82y,35.38620310443506,0.1632364785472513,g225
um,85y,35.47673484851024,0.1615149658161096,g226
um,88y,35.03972931579081,0.13795283594850313,g227
um,89y,35.702773861599724,0.1923081530632498,g228
