nursery,geno,max_temp,fvfm,date
um,66y,35,0.45857198403559235,2020-10
um,66y,35,0.5775719840355924,2020-10
um,66y,36,0.2491950910367869,2020-10
um,66y,36,0.3921950910367869,2020-10
um,66y,37,0.24783471085473718,2020-10
um,66y,37,0.24583471085473718,2020-10
um,66y,38,0.19944583058390447,2020-10
um,66y,34,0.6039360998582675,2020-10
um,66y,34,0.6349360998582675,2020-10
um,66y,33,0.6115742228442577,2020-10
um,66y,33,0.6375742228442577,2020-10
um,66y,32,0.683224615332648,2020-10
um,66y,32,0.687224615332648,2020-10
um,66y,30,0.6435167054554362,2020-10
um,66y,30,0.6525167054554362,2020-10
um,40y,35,0.2774519360163873,2020-10
um,40y,35,0.31445193601638727,2020-10
um,40y,36,0.19293443677508348,2020-10
um,40y,36,0.20493443677508347,2020-10
um,40y,37,0.2961985244002957,2020-10
um,40y,37,0.2781985244002958,2020-10
um,40y,38,0.19486619894793406,2020-10
um,40y,34,0.5687804876133701,2020-10
um,40y,34,0.61578048761337,2020-10
um,40y,33,0.6452368879102844,2020-10
um,40y,33,0.6242368879102844,2020-10
um,40y,32,0.649461410050535,2020-10
um,40y,32,0.625461410050535,2020-10
um,40y,30,0.6608616934506346,2020-10
um,40y,30,0.5858616934506345,2020-10
um,49y,35,0.5243318879971823,2020-10
um,49y,35,0.4673318879971822,2020-10
um,49y,36,0.31367378251338013,2020-10
um,49y,36,0.31967378251338013,2020-10
um,49y,37,0.13656233794585435,2020-10
um,49y,37,0.37856233794585437,2020-10
um,49y,34,0.6276248753684721,2020-10
um,49y,34,0.6586248753684721,2020-10
um,49y,33,0.6098995529763109,2020-10
um,49y,33,0.6028995529763109,2020-10
um,49y,32,0.6686982047684221,2020-10
um,49y,32,0.589698204768422,2020-10
um,49y,30,0.645206681445833,2020-10
um,49y,30,0.6622066814458331,2020-10
um,44y,35,0.48321183997797723,2020-10
um,44y,35,0.4142118399779772,2020-10
um,44y,36,0.2244131282516768,2020-10
um,44y,36,0.2644131282516768,2020-10
um,44y,37,0.1469261514914128,2020-10
um,44y,37,0.054926151491412806,2020-10
um,44y,34,0.5674692631235744,2020-10
um,44y,34,0.6104692631235744,2020-10
um,44y,33,0.5785622180423373,2020-10
um,44y,33,0.6375622180423374,2020-10
um,44y,32,0.6439349994863092,2020-10
um,44y,32,0.6699349994863092,2020-10
um,44y,30,0.7125516694410312,2020-10
um,44y,30,0.6735516694410313,2020-10
um,70y,35,0.4124698831952594,2020-10
um,70y,35,0.3654698831952594,2020-10
um,70y,36,0.42751021708721426,2020-10
um,70y,36,0.3235102170872142,2020-10
um,70y,37,0.26736414889274374,2020-10
um,70y,37,0.26236414889274373,2020-10
um,70y,34,0.5637218141439817,2020-10
um,70y,34,0.5677218141439817,2020-10
um,70y,33,0.6878658194829136,2020-10
um,70y,33,0.6308658194829135,2020-10
um,70y,32,0.643796884240215,2020-10
um,70y,32,0.645796884240215,2020-10
um,70y,30,0.7030536802453514,2020-10
um,70y,30,0.6670536802453515,2020-10
um,59y,35,0.3408731845157879,2020-10
um,59y,35,0.3328731845157879,2020-10
um,59y,36,0.30908644757940806,2020-10
um,59y,36,0.13308644757940807,2020-10
um,59y,37,0.280023357923116,2020-10
um,59y,37,0.16202335792311598,2020-10
um,59y,34,0.4514514059807167,2020-10
um,59y,34,0.4314514059807167,2020-10
um,59y,33,0.5926075961935977,2020-10
um,59y,33,0.5796075961935978,2020-10
um,59y,32,0.650104747385471,2020-10
um,59y,32,0.633104747385471,2020-10
um,59y,30,0.6107170055754844,2020-10
um,59y,30,0.6037170055754844,2020-10
um,14y,35,0.38927648583631635,2020-10
um,14y,35,0.45727648583631636,2020-10
um,14y,36,0.4196626780716018,2020-10
um,14y,36,0.30766267807160175,2020-10
um,14y,37,0.24568256695348822,2020-10
um,14y,34,0.5811809978174515,2020-10
um,14y,34,0.6411809978174515,2020-10
um,14y,33,0.6283493729042817,2020-10
um,14y,33,0.6603493729042818,2020-10
um,14y,32,0.6224126105307268,2020-10
um,14y,32,0.6314126105307268,2020-10
um,14y,30,0.6723803309056173,2020-10
um,14y,30,0.6593803309056173,2020-10
um,85y,35,0.41167978715684483,2020-10
um,85y,35,0.40567978715684483,2020-10
um,85y,36,0.2462389085637955,2020-10
um,85y,36,0.29323890856379553,2020-10
um,85y,37,0.10334177598386052,2020-10
um,85y,34,0.6039105896541865,2020-10
um,85y,34,0.6339105896541866,2020-10
um,85y,33,0.6280911496149658,2020-10
um,85y,33,0.6570911496149658,2020-10
um,85y,32,0.6297204736759827,2020-10
um,85y,32,0.6837204736759827,2020-10
um,85y,30,0.6490436562357502,2020-10
um,85y,30,0.6550436562357502,2020-10
um,52y,35,0.3754698831952594,2020-10
um,52y,35,0.4124698831952594,2020-10
um,52y,36,0.3735102170872142,2020-10
um,52y,36,0.24951021708721421,2020-10
um,52y,37,0.14636414889274368,2020-10
um,52y,37,0.30336414889274366,2020-10
um,52y,38,0.31137581433253997,2020-10
um,52y,34,0.6707218141439818,2020-10
um,52y,34,0.5687218141439817,2020-10
um,52y,33,0.5668658194829136,2020-10
um,52y,33,0.6658658194829136,2020-10
um,52y,32,0.659796884240215,2020-10
um,52y,32,0.665796884240215,2020-10
um,52y,30,0.6640536802453515,2020-10
um,52y,30,0.6990536802453514,2020-10
um,63y,35,0.4828731845157879,2020-10
um,63y,35,0.523873184515788,2020-10
um,63y,36,0.3270864475794081,2020-10
um,63y,36,0.2880864475794081,2020-10
um,63y,37,0.20602335792311596,2020-10
um,63y,37,0.24002335792311597,2020-10
