nursery,geno,max_temp,fvfm,date
mote,ML55,38,0.168,2020-10
mote,ML55,37,0,2020-10
mote,ML55,37,0,2020-10
mote,ML55,36,0,2020-10
mote,ML55,35,0.478,2020-10
mote,ML55,35,0.492,2020-10
mote,ML55,34,0.652,2020-10
mote,ML55,34,0.598,2020-10
mote,ML55,33,0.718,2020-10
mote,ML55,33,0.629,2020-10
mote,ML55,32,0.689,2020-10
mote,ML55,32,0.671,2020-10
mote,ML55,30,0.711,2020-10
mote,ML55,30,0.645,2020-10
mote,ML48,38,0.115,2020-10
mote,ML48,37,0,2020-10
mote,ML48,37,0,2020-10
mote,ML48,36,0.225,2020-10
mote,ML48,36,0.199,2020-10
mote,ML48,35,0.383,2020-10
mote,ML48,35,0.316,2020-10
mote,ML48,34,0.631,2020-10
mote,ML48,34,0.638,2020-10
mote,ML48,33,0.654,2020-10
mote,ML48,33,0.678,2020-10
mote,ML48,32,0.7,2020-10
mote,ML48,32,0.686,2020-10
mote,ML48,30,0.646,2020-10
mote,ML48,30,0.655,2020-10
mote,ML88,38,0.192,2020-10
mote,ML88,38,0.181,2020-10
mote,ML88,37,0.247,2020-10
mote,ML88,37,0.293,2020-10
mote,ML88,36,0.343,2020-10
mote,ML88,36,0.264,2020-10
mote,ML88,35,0.433,2020-10
mote,ML88,35,0.515,2020-10
mote,ML88,34,0.606,2020-10
mote,ML88,34,0.6,2020-10
mote,ML88,33,0.635,2020-10
mote,ML88,33,0.643,2020-10
mote,ML88,32,0.632,2020-10
mote,ML88,32,0.623,2020-10
mote,ML88,30,0.604,2020-10
mote,ML88,30,0.708,2020-10
mote,ML47,38,0.224,2020-10
mote,ML47,37,0,2020-10
mote,ML47,37,0,2020-10
mote,ML47,36,0.23,2020-10
mote,ML47,36,0.268,2020-10
mote,ML47,35,0.357,2020-10
mote,ML47,35,0.434,2020-10
mote,ML47,34,0.55,2020-10
mote,ML47,34,0.56,2020-10
mote,ML47,33,0.679,2020-10
mote,ML47,33,0.641,2020-10
mote,ML47,32,0.62,2020-10
mote,ML47,32,0.621,2020-10
mote,ML47,30,0.694,2020-10
mote,ML47,30,0.658,2020-10
mote,ML8,38,0.203,2020-10
mote,ML8,37,0.047,2020-10
mote,ML8,37,0,2020-10
mote,ML8,36,0.291,2020-10
mote,ML8,36,0,2020-10
mote,ML8,35,0.368,2020-10
mote,ML8,35,0.373,2020-10
mote,ML8,34,0.483,2020-10
mote,ML8,34,0.54,2020-10
mote,ML8,33,0.617,2020-10
mote,ML8,33,0.63,2020-10
mote,ML8,32,0.624,2020-10
mote,ML8,32,0.663,2020-10
mote,ML8,30,0.635,2020-10
mote,ML8,30,0.718,2020-10
mote,ML75,38,0.037,2020-10
mote,ML75,37,0.147,2020-10
mote,ML75,37,0.166,2020-10
mote,ML75,36,0.263,2020-10
mote,ML75,35,0.383,2020-10
mote,ML75,35,0.533,2020-10
mote,ML75,34,0.586,2020-10
mote,ML75,34,0.594,2020-10
mote,ML75,33,0.693,2020-10
mote,ML75,33,0.648,2020-10
mote,ML75,32,0.659,2020-10
mote,ML75,32,0.634,2020-10
mote,ML75,30,0.642,2020-10
mote,ML75,30,0.67,2020-10
mote,ML51,38,0.189,2020-10
mote,ML51,37,0.215,2020-10
mote,ML51,37,0.276,2020-10
mote,ML51,36,0.16,2020-10
mote,ML51,36,0.278,2020-10
mote,ML51,35,0.382,2020-10
mote,ML51,34,0.51,2020-10
mote,ML51,34,0.485,2020-10
mote,ML51,33,0.632,2020-10
mote,ML51,33,0.602,2020-10
mote,ML51,32,0.66,2020-10
mote,ML51,32,0.631,2020-10
mote,ML51,30,0.64,2020-10
mote,ML51,30,0.626,2020-10
mote,ML62,38,0,2020-10
mote,ML62,37,0.155,2020-10
mote,ML62,37,0.104,2020-10
mote,ML62,36,0.162,2020-10
mote,ML62,36,0.229,2020-10
mote,ML62,35,0.498,2020-10
mote,ML62,35,0.497,2020-10
mote,ML62,34,0.64,2020-10
mote,ML62,34,0.638,2020-10
mote,ML62,33,0.684,2020-10
mote,ML62,33,0.599,2020-10
mote,ML62,32,0.642,2020-10
mote,ML62,32,0.671,2020-10
mote,ML62,30,0.659,2020-10
mote,ML62,30,0.62,2020-10
mote,ML29,38,0.172,2020-10
mote,ML29,38,0.125,2020-10
mote,ML29,37,0.097,2020-10
mote,ML29,37,0.206,2020-10
mote,ML29,36,0.317,2020-10
mote,ML29,36,0.388,2020-10
mote,ML29,35,0.416,2020-10
mote,ML29,35,0.352,2020-10
mote,ML29,34,0.596,2020-10
mote,ML29,34,0.604,2020-10
mote,ML29,33,0.61,2020-10
mote,ML29,33,0.602,2020-10
mote,ML29,32,0.673,2020-10
mote,ML29,32,0.633,2020-10
mote,ML29,30,0.625,2020-10
mote,ML29,30,0.677,2020-10
mote,ML3,38,0,2020-10
mote,ML3,38,0,2020-10
mote,ML3,36,0.236,2020-10
mote,ML3,36,0.28,2020-10
mote,ML3,35,0.497,2020-10
mote,ML3,35,0.431,2020-10
mote,ML3,34,0.554,2020-10
mote,ML3,34,0.545,2020-10
mote,ML3,33,0.646,2020-10
mote,ML3,33,0.627,2020-10
mote,ML3,32,0.647,2020-10
mote,ML3,32,0.645,2020-10
mote,ML3,30,0.648,2020-10
mote,ML3,30,0.62,2020-10
mote,ML84,38,0.175,2020-10
mote,ML84,38,0.186,2020-10
mote,ML84,37,0.13,2020-10
mote,ML84,37,0.23,2020-10
mote,ML84,36,0.21,2020-10
mote,ML84,36,0.358,2020-10
mote,ML84,35,0.309,2020-10
mote,ML84,34,0.601,2020-10
mote,ML84,34,0.582,2020-10
mote,ML84,33,0.696,2020-10
mote,ML84,33,0.613,2020-10
mote,ML84,32,0.704,2020-10
mote,ML84,32,0.626,2020-10
mote,ML84,30,0.627,2020-10
mote,ML84,30,0.632,2020-10
mote,ML34,38,0,2020-10
mote,ML34,38,0,2020-10
mote,ML34,37,0.269,2020-10
mote,ML34,36,0.369,2020-10
mote,ML34,36,0.468,2020-10
mote,ML34,35,0.437,2020-10
mote,ML34,35,0.368,2020-10
mote,ML34,34,0.547,2020-10
mote,ML34,34,0.554,2020-10
mote,ML34,33,0.645,2020-10
mote,ML34,33,0.645,2020-10
mote,ML34,32,0.618,2020-10
mote,ML34,32,0.686,2020-10
mote,ML34,30,0.7,2020-10
mote,ML34,30,0.602,2020-10
mote,ML80,38,0.126,2020-10
mote,ML80,38,0.107,2020-10
mote,ML80,37,0.284,2020-10
mote,ML80,36,0.222,2020-10
mote,ML80,36,0.299,2020-10
mote,ML80,35,0.435,2020-10
mote,ML80,35,0.577,2020-10
mote,ML80,34,0.607,2020-10
mote,ML80,34,0.583,2020-10
mote,ML80,33,0.617,2020-10
mote,ML80,33,0.594,2020-10
mote,ML80,32,0.667,2020-10
mote,ML80,32,0.68,2020-10
mote,ML80,30,0.629,2020-10
mote,ML80,30,0.661,2020-10
mote,ML58,37,0.147,2020-10
mote,ML58,37,0.132,2020-10
mote,ML58,36,0.238,2020-10
mote,ML58,36,0.272,2020-10
mote,ML58,35,0.413,2020-10
mote,ML58,35,0.43,2020-10
mote,ML58,34,0.552,2020-10
mote,ML58,34,0.559,2020-10
mote,ML58,33,0.574,2020-10
mote,ML58,33,0.673,2020-10
mote,ML58,32,0.646,2020-10
mote,ML58,32,0.654,2020-10
mote,ML58,30,0.613,2020-10
mote,ML58,30,0.646,2020-10
mote,ML56,38,0,2020-10
mote,ML56,38,0,2020-10
mote,ML56,37,0,2020-10
mote,ML56,36,0.318,2020-10
mote,ML56,36,0.32,2020-10
mote,ML56,35,0.453,2020-10
mote,ML56,35,0.391,2020-10
mote,ML56,34,0.557,2020-10
mote,ML56,34,0.568,2020-10
mote,ML56,33,0.65,2020-10
mote,ML56,33,0.692,2020-10
mote,ML56,32,0.679,2020-10
mote,ML56,32,0.65,2020-10
mote,ML56,30,0.682,2020-10
mote,ML56,30,0.624,2020-10
mote,ML4,37,0.262,2020-10
mote,ML4,37,0.144,2020-10
mote,ML4,36,0.331,2020-10
mote,ML4,36,0.262,2020-10
mote,ML4,35,0.5,2020-10
mote,ML4,35,0.497,2020-10
mote,ML4,34,0.632,2020-10
mote,ML4,34,0.575,2020-10
mote,ML4,33,0.689,2020-10
mote,ML4,33,0.686,2020-10
mote,ML4,32,0.645,2020-10
mote,ML4,32,0.624,2020-10
mote,ML4,30,0.683,2020-10
mote,ML4,30,0.651,2020-10
mote,ML7,38,0.166,2020-10
mote,ML7,38,0.273,2020-10
mote,ML7,37,0.123,2020-10
mote,ML7,37,0.046,2020-10
mote,ML7,36,0.469,2020-10
mote,ML7,36,0,2020-10
mote,ML7,35,0.56,2020-10
mote,ML7,35,0.571,2020-10
mote,ML7,34,0.552,2020-10
mote,ML7,34,0.555,2020-10
mote,ML7,33,0.654,2020-10
mote,ML7,33,0.642,2020-10
mote,ML7,32,0.66,2020-10
mote,ML7,32,0.712,2020-10
mote,ML7,30,0.602,2020-10
mote,ML7,30,0.644,2020-10
mote,ML38,38,0.136,2020-10
mote,ML38,38,0.139,2020-10
mote,ML38,37,0.217,2020-10
mote,ML38,37,0.317,2020-10
mote,ML38,36,0.309,2020-10
mote,ML38,36,0.28,2020-10
mote,ML38,35,0.621,2020-10
mote,ML38,34,0.632,2020-10
mote,ML38,34,0.606,2020-10
mote,ML38,33,0.632,2020-10
mote,ML38,33,0.63,2020-10
mote,ML38,32,0.684,2020-10
mote,ML38,32,0.574,2020-10
mote,ML38,30,0.676,2020-10
mote,ML38,30,0.601,2020-10
mote,ML57,38,0,2020-10
mote,ML57,38,0.211,2020-10
mote,ML57,37,0,2020-10
mote,ML57,36,0.145,2020-10
mote,ML57,36,0.249,2020-10
mote,ML57,35,0.47,2020-10
mote,ML57,35,0.482,2020-10
mote,ML57,34,0.679,2020-10
mote,ML57,34,0.534,2020-10
mote,ML57,33,0.695,2020-10
mote,ML57,33,0.68,2020-10
mote,ML57,32,0.572,2020-10
mote,ML57,32,0.652,2020-10
mote,ML57,30,0.655,2020-10
mote,ML57,30,0.651,2020-10
mote,ML41,38,0.09,2020-10
mote,ML41,38,0.009,2020-10
mote,ML41,37,0.199,2020-10
mote,ML41,36,0.28,2020-10
mote,ML41,36,0.288,2020-10
mote,ML41,35,0.409,2020-10
mote,ML41,34,0.53,2020-10
mote,ML41,34,0.569,2020-10
mote,ML41,33,0.659,2020-10
mote,ML41,33,0.637,2020-10
mote,ML41,32,0.626,2020-10
mote,ML41,32,0.647,2020-10
mote,ML41,30,0.659,2020-10
mote,ML41,30,0.642,2020-10
mote,ML54,35,0.367,2020-10
mote,ML54,35,0.439,2020-10
mote,ML54,36,0.309,2020-10
mote,ML54,36,0.287,2020-10
mote,ML54,37,0.26,2020-10
mote,ML54,37,0.164,2020-10
mote,ML54,38,0.097,2020-10
mote,ML54,34,0.383,2020-10
mote,ML54,34,0.603,2020-10
mote,ML54,33,0.617,2020-10
mote,ML54,33,0.637,2020-10
mote,ML54,32,0.63,2020-10
mote,ML54,32,0.612,2020-10
mote,ML54,30,0.694,2020-10
mote,ML54,30,0.69,2020-10
mote,ML6,35,0.395,2020-10
mote,ML6,35,0.566,2020-10
mote,ML6,36,0.249,2020-10
mote,ML6,36,0.174,2020-10
mote,ML6,37,0.267,2020-10
mote,ML6,37,0,2020-10
mote,ML6,38,0.199,2020-10
mote,ML6,34,0.571,2020-10
mote,ML6,34,0.56,2020-10
mote,ML6,33,0.501,2020-10
mote,ML6,33,0.68,2020-10
mote,ML6,32,0.648,2020-10
mote,ML6,32,0.608,2020-10
mote,ML6,30,0.66,2020-10
mote,ML6,30,0.638,2020-10
mote,ML76,35,0.338,2020-10
mote,ML76,35,0.418,2020-10
mote,ML76,36,0.235,2020-10
mote,ML76,37,0.303,2020-10
mote,ML76,37,0.169,2020-10
mote,ML76,38,0.103,2020-10
mote,ML76,38,0.133,2020-10
mote,ML76,34,0.508,2020-10
mote,ML76,34,0.515,2020-10
mote,ML76,33,0.568,2020-10
mote,ML76,33,0.631,2020-10
mote,ML76,32,0.668,2020-10
mote,ML76,32,0.648,2020-10
mote,ML76,30,0.685,2020-10
mote,ML76,30,0.625,2020-10
mote,ML44,35,0.452,2020-10
mote,ML44,35,0.463,2020-10
mote,ML44,36,0.167,2020-10
mote,ML44,36,0.305,2020-10
mote,ML44,37,0.221,2020-10
mote,ML44,37,0.258,2020-10
mote,ML44,38,0.148,2020-10
mote,ML44,38,0.197,2020-10
mote,ML44,34,0.605,2020-10
mote,ML44,34,0.578,2020-10
mote,ML44,33,0.575,2020-10
mote,ML44,33,0.585,2020-10
mote,ML44,32,0.665,2020-10
mote,ML44,32,0.684,2020-10
mote,ML44,30,0.607,2020-10
mote,ML44,30,0.633,2020-10
mote,ML1,35,0.429,2020-10
mote,ML1,35,0.378,2020-10
mote,ML1,36,0.163,2020-10
mote,ML1,36,0.247,2020-10
mote,ML1,37,0.239,2020-10
mote,ML1,37,0.296,2020-10
mote,ML1,38,0.173,2020-10
mote,ML1,34,0.568,2020-10
mote,ML1,34,0.511,2020-10
mote,ML1,33,0.618,2020-10
mote,ML1,33,0.646,2020-10
mote,ML1,32,0.629,2020-10
mote,ML1,32,0.665,2020-10
mote,ML1,30,0.639,2020-10
mote,ML1,30,0.643,2020-10
mote,ML20,35,0.344,2020-10
mote,ML20,35,0.445,2020-10
mote,ML20,36,0.158,2020-10
mote,ML20,36,0.214,2020-10
mote,ML20,37,0.182,2020-10
mote,ML20,38,0.219,2020-10
mote,ML20,38,0.212,2020-10
mote,ML20,34,0.486,2020-10
mote,ML20,34,0.536,2020-10
mote,ML20,33,0.606,2020-10
mote,ML20,33,0.635,2020-10
mote,ML20,32,0.655,2020-10
mote,ML20,32,0.649,2020-10
mote,ML20,30,0.705,2020-10
mote,ML20,30,0.606,2020-10
mote,ML89,35,0.465,2020-10
mote,ML89,35,0.375,2020-10
mote,ML89,36,0.244,2020-10
mote,ML89,36,0.179,2020-10
mote,ML89,37,0.254,2020-10
mote,ML89,37,0.246,2020-10
mote,ML89,38,0.205,2020-10
mote,ML89,38,0.19,2020-10
mote,ML89,34,0.598,2020-10
mote,ML89,34,0.56,2020-10
mote,ML89,33,0.665,2020-10
mote,ML89,33,0.69,2020-10
mote,ML89,32,0.685,2020-10
mote,ML89,32,0.695,2020-10
mote,ML89,30,0.628,2020-10
mote,ML89,30,0.67,2020-10
mote,ML79,35,0.567,2020-10
mote,ML79,36,0.347,2020-10
mote,ML79,36,0.246,2020-10
mote,ML79,37,0.241,2020-10
mote,ML79,37,0.15,2020-10
mote,ML79,38,0.148,2020-10
mote,ML79,38,0.182,2020-10
mote,ML79,34,0.598,2020-10
mote,ML79,34,0.562,2020-10
mote,ML79,33,0.615,2020-10
mote,ML79,33,0.597,2020-10
mote,ML79,32,0.645,2020-10
mote,ML79,32,0.707,2020-10
mote,ML79,30,0.657,2020-10
mote,ML79,30,0.663,2020-10
mote,ML70,35,0.48,2020-10
mote,ML70,35,0.533,2020-10
mote,ML70,36,0.437,2020-10
mote,ML70,36,0.392,2020-10
mote,ML70,37,0.292,2020-10
mote,ML70,37,0.205,2020-10
mote,ML70,38,0.169,2020-10
mote,ML70,34,0.592,2020-10
mote,ML70,34,0.562,2020-10
mote,ML70,33,0.695,2020-10
mote,ML70,33,0.665,2020-10
mote,ML70,32,0.611,2020-10
mote,ML70,32,0.645,2020-10
mote,ML70,30,0.682,2020-10
mote,ML70,30,0.689,2020-10
mote,ML50,35,0.397,2020-10
mote,ML50,35,0.461,2020-10
mote,ML50,36,0.392,2020-10
mote,ML50,36,0.412,2020-10
mote,ML50,37,0.198,2020-10
mote,ML50,37,0.161,2020-10
mote,ML50,38,0.156,2020-10
mote,ML50,34,0.521,2020-10
mote,ML50,34,0.522,2020-10
mote,ML50,33,0.633,2020-10
mote,ML50,33,0.634,2020-10
mote,ML50,32,0.714,2020-10
mote,ML50,32,0.702,2020-10
mote,ML50,30,0.635,2020-10
mote,ML50,30,0.615,2020-10
mote,ML10,35,0.472,2020-10
mote,ML10,35,0.511,2020-10
mote,ML10,36,0.236,2020-10
mote,ML10,36,0.374,2020-10
mote,ML10,37,0.193,2020-10
mote,ML10,38,0.179,2020-10
mote,ML10,38,0.129,2020-10
mote,ML10,34,0.498,2020-10
mote,ML10,34,0.588,2020-10
mote,ML10,33,0.598,2020-10
mote,ML10,33,0.603,2020-10
mote,ML10,32,0.676,2020-10
mote,ML10,32,0.656,2020-10
mote,ML10,30,0.649,2020-10
mote,ML10,30,0.628,2020-10
mote,ML46,35,0.57,2020-10
mote,ML46,35,0.572,2020-10
mote,ML46,36,0.214,2020-10
mote,ML46,36,0.22,2020-10
mote,ML46,38,0,2020-10
mote,ML46,38,0,2020-10
mote,ML46,34,0.573,2020-10
mote,ML46,34,0.592,2020-10
mote,ML46,33,0.561,2020-10
mote,ML46,33,0.636,2020-10
mote,ML46,32,0.71,2020-10
mote,ML46,32,0.668,2020-10
mote,ML46,30,0.63,2020-10
mote,ML46,30,0.694,2020-10
mote,ML13,35,0.371,2020-10
mote,ML13,35,0.348,2020-10
mote,ML13,36,0.338,2020-10
mote,ML13,36,0.297,2020-10
mote,ML13,37,0.263,2020-10
mote,ML13,37,0,2020-10
mote,ML13,38,0.189,2020-10
mote,ML13,38,0,2020-10
mote,ML13,34,0.633,2020-10
mote,ML13,34,0.665,2020-10
mote,ML13,33,0.672,2020-10
mote,ML13,33,0.651,2020-10
mote,ML13,32,0.709,2020-10
mote,ML13,32,0.643,2020-10
mote,ML13,30,0.637,2020-10
mote,ML13,30,0.649,2020-10
mote,ML90,35,0.675,2020-10
mote,ML90,35,0.641,2020-10
mote,ML90,36,0,2020-10
mote,ML90,37,0,2020-10
mote,ML90,37,0,2020-10
mote,ML90,38,0.084,2020-10
mote,ML90,38,0,2020-10
mote,ML90,34,0.608,2020-10
mote,ML90,34,0.643,2020-10
mote,ML90,33,0.588,2020-10
mote,ML90,33,0.522,2020-10
mote,ML90,32,0.666,2020-10
mote,ML90,32,0.693,2020-10
mote,ML90,30,0.655,2020-10
mote,ML90,30,0.662,2020-10
mote,ML77,35,0.466,2020-10
mote,ML77,35,0.493,2020-10
mote,ML77,36,0.307,2020-10
mote,ML77,36,0.344,2020-10
mote,ML77,37,0.283,2020-10
mote,ML77,37,0.282,2020-10
mote,ML77,38,0,2020-10
mote,ML77,38,0.12,2020-10
mote,ML77,34,0.494,2020-10
mote,ML77,34,0.546,2020-10
mote,ML77,33,0.645,2020-10
mote,ML77,33,0.634,2020-10
mote,ML77,32,0.673,2020-10
mote,ML77,32,0.704,2020-10
mote,ML77,30,0.641,2020-10
mote,ML77,30,0.614,2020-10
mote,ML63,35,0.585,2020-10
mote,ML63,36,0.383,2020-10
mote,ML63,36,0.283,2020-10
mote,ML63,37,0.134,2020-10
