nursery,geno,max_temp,fvfm
crf,CRF031,30,0.691
crf,CRF031,30,0.555
crf,CRF068,38,0
crf,CRF068,38,0
crf,CRF068,37,0
crf,CRF068,36,0.408
crf,CRF068,36,0.385
crf,CRF068,35,0.474
crf,CRF068,35,0.575
crf,CRF068,34,0.562
crf,CRF068,34,0.618
crf,CRF068,33,0.655
crf,CRF068,33,0.678
crf,CRF068,32,0.606
crf,CRF068,32,0.565
crf,CRF068,30,0.559
crf,CRF068,30,0.562
crf,CRF066,38,0
crf,CRF066,38,0
crf,CRF066,37,0.193
crf,CRF066,37,0.191
crf,CRF066,36,0.247
crf,CRF066,36,0.216
crf,CRF066,35,0.38
crf,CRF066,34,0.653
crf,CRF066,34,0.612
crf,CRF066,33,0.536
crf,CRF066,33,0.665
crf,CRF066,32,0.618
crf,CRF066,32,0.575
crf,CRF066,30,0.658
crf,CRF066,30,0.705
crf,CRF082,38,0
crf,CRF082,38,0
crf,CRF082,37,0
crf,CRF082,37,0
crf,CRF082,36,0.297
crf,CRF082,35,0.494
crf,CRF082,35,0.598
crf,CRF082,34,0.576
crf,CRF082,34,0.587
crf,CRF082,33,0.642
crf,CRF082,33,0.594
crf,CRF082,32,0.68
crf,CRF082,32,0.702
crf,CRF082,30,0.603
crf,CRF082,30,0.634
crf,CRF020,38,0
crf,CRF020,38,0.125
crf,CRF020,37,0.331
crf,CRF020,36,0.38
crf,CRF020,36,0.381
crf,CRF020,35,0.382
crf,CRF020,35,0.448
crf,CRF020,34,0.579
crf,CRF020,34,0.573
crf,CRF020,33,0.624
crf,CRF020,33,0.634
crf,CRF020,32,0.634
crf,CRF020,32,0.726
crf,CRF020,30,0.627
crf,CRF020,30,0.628
crf,CRF099,38,0
crf,CRF099,38,0
crf,CRF099,37,0.112
crf,CRF099,36,0.19
crf,CRF099,36,0.236
crf,CRF099,35,0.461
crf,CRF099,35,0.404
crf,CRF099,34,0.596
crf,CRF099,34,0.545
crf,CRF099,33,0.639
crf,CRF099,33,0.713
crf,CRF099,32,0.655
crf,CRF099,32,0.638
crf,CRF099,30,0.679
crf,CRF099,30,0.653
crf,CRF007,38,0
crf,CRF007,38,0
crf,CRF007,37,0.177
crf,CRF007,36,0.133
crf,CRF007,36,0.249
crf,CRF007,35,0.499
crf,CRF007,35,0.446
crf,CRF007,34,0.503
crf,CRF007,34,0.463
crf,CRF007,33,0.643
crf,CRF007,33,0.583
crf,CRF007,32,0.61
crf,CRF007,32,0.616
crf,CRF007,30,0.647
crf,CRF007,30,0.626
crf,CRF028,38,0
crf,CRF028,37,0
crf,CRF028,37,0.205
crf,CRF028,36,0.455
crf,CRF028,35,0.537
crf,CRF028,35,0.58
crf,CRF028,34,0.685
crf,CRF028,34,0.67
crf,CRF028,33,0.718
crf,CRF028,33,0.684
crf,CRF028,32,0.646
crf,CRF028,32,0.688
crf,CRF028,30,0.645
crf,CRF028,30,0.626
crf,CRF042,38,0.194
crf,CRF042,38,0
crf,CRF042,37,0
crf,CRF042,36,0.341
crf,CRF042,36,0.432
crf,CRF042,35,0.451
crf,CRF042,35,0.562
crf,CRF042,34,0.635
crf,CRF042,34,0.642
crf,CRF042,33,0.645
crf,CRF042,33,0.683
crf,CRF042,32,0.604
crf,CRF042,32,0.653
crf,CRF042,30,0.606
crf,CRF042,30,0.661
crf,CRF010,38,0
crf,CRF010,38,0
crf,CRF010,37,0.287
crf,CRF010,37,0.237
crf,CRF010,36,0.442
crf,CRF010,36,0.385
crf,CRF010,35,0.392
crf,CRF010,35,0.453
crf,CRF010,34,0.55
crf,CRF010,34,0.552
crf,CRF010,33,0.628
crf,CRF010,33,0.622
crf,CRF010,32,0.67
crf,CRF010,32,0.638
crf,CRF010,30,0.701
crf,CRF010,30,0.67
crf,CRF074,38,0
crf,CRF074,38,0
crf,CRF074,36,0.233
crf,CRF074,36,0.4
crf,CRF074,35,0.521
crf,CRF074,35,0.513
crf,CRF074,34,0.583
crf,CRF074,34,0.568
crf,CRF074,33,0.664
crf,CRF074,33,0.626
crf,CRF074,32,0.67
crf,CRF074,32,0.642
crf,CRF074,30,0.642
crf,CRF074,30,0.636
crf,CRF013,38,0.188
crf,CRF013,38,0
crf,CRF013,37,0.275
crf,CRF013,36,0.26
crf,CRF013,36,0.342
crf,CRF013,35,0.582
crf,CRF013,35,0.525
crf,CRF013,34,0.649
crf,CRF013,34,0.595
crf,CRF013,33,0.632
crf,CRF013,33,0.66
crf,CRF013,32,0.665
crf,CRF013,32,0.665
crf,CRF013,30,0.72
crf,CRF013,30,0.673
