"2020-10-07";"23:14:48";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-07";"19:12:05";"SCHS";"";"Chart start ";""
"241935";"2020-10-07";"19:16:07";"F";"10230";"277";"475";"0";"0.417";"0.0"
"242005";"2020-10-07";"19:16:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"246005";"2020-10-07";"19:16:12";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"248715";"2020-10-07";"19:16:14";"F";"10231";"324";"907";"0";"0.643";"0.0"
"253005";"2020-10-07";"19:16:19";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"253475";"2020-10-07";"19:16:19";"F";"10232";"178";"405";"0";"0.560";"0.0"
"258005";"2020-10-07";"19:16:24";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"259725";"2020-10-07";"19:16:25";"F";"10233";"420";"798";"0";"0.474";"0.0"
"263005";"2020-10-07";"19:16:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"263265";"2020-10-07";"19:16:29";"F";"10234";"592";"908";"0";"0.348";"0.0"
"268005";"2020-10-07";"19:16:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"268085";"2020-10-07";"19:16:34";"F";"10235";"379";"648";"0";"0.415";"0.0"
"273005";"2020-10-07";"19:16:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"275305";"2020-10-07";"19:16:41";"F";"10236";"332";"536";"0";"0.381";"0.0"
"279005";"2020-10-07";"19:16:45";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"285865";"2020-10-07";"19:16:51";"F";"10237";"656";"926";"0";"0.292";"0.0"
"290005";"2020-10-07";"19:16:56";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"303345";"2020-10-07";"19:17:09";"F";"10238";"271";"510";"0";"0.469";"0.0"
"308005";"2020-10-07";"19:17:14";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"310645";"2020-10-07";"19:17:16";"F";"10239";"208";"564";"0";"0.631";"0.0"
"315005";"2020-10-07";"19:17:21";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.7 ";""
"315475";"2020-10-07";"19:17:21";"F";"10240";"323";"558";"0";"0.421";"0.0"
"320005";"2020-10-07";"19:17:26";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.7 ";""
"321275";"2020-10-07";"19:17:27";"F";"10241";"172";"388";"0";"0.557";"0.0"
"326005";"2020-10-07";"19:17:32";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.7 ";""
"330195";"2020-10-07";"19:17:36";"F";"10242";"602";"768";"0";"0.216";"0.0"
"335005";"2020-10-07";"19:17:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.7 ";""
"341495";"2020-10-07";"19:17:47";"F";"10243";"589";"1169";"0";"0.496";"0.0"
"345005";"2020-10-07";"19:17:51";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.7 ";""
"348655";"2020-10-07";"19:17:54";"F";"10244";"507";"1175";"0";"0.569";"0.0"
"353005";"2020-10-07";"19:17:59";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.7 ";""
"355215";"2020-10-07";"19:18:01";"F";"10245";"389";"803";"0";"0.516";"0.0"
"359005";"2020-10-07";"19:18:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.7 ";""
"361965";"2020-10-07";"19:18:07";"F";"10246";"200";"422";"0";"0.526";"0.0"
"361970";"2020-10-07";"19:18:07";"SCHE";"";"Chart stop ";""
"366005";"2020-10-07";"19:18:12";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"444000";"2020-10-07";"19:19:29";"SCHS";"";"Chart start ";""
"444005";"2020-10-07";"19:19:30";"C";"";"File Nr. 415 | File Dev. ID #1, DIVING-PAM-II:  ";""
"460455";"2020-10-07";"19:19:46";"F";"10247";"251";"339";"0";"0.260";"0.0"
"465005";"2020-10-07";"19:19:51";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"467155";"2020-10-07";"19:19:53";"F";"10248";"63";"367";"0";"0.828";"0.0"
"471005";"2020-10-07";"19:19:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"471375";"2020-10-07";"19:19:57";"F";"10249";"220";"251";"0";"0.124";"0.0"
"476005";"2020-10-07";"19:20:02";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"476985";"2020-10-07";"19:20:02";"F";"10250";"341";"598";"0";"0.430";"0.0"
"480005";"2020-10-07";"19:20:06";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"481535";"2020-10-07";"19:20:07";"F";"10251";"308";"367";"0";"0.161";"0.0"
"485005";"2020-10-07";"19:20:11";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"486835";"2020-10-07";"19:20:12";"F";"10252";"463";"691";"0";"0.330";"0.0"
"491005";"2020-10-07";"19:20:17";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"491595";"2020-10-07";"19:20:17";"F";"10253";"299";"434";"0";"0.311";"0.0"
"496005";"2020-10-07";"19:20:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"496885";"2020-10-07";"19:20:22";"F";"10254";"132";"624";"0";"0.788";"0.0"
"501005";"2020-10-07";"19:20:27";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"502135";"2020-10-07";"19:20:28";"F";"10255";"337";"706";"0";"0.523";"0.0"
"507005";"2020-10-07";"19:20:33";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"516485";"2020-10-07";"19:20:42";"F";"10256";"446";"518";"0";"0.139";"0.0"
"521005";"2020-10-07";"19:20:47";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"530035";"2020-10-07";"19:20:56";"F";"10257";"366";"785";"0";"0.534";"0.0"
"534005";"2020-10-07";"19:21:00";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"535365";"2020-10-07";"19:21:01";"F";"10258";"349";"495";"0";"0.295";"0.0"
"540005";"2020-10-07";"19:21:06";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"543155";"2020-10-07";"19:21:09";"F";"10259";"210";"576";"0";"0.635";"0.0"
"548005";"2020-10-07";"19:21:14";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.8 ";""
"552535";"2020-10-07";"19:21:18";"F";"10260";"578";"686";"0";"0.157";"0.0"
"556005";"2020-10-07";"19:21:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"559535";"2020-10-07";"19:21:25";"F";"10261";"456";"505";"0";"0.097";"0.0"
"564005";"2020-10-07";"19:21:30";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"568365";"2020-10-07";"19:21:34";"F";"10262";"310";"924";"0";"0.665";"0.0"
"573005";"2020-10-07";"19:21:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"583815";"2020-10-07";"19:21:49";"F";"10263";"937";"1154";"0";"0.188";"0.0"
"587005";"2020-10-07";"19:21:53";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"592775";"2020-10-07";"19:21:58";"F";"10264";"811";"1035";"0";"0.216";"0.0"
"596005";"2020-10-07";"19:22:02";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"597055";"2020-10-07";"19:22:03";"F";"10265";"388";"1067";"0";"0.636";"0.0"
"602005";"2020-10-07";"19:22:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"603735";"2020-10-07";"19:22:09";"F";"10266";"588";"1560";"0";"0.623";"0.0"
"608005";"2020-10-07";"19:22:14";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"608695";"2020-10-07";"19:22:14";"F";"10267";"346";"778";"0";"0.555";"0.0"
"613005";"2020-10-07";"19:22:19";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"613615";"2020-10-07";"19:22:19";"F";"10268";"437";"880";"0";"0.503";"0.0"
"617465";"2020-10-07";"19:22:23";"F";"10269";"316";"796";"0";"0.603";"0.0"
"618005";"2020-10-07";"19:22:24";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"622005";"2020-10-07";"19:22:28";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"622235";"2020-10-07";"19:22:28";"F";"10270";"611";"941";"0";"0.351";"0.0"
"627005";"2020-10-07";"19:22:33";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"627405";"2020-10-07";"19:22:33";"F";"10271";"124";"207";"0";"0.401";"0.0"
"632005";"2020-10-07";"19:22:38";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"632885";"2020-10-07";"19:22:38";"F";"10272";"59";"82";"0";"0.280";"0.0"
"637005";"2020-10-07";"19:22:43";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"641735";"2020-10-07";"19:22:47";"F";"10273";"97";"145";"0";"0.331";"0.0"
"646005";"2020-10-07";"19:22:52";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"650355";"2020-10-07";"19:22:56";"F";"10274";"552";"709";"0";"0.221";"0.0"
"655005";"2020-10-07";"19:23:01";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"656645";"2020-10-07";"19:23:02";"F";"10275";"265";"547";"0";"0.516";"0.0"
"661005";"2020-10-07";"19:23:07";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"663155";"2020-10-07";"19:23:09";"F";"10276";"595";"816";"0";"0.271";"0.0"
"667005";"2020-10-07";"19:23:13";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"669825";"2020-10-07";"19:23:15";"F";"10277";"293";"719";"0";"0.592";"0.0"
"674005";"2020-10-07";"19:23:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"674755";"2020-10-07";"19:23:20";"F";"10278";"289";"735";"0";"0.607";"0.0"
"679005";"2020-10-07";"19:23:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"680575";"2020-10-07";"19:23:26";"F";"10279";"523";"865";"0";"0.395";"0.0"
"685005";"2020-10-07";"19:23:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"688625";"2020-10-07";"19:23:34";"F";"10280";"203";"304";"0";"0.332";"0.0"
"692005";"2020-10-07";"19:23:38";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"698655";"2020-10-07";"19:23:44";"F";"10281";"169";"286";"0";"0.409";"0.0"
"702005";"2020-10-07";"19:23:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"710805";"2020-10-07";"19:23:56";"F";"10282";"420";"534";"0";"0.213";"0.0"
"715005";"2020-10-07";"19:24:01";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"719785";"2020-10-07";"19:24:05";"F";"10283";"717";"941";"0";"0.238";"0.0"
"724005";"2020-10-07";"19:24:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"725215";"2020-10-07";"19:24:11";"F";"10284";"663";"815";"0";"0.187";"0.0"
"729005";"2020-10-07";"19:24:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"732105";"2020-10-07";"19:24:18";"F";"10285";"454";"591";"0";"0.232";"0.0"
"736005";"2020-10-07";"19:24:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.9 ";""
"742805";"2020-10-07";"19:24:28";"F";"10286";"756";"1199";"0";"0.369";"0.0"
"746005";"2020-10-07";"19:24:32";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"757695";"2020-10-07";"19:24:43";"F";"10287";"222";"520";"0";"0.573";"0.0"
"762005";"2020-10-07";"19:24:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"773735";"2020-10-07";"19:24:59";"F";"10288";"107";"150";"0";"0.287";"0.0"
"777005";"2020-10-07";"19:25:03";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"786625";"2020-10-07";"19:25:12";"F";"10289";"55";"80";"0";"0.313";"0.0"
"790005";"2020-10-07";"19:25:16";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"792395";"2020-10-07";"19:25:18";"F";"10290";"176";"416";"0";"0.577";"0.0"
"796005";"2020-10-07";"19:25:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"800885";"2020-10-07";"19:25:26";"F";"10291";"79";"131";"0";"0.397";"0.0"
"800890";"2020-10-07";"19:25:26";"SCHE";"";"Chart stop ";""
"805005";"2020-10-07";"19:25:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"881000";"2020-10-07";"19:26:46";"SCHS";"";"Chart start ";""
"881005";"2020-10-07";"19:26:47";"C";"";"File Nr. 416 | File Dev. ID #1, DIVING-PAM-II:  ";""
"881010";"2020-10-07";"19:26:47";"SCHE";"";"Chart stop ";""
"933000";"2020-10-07";"19:27:38";"SCHS";"";"Chart start ";""
"933005";"2020-10-07";"19:27:39";"C";"";"File Nr. 417 | File Dev. ID #1, DIVING-PAM-II:  ";""
"988485";"2020-10-07";"19:28:34";"F";"10292";"561";"710";"0";"0.210";"0.0"
"992005";"2020-10-07";"19:28:38";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"993675";"2020-10-07";"19:28:39";"F";"10293";"340";"688";"0";"0.506";"0.0"
"998005";"2020-10-07";"19:28:44";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"1002905";"2020-10-07";"19:28:48";"F";"10294";"422";"824";"0";"0.488";"0.0"
"1006005";"2020-10-07";"19:28:52";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"1007475";"2020-10-07";"19:28:53";"F";"10295";"377";"590";"0";"0.361";"0.0"
"1011005";"2020-10-07";"19:28:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"1018995";"2020-10-07";"19:29:04";"F";"10296";"412";"549";"0";"0.250";"0.0"
"1022005";"2020-10-07";"19:29:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"1023035";"2020-10-07";"19:29:09";"F";"10297";"406";"677";"0";"0.400";"0.0"
"1027005";"2020-10-07";"19:29:13";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"1027115";"2020-10-07";"19:29:13";"F";"10298";"498";"695";"0";"0.283";"0.0"
"1032005";"2020-10-07";"19:29:18";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"1033385";"2020-10-07";"19:29:19";"F";"10299";"381";"794";"0";"0.520";"0.0"
"1037005";"2020-10-07";"19:29:23";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"1039175";"2020-10-07";"19:29:25";"F";"10300";"547";"889";"0";"0.385";"0.0"
"1043005";"2020-10-07";"19:29:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"1049145";"2020-10-07";"19:29:35";"F";"10301";"391";"539";"0";"0.275";"0.0"
"1054005";"2020-10-07";"19:29:40";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1057815";"2020-10-07";"19:29:43";"F";"10302";"325";"682";"0";"0.523";"0.0"
"1061005";"2020-10-07";"19:29:47";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.0 ";""
"1063055";"2020-10-07";"19:29:49";"F";"10303";"523";"732";"0";"0.286";"0.0"
"1068005";"2020-10-07";"19:29:54";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1078185";"2020-10-07";"19:30:04";"F";"10304";"734";"931";"0";"0.212";"0.0"
"1083005";"2020-10-07";"19:30:09";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1083735";"2020-10-07";"19:30:09";"F";"10305";"387";"896";"0";"0.568";"0.0"
"1088005";"2020-10-07";"19:30:14";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1089305";"2020-10-07";"19:30:15";"F";"10306";"661";"1018";"0";"0.351";"0.0"
"1093005";"2020-10-07";"19:30:19";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1094635";"2020-10-07";"19:30:20";"F";"10307";"247";"405";"0";"0.390";"0.0"
"1099005";"2020-10-07";"19:30:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1099535";"2020-10-07";"19:30:25";"F";"10308";"486";"962";"0";"0.495";"0.0"
"1103005";"2020-10-07";"19:30:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1104235";"2020-10-07";"19:30:30";"F";"10309";"402";"707";"0";"0.431";"0.0"
"1108005";"2020-10-07";"19:30:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1108875";"2020-10-07";"19:30:34";"F";"10310";"347";"528";"0";"0.343";"0.0"
"1113005";"2020-10-07";"19:30:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1113105";"2020-10-07";"19:30:39";"F";"10311";"313";"660";"0";"0.526";"0.0"
"1118005";"2020-10-07";"19:30:44";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1118775";"2020-10-07";"19:30:44";"F";"10312";"448";"762";"0";"0.412";"0.0"
"1122005";"2020-10-07";"19:30:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1122375";"2020-10-07";"19:30:48";"F";"10313";"233";"631";"0";"0.631";"0.0"
"1127005";"2020-10-07";"19:30:53";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1127085";"2020-10-07";"19:30:53";"F";"10314";"369";"825";"0";"0.553";"0.0"
"1132005";"2020-10-07";"19:30:58";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1134385";"2020-10-07";"19:31:00";"F";"10315";"481";"660";"0";"0.271";"0.0"
"1138005";"2020-10-07";"19:31:04";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"1138975";"2020-10-07";"19:31:04";"F";"10316";"429";"651";"0";"0.341";"0.0"
"1143005";"2020-10-07";"19:31:09";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1143655";"2020-10-07";"19:31:09";"F";"10317";"423";"717";"0";"0.410";"0.0"
"1148005";"2020-10-07";"19:31:14";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.1 ";""
"1148335";"2020-10-07";"19:31:14";"F";"10318";"376";"686";"0";"0.452";"0.0"
"1153005";"2020-10-07";"19:31:19";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"1154365";"2020-10-07";"19:31:20";"F";"10319";"279";"791";"0";"0.647";"0.0"
"1159005";"2020-10-07";"19:31:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"1159135";"2020-10-07";"19:31:25";"F";"10320";"422";"1062";"0";"0.603";"0.0"
"1164005";"2020-10-07";"19:31:30";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"1167945";"2020-10-07";"19:31:33";"F";"10321";"448";"836";"0";"0.464";"0.0"
"1171005";"2020-10-07";"19:31:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"1174565";"2020-10-07";"19:31:40";"F";"10322";"333";"785";"0";"0.576";"0.0"
"1178005";"2020-10-07";"19:31:44";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"1180595";"2020-10-07";"19:31:46";"F";"10323";"345";"712";"0";"0.515";"0.0"
"1184725";"2020-10-07";"19:31:50";"F";"10324";"525";"841";"0";"0.376";"0.0"
"1185005";"2020-10-07";"19:31:51";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"1189005";"2020-10-07";"19:31:55";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.2 ";""
"1190235";"2020-10-07";"19:31:56";"F";"10325";"316";"736";"0";"0.571";"0.0"
