PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,TempT1,T1RelayState,T2SP,T2inT,TempT2,T2RelayState,T3SP,T3inT,TempT3,T3RelayState,T4SP,T4inT,TempT4,T4RelayState,
CRII_OCT2020,2020_November_4,30027,14,42,6,28.00,23.12,23.12,OFF,28.00,23.12,23.12,OFF,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,35910,14,42,11,28.00,23.12,23.12,HTR,28.00,23.12,23.12,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,41262,14,42,16,28.00,23.12,23.12,HTR,28.00,23.19,23.19,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,46616,14,42,22,28.00,23.19,23.19,HTR,28.00,23.19,23.19,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,51968,14,42,27,28.00,23.19,23.19,HTR,28.00,23.19,23.19,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,57319,14,42,33,28.00,23.19,23.19,HTR,28.00,23.19,23.19,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,62671,14,42,41,28.00,23.19,23.19,HTR,28.00,23.19,23.19,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,70723,14,42,46,28.00,23.19,23.19,HTR,28.00,23.25,23.25,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,76075,14,42,51,28.00,23.19,23.19,HTR,28.00,23.25,23.25,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,81426,14,42,57,28.00,23.25,23.25,HTR,28.00,23.25,23.25,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,86778,14,43,2,28.00,23.25,23.25,HTR,28.00,23.25,-127.00,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,92059,14,43,7,28.00,23.25,23.25,HTR,28.00,23.25,-127.00,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,97338,14,43,12,28.00,23.31,23.31,HTR,28.00,23.25,-127.00,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,102618,14,43,18,28.00,23.31,23.31,HTR,28.00,23.25,-127.00,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,107901,14,43,23,28.00,23.37,23.37,HTR,28.00,23.25,-127.00,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,113183,14,43,28,28.00,23.37,23.37,HTR,28.00,23.25,85.00,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,118517,14,43,34,28.00,23.44,23.44,HTR,28.00,23.50,23.50,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,123871,14,43,43,28.00,23.44,23.44,HTR,28.00,23.50,23.50,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,133123,14,43,48,28.00,23.50,23.50,HTR,28.00,23.62,23.62,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,138475,14,43,54,28.00,23.56,23.56,HTR,28.00,23.62,23.62,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,143828,14,43,59,28.00,23.62,23.62,HTR,28.00,23.69,23.69,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,149181,14,44,4,28.00,23.62,23.62,HTR,28.00,23.75,23.75,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,154535,14,44,10,28.00,23.69,23.69,HTR,28.00,23.75,23.75,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,159889,14,44,15,28.00,23.75,23.75,HTR,28.00,23.81,23.81,HTR,28.00,0.00,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,165241,14,44,20,28.00,23.75,23.75,HTR,28.00,23.87,23.87,HTR,28.00,23.69,23.69,OFF,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,170653,14,44,26,28.00,23.81,23.81,HTR,28.00,23.94,23.94,HTR,28.00,23.87,23.87,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,176067,14,44,31,28.00,23.87,23.87,HTR,28.00,23.94,23.94,HTR,28.00,23.94,23.94,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,181476,14,44,37,28.00,23.87,23.87,HTR,28.00,23.94,-127.00,HTR,28.00,23.94,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,186758,14,44,47,28.00,23.94,23.94,HTR,28.00,24.06,24.06,HTR,28.00,23.94,-127.00,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,197224,14,44,52,28.00,24.00,24.00,HTR,28.00,24.12,24.12,HTR,28.00,24.19,24.19,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,202634,14,44,58,28.00,24.06,24.06,HTR,28.00,24.19,24.19,HTR,28.00,24.25,24.25,HTR,28.00,0.00,-127.00,HTR,
CRII_OCT2020,2020_November_4,208044,14,45,3,28.00,24.12,24.12,HTR,28.00,24.25,24.25,HTR,28.00,24.19,24.19,HTR,28.00,24.31,24.31,OFF,
CRII_OCT2020,2020_November_4,213479,14,45,9,28.00,24.12,24.12,HTR,28.00,24.25,24.25,HTR,28.00,24.31,24.31,HTR,28.00,24.31,-127.00,HTR,
CRII_OCT2020,2020_November_4,218890,14,45,14,28.00,24.19,24.19,HTR,28.00,24.37,24.37,HTR,28.00,24.37,24.37,HTR,28.00,24.37,24.37,HTR,
CRII_OCT2020,2020_November_4,224324,14,45,20,28.00,24.25,24.25,HTR,28.00,24.37,24.37,HTR,28.00,24.44,24.44,HTR,28.00,24.44,24.44,HTR,
CRII_OCT2020,2020_November_4,229758,14,45,25,28.00,24.25,24.25,HTR,28.00,24.44,24.44,HTR,28.00,24.44,24.44,HTR,28.00,24.50,24.50,HTR,
CRII_OCT2020,2020_November_4,235194,14,45,30,28.00,24.37,24.37,HTR,28.00,24.50,24.50,HTR,28.00,24.50,24.50,HTR,28.00,24.56,24.56,HTR,
CRII_OCT2020,2020_November_4,240630,14,45,36,28.00,24.44,24.44,HTR,28.00,24.56,24.56,HTR,28.00,24.56,24.56,HTR,28.00,24.62,24.62,HTR,
CRII_OCT2020,2020_November_4,246066,14,45,41,28.00,24.50,24.50,HTR,28.00,24.56,24.56,HTR,28.00,24.62,24.62,HTR,28.00,24.62,24.62,HTR,
CRII_OCT2020,2020_November_4,251500,14,45,53,28.00,24.50,24.50,HTR,28.00,24.62,24.62,HTR,28.00,24.69,24.69,HTR,28.00,24.69,24.69,HTR,
CRII_OCT2020,2020_November_4,262938,14,45,58,28.00,24.62,24.62,HTR,28.00,24.75,24.75,HTR,28.00,24.75,24.75,HTR,28.00,24.75,24.75,HTR,
CRII_OCT2020,2020_November_4,268375,14,46,4,28.00,24.69,24.69,HTR,28.00,24.81,24.81,HTR,28.00,24.81,24.81,HTR,28.00,24.81,24.81,HTR,
CRII_OCT2020,2020_November_4,273809,14,46,9,28.00,24.75,24.75,HTR,28.00,24.87,24.87,HTR,28.00,24.87,24.87,HTR,28.00,24.81,24.81,HTR,
CRII_OCT2020,2020_November_4,279243,14,46,14,28.00,24.75,24.75,HTR,28.00,24.87,24.87,HTR,28.00,24.94,24.94,HTR,28.00,24.87,24.87,HTR,
CRII_OCT2020,2020_November_4,284681,14,46,20,28.00,24.81,24.81,HTR,28.00,24.94,24.94,HTR,28.00,25.00,25.00,HTR,28.00,24.94,24.94,HTR,
CRII_OCT2020,2020_November_4,290115,14,46,25,28.00,24.87,24.87,HTR,28.00,25.00,25.00,HTR,28.00,25.00,25.00,HTR,28.00,25.00,25.00,HTR,
CRII_OCT2020,2020_November_4,295549,14,46,31,28.00,24.94,24.94,HTR,28.00,25.06,25.06,HTR,28.00,25.06,25.06,HTR,28.00,25.06,25.06,HTR,
CRII_OCT2020,2020_November_4,300984,14,46,36,28.00,24.94,24.94,HTR,28.00,25.12,25.12,HTR,28.00,25.12,25.12,HTR,28.00,25.12,25.12,HTR,
CRII_OCT2020,2020_November_4,306421,14,46,42,28.00,25.00,25.00,HTR,28.00,25.19,25.19,HTR,28.00,25.12,25.12,HTR,28.00,25.19,25.19,HTR,
CRII_OCT2020,2020_November_4,311856,14,46,53,28.00,25.06,25.06,HTR,28.00,25.19,25.19,HTR,28.00,25.19,25.19,HTR,28.00,25.19,25.19,HTR,
CRII_OCT2020,2020_November_4,323295,14,46,58,28.00,25.12,25.12,HTR,28.00,25.31,25.31,HTR,28.00,25.31,25.31,HTR,28.00,25.31,25.31,HTR,
CRII_OCT2020,2020_November_4,328729,14,47,4,28.00,25.19,25.19,HTR,28.00,25.37,25.37,HTR,28.00,25.31,25.31,HTR,28.00,25.31,25.31,HTR,
CRII_OCT2020,2020_November_4,334166,14,47,9,28.00,25.25,25.25,HTR,28.00,25.44,25.44,HTR,28.00,25.37,25.37,HTR,28.00,25.37,25.37,HTR,
CRII_OCT2020,2020_November_4,339599,14,47,15,28.00,25.25,25.25,HTR,28.00,25.44,25.44,HTR,28.00,25.44,25.44,HTR,28.00,25.44,25.44,HTR,
CRII_OCT2020,2020_November_4,345033,14,47,20,28.00,25.31,25.31,HTR,28.00,25.50,25.50,HTR,28.00,25.50,25.50,HTR,28.00,25.50,25.50,HTR,
CRII_OCT2020,2020_November_4,350469,14,47,26,28.00,25.37,25.37,HTR,28.00,25.56,25.56,HTR,28.00,25.50,25.50,HTR,28.00,25.56,25.56,HTR,
CRII_OCT2020,2020_November_4,355905,14,47,31,28.00,25.44,25.44,HTR,28.00,25.62,25.62,HTR,28.00,25.56,25.56,HTR,28.00,25.56,25.56,HTR,
CRII_OCT2020,2020_November_4,361340,14,47,36,28.00,25.44,25.44,HTR,28.00,25.69,25.69,HTR,28.00,25.62,25.62,HTR,28.00,25.62,25.62,HTR,
CRII_OCT2020,2020_November_4,366775,14,47,42,28.00,25.50,25.50,HTR,28.00,25.69,25.69,HTR,28.00,25.69,25.69,HTR,28.00,25.69,25.69,HTR,
CRII_OCT2020,2020_November_4,372209,14,47,53,28.00,25.56,25.56,HTR,28.00,25.75,25.75,HTR,28.00,25.75,25.75,HTR,28.00,25.75,25.75,HTR,
CRII_OCT2020,2020_November_4,383647,14,47,59,28.00,25.69,25.69,HTR,28.00,25.87,25.87,HTR,28.00,25.81,25.81,HTR,28.00,25.81,25.81,HTR,
CRII_OCT2020,2020_November_4,389083,14,48,4,28.00,25.69,25.69,HTR,28.00,25.94,25.94,HTR,28.00,25.87,25.87,HTR,28.00,25.87,25.87,HTR,
CRII_OCT2020,2020_November_4,394516,14,48,10,28.00,25.75,25.75,HTR,28.00,26.00,26.00,HTR,28.00,25.87,25.87,HTR,28.00,25.94,25.94,HTR,
CRII_OCT2020,2020_November_4,399952,14,48,15,28.00,25.81,25.81,HTR,28.00,26.00,26.00,HTR,28.00,25.94,25.94,HTR,28.00,26.00,26.00,HTR,
CRII_OCT2020,2020_November_4,405387,14,48,20,28.00,25.87,25.87,HTR,28.00,26.06,26.06,HTR,28.00,26.00,26.00,HTR,28.00,26.06,26.06,HTR,
CRII_OCT2020,2020_November_4,410822,14,48,26,28.00,25.87,25.87,HTR,28.00,26.12,26.12,HTR,28.00,26.06,26.06,HTR,28.00,26.06,26.06,HTR,
CRII_OCT2020,2020_November_4,416257,14,48,31,28.00,25.94,25.94,HTR,28.00,26.12,26.12,HTR,28.00,26.12,26.12,HTR,28.00,26.12,26.12,HTR,
CRII_OCT2020,2020_November_4,421694,14,48,37,28.00,26.00,26.00,HTR,28.00,26.19,26.19,HTR,28.00,26.12,26.12,HTR,28.00,26.19,26.19,HTR,
CRII_OCT2020,2020_November_4,427129,14,48,42,28.00,26.00,26.00,HTR,28.00,26.25,26.25,HTR,28.00,26.19,26.19,HTR,28.00,26.25,26.25,HTR,
CRII_OCT2020,2020_November_4,432564,14,48,54,28.00,26.06,26.06,HTR,28.00,26.31,26.31,HTR,28.00,26.25,26.25,HTR,28.00,26.31,26.31,HTR,
CRII_OCT2020,2020_November_4,444003,14,48,59,28.00,26.19,26.19,HTR,28.00,26.44,26.44,HTR,28.00,26.31,26.31,HTR,28.00,26.44,26.44,HTR,
CRII_OCT2020,2020_November_4,449441,14,49,5,28.00,26.19,26.19,HTR,28.00,26.44,26.44,HTR,28.00,26.37,26.37,HTR,28.00,26.44,26.44,HTR,
CRII_OCT2020,2020_November_4,454875,14,49,10,28.00,26.25,26.25,HTR,28.00,26.50,26.50,HTR,28.00,26.44,26.44,HTR,28.00,26.50,26.50,HTR,
CRII_OCT2020,2020_November_4,460310,14,49,15,28.00,26.31,26.31,HTR,28.00,26.56,26.56,HTR,28.00,26.44,26.44,HTR,28.00,26.56,26.56,HTR,
CRII_OCT2020,2020_November_4,465744,14,49,21,28.00,26.37,26.37,HTR,28.00,26.62,26.62,HTR,28.00,26.50,26.50,HTR,28.00,26.62,26.62,HTR,
CRII_OCT2020,2020_November_4,471183,14,49,26,28.00,26.37,26.37,HTR,28.00,26.69,26.69,HTR,28.00,26.56,26.56,HTR,28.00,26.69,26.69,HTR,
CRII_OCT2020,2020_November_4,476617,14,49,32,28.00,26.44,26.44,HTR,28.00,26.69,26.69,HTR,28.00,26.56,26.56,HTR,28.00,26.69,26.69,HTR,
CRII_OCT2020,2020_November_4,482053,14,49,37,28.00,26.50,26.50,HTR,28.00,26.75,26.75,HTR,28.00,26.62,26.62,HTR,28.00,26.75,26.75,HTR,
CRII_OCT2020,2020_November_4,487487,14,49,43,28.00,26.56,26.56,HTR,28.00,26.81,26.81,HTR,28.00,26.69,26.69,HTR,28.00,26.75,26.75,HTR,
CRII_OCT2020,2020_November_4,492925,14,49,54,28.00,26.56,26.56,HTR,28.00,26.87,26.87,HTR,28.00,26.75,26.75,HTR,28.00,26.81,26.81,HTR,
CRII_OCT2020,2020_November_4,504359,14,49,59,28.00,26.69,26.69,HTR,28.00,26.94,26.94,HTR,28.00,26.81,26.81,HTR,28.00,26.94,26.94,HTR,
CRII_OCT2020,2020_November_4,509794,14,50,5,28.00,26.75,26.75,HTR,28.00,27.00,27.00,HTR,28.00,26.87,26.87,HTR,28.00,27.00,27.00,HTR,
CRII_OCT2020,2020_November_4,515231,14,50,10,28.00,26.75,26.75,HTR,28.00,27.06,27.06,HTR,28.00,26.94,26.94,HTR,28.00,27.06,27.06,HTR,
CRII_OCT2020,2020_November_4,520666,14,50,16,28.00,26.81,26.81,HTR,28.00,27.12,27.12,HTR,28.00,26.94,26.94,HTR,28.00,27.12,27.12,HTR,
CRII_OCT2020,2020_November_4,526101,14,50,21,28.00,26.87,26.87,HTR,28.00,27.12,27.12,HTR,28.00,27.00,27.00,HTR,28.00,27.12,27.12,HTR,
CRII_OCT2020,2020_November_4,531535,14,50,27,28.00,26.87,26.87,HTR,28.00,27.19,27.19,HTR,28.00,27.06,27.06,HTR,28.00,27.19,27.19,HTR,
CRII_OCT2020,2020_November_4,536974,14,50,32,28.00,26.94,26.94,HTR,28.00,27.25,27.25,HTR,28.00,27.12,27.12,HTR,28.00,27.25,27.25,HTR,
CRII_OCT2020,2020_November_4,542408,14,50,37,28.00,27.00,27.00,HTR,28.00,27.31,27.31,HTR,28.00,27.12,27.12,HTR,28.00,27.31,27.31,HTR,
CRII_OCT2020,2020_November_4,547844,14,50,43,28.00,27.06,27.06,HTR,28.00,27.31,27.31,HTR,28.00,27.19,27.19,HTR,28.00,27.37,27.37,HTR,
CRII_OCT2020,2020_November_4,553278,14,50,49,29.00,27.12,27.12,HTR,29.00,27.37,27.37,HTR,29.00,27.25,27.25,HTR,29.00,27.37,27.37,HTR,
CRII_OCT2020,2020_November_4,559028,14,50,54,29.00,27.12,27.12,HTR,29.00,27.44,27.44,HTR,29.00,27.31,27.31,HTR,29.00,27.44,27.44,HTR,
CRII_OCT2020,2020_November_4,564463,14,50,59,29.00,27.19,27.19,HTR,29.00,27.50,27.50,HTR,29.00,27.31,27.31,HTR,29.00,27.50,27.50,HTR,
CRII_OCT2020,2020_November_4,569899,14,51,5,29.00,27.25,27.25,HTR,29.00,27.56,27.56,HTR,29.00,27.37,27.37,HTR,29.00,27.56,27.56,HTR,
CRII_OCT2020,2020_November_4,575332,14,51,10,29.00,27.31,27.31,HTR,29.00,27.62,27.62,HTR,29.00,27.44,27.44,HTR,29.00,27.62,27.62,HTR,
CRII_OCT2020,2020_November_4,580769,14,51,16,29.00,27.31,27.31,HTR,29.00,27.62,27.62,HTR,29.00,27.50,27.50,HTR,29.00,27.62,27.62,HTR,
CRII_OCT2020,2020_November_4,586205,14,51,21,29.00,27.37,27.37,HTR,29.00,27.69,27.69,HTR,29.00,27.50,27.50,HTR,29.00,27.69,27.69,HTR,
CRII_OCT2020,2020_November_4,591640,14,51,27,29.00,27.44,27.44,HTR,29.00,27.75,27.75,HTR,29.00,27.56,27.56,HTR,29.00,27.75,27.75,HTR,
CRII_OCT2020,2020_November_4,597075,14,51,32,29.00,27.44,27.44,HTR,29.00,27.75,27.75,HTR,29.00,27.62,27.62,HTR,29.00,27.81,27.81,HTR,
CRII_OCT2020,2020_November_4,602514,14,51,38,29.00,27.50,27.50,HTR,29.00,27.87,27.87,HTR,29.00,27.69,27.69,HTR,29.00,27.81,27.81,HTR,
CRII_OCT2020,2020_November_4,607949,14,51,43,29.00,27.56,27.56,HTR,29.00,27.87,27.87,HTR,29.00,27.69,27.69,HTR,29.00,27.87,27.87,HTR,
CRII_OCT2020,2020_November_4,613385,14,51,50,29.00,27.62,27.62,HTR,29.00,27.94,27.94,HTR,29.00,27.75,27.75,HTR,29.00,27.94,27.94,HTR,
