"2020-10-11";"23:10:01";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-11";"19:29:57";"SCHS";"";"Chart start ";""
"5";"2020-10-11";"19:29:58";"C";"";"File Nr. 463 | File Dev. ID #1, DIVING-PAM-II:  ";""
"74665";"2020-10-11";"19:31:12";"F";"11544";"41";"83";"0";"0.506";"0.0"
"79005";"2020-10-11";"19:31:17";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"107205";"2020-10-11";"19:31:45";"F";"11545";"35";"48";"0";"-";"-"
"112005";"2020-10-11";"19:31:50";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"116335";"2020-10-11";"19:31:54";"F";"11546";"116";"116";"0";"0.000";"0.0"
"120005";"2020-10-11";"19:31:58";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"129935";"2020-10-11";"19:32:07";"F";"11547";"67";"94";"0";"0.287";"0.0"
"134005";"2020-10-11";"19:32:12";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"134575";"2020-10-11";"19:32:12";"F";"11548";"111";"179";"0";"0.380";"0.0"
"139005";"2020-10-11";"19:32:17";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"142595";"2020-10-11";"19:32:20";"F";"11549";"379";"503";"0";"0.247";"0.0"
"147005";"2020-10-11";"19:32:25";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"147535";"2020-10-11";"19:32:25";"F";"11550";"442";"625";"0";"0.293";"0.0"
"152005";"2020-10-11";"19:32:30";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"162885";"2020-10-11";"19:32:40";"F";"11551";"141";"264";"0";"0.466";"0.0"
"167005";"2020-10-11";"19:32:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"168785";"2020-10-11";"19:32:46";"F";"11552";"127";"292";"0";"0.565";"0.0"
"173005";"2020-10-11";"19:32:51";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"174615";"2020-10-11";"19:32:52";"F";"11553";"363";"381";"0";"0.047";"0.0"
"179005";"2020-10-11";"19:32:57";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"179085";"2020-10-11";"19:32:57";"F";"11554";"144";"144";"0";"0.000";"0.0"
"184005";"2020-10-11";"19:33:02";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"189925";"2020-10-11";"19:33:07";"F";"11555";"113";"221";"0";"0.489";"0.0"
"194005";"2020-10-11";"19:33:12";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"198765";"2020-10-11";"19:33:16";"F";"11556";"378";"443";"0";"0.147";"0.0"
"203005";"2020-10-11";"19:33:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"203485";"2020-10-11";"19:33:21";"F";"11557";"398";"477";"0";"0.166";"0.0"
"208005";"2020-10-11";"19:33:26";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"209415";"2020-10-11";"19:33:27";"F";"11558";"324";"413";"0";"0.215";"0.0"
"213055";"2020-10-11";"19:33:31";"F";"11559";"236";"326";"0";"0.276";"0.0"
"214005";"2020-10-11";"19:33:32";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"218005";"2020-10-11";"19:33:36";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
