nursery,geno,genoN,max_temp,fvfmraw,fvfm,.fitted,ed50
um,14y,g190,38,0.581,0,0.02058631287798315,35.45363844233837
um,14y,g190,38,NA,0,0.02058631287798315,35.45363844233837
um,14y,g190,38,0.581,0,0.02058631287798315,35.45363844233837
um,14y,g190,38,NA,0,0.02058631287798315,35.45363844233837
um,14y,g190,34,0.57,0.57,0.579775024354445,35.45363844233837
um,14y,g190,34,0.63,0.63,0.579775024354445,35.45363844233837
um,14y,g190,33,0.611,0.611,0.6347394379030913,35.45363844233837
um,14y,g190,33,0.643,0.643,0.6347394379030913,35.45363844233837
um,14y,g190,32,0.628,0.628,0.6490128412311467,35.45363844233837
um,14y,g190,32,0.637,0.637,0.6490128412311467,35.45363844233837
um,14y,g190,30,0.665,0.665,0.6529556974439414,35.45363844233837
um,14y,g190,30,0.652,0.652,0.6529556974439414,35.45363844233837
um,85y,g226,35,0.438,0.438,0.4362509327148129,35.47673484851024
um,85y,g226,35,0.432,0.432,0.4362509327148129,35.47673484851024
um,85y,g226,36,0.174,0.174,0.2057655416614631,35.47673484851024
um,85y,g226,36,0.221,0.221,0.2057655416614631,35.47673484851024
um,85y,g226,37,0.106,0.106,0.06417577071661706,35.47673484851024
um,85y,g226,38,NA,0,0.017044299186050035,35.47673484851024
um,85y,g226,38,NA,0,0.017044299186050035,35.47673484851024
um,85y,g226,38,NA,0,0.017044299186050035,35.47673484851024
um,85y,g226,38,NA,0,0.017044299186050035,35.47673484851024
um,85y,g226,34,0.581,0.581,0.587596758889823,35.47673484851024
um,85y,g226,34,0.611,0.611,0.587596758889823,35.47673484851024
um,85y,g226,33,0.613,0.613,0.6362157125975221,35.47673484851024
um,85y,g226,33,0.642,0.642,0.6362157125975221,35.47673484851024
um,85y,g226,32,0.641,0.641,0.647491709338988,35.47673484851024
um,85y,g226,32,0.695,0.695,0.647491709338988,35.47673484851024
um,85y,g226,30,0.63,0.63,0.6502430821445694,35.47673484851024
um,85y,g226,30,0.636,0.636,0.6502430821445694,35.47673484851024
um,52y,g212,35,0.388,0.388,0.4498619570729588,35.582582873254026
um,52y,g212,35,0.425,0.425,0.4498619570729588,35.582582873254026
um,52y,g212,36,0.347,0.347,0.2503394379442978,35.582582873254026
um,52y,g212,37,0.145,0.145,0.1019854938935225,35.582582873254026
um,52y,g212,37,0.302,0,0.1019854938935225,35.582582873254026
um,52y,g212,38,0.331,0,0.035380486703967214,35.582582873254026
um,52y,g212,34,0.683,0.683,0.588007044393841,35.582582873254026
um,52y,g212,34,0.581,0.581,0.588007044393841,35.582582873254026
um,52y,g212,33,0.545,0.545,0.6442805747759499,35.582582873254026
um,52y,g212,33,0.644,0.644,0.6442805747759499,35.582582873254026
um,52y,g212,32,0.654,0.654,0.6616207622239979,35.582582873254026
um,52y,g212,32,0.66,0.66,0.6616207622239979,35.582582873254026
um,52y,g212,30,0.68,0.68,0.6675381073393124,35.582582873254026
um,52y,g212,30,0.715,0.715,0.6675381073393124,35.582582873254026
um,63y,g218,35,0.5,0.5,0.5222231736382346,36.1670114732344
um,63y,g218,35,0.541,0.541,0.5222231736382346,36.1670114732344
um,63y,g218,36,0.368,0.368,0.3607697079284676,36.1670114732344
um,63y,g218,36,0.329,0.329,0.3607697079284676,36.1670114732344
um,63y,g218,37,0.206,0.206,0.18697920421333653,36.1670114732344
um,63y,g218,37,0.24,0.24,0.18697920421333653,36.1670114732344
um,63y,g218,38,0.368,0,0.07771478007632827,36.1670114732344
um,63y,g218,34,0.601,0.601,0.6102680930396593,36.1670114732344
um,63y,g218,34,0.639,0.639,0.6102680930396593,36.1670114732344
um,63y,g218,33,0.629,0.629,0.6441374731472437,36.1670114732344
um,63y,g218,33,0.592,0.592,0.6441374731472437,36.1670114732344
um,63y,g218,32,0.701,0.701,0.6550849452597484,36.1670114732344
um,63y,g218,32,0.65,0.65,0.6550849452597484,36.1670114732344
um,63y,g218,30,0.67,0.67,0.6592413486412466,36.1670114732344
um,63y,g218,30,0.659,0.659,0.6592413486412466,36.1670114732344
um,48y,g210,35,0.466,0.466,0.4235164692572636,35.44308419467153
um,48y,g210,35,0.502,0.502,0.4235164692572636,35.44308419467153
um,48y,g210,36,0.307,0,0.23637331827964253,35.44308419467153
um,48y,g210,36,0.202,0.202,0.23637331827964253,35.44308419467153
um,48y,g210,37,0.265,0.265,0.1023215175530288,35.44308419467153
um,48y,g210,37,0.215,0.215,0.1023215175530288,35.44308419467153
um,48y,g210,38,0.373,0,0.03886177238846569,35.44308419467153
um,48y,g210,34,0.54,0.54,0.5714793281136367,35.44308419467153
um,48y,g210,34,0.589,0.589,0.5714793281136367,35.44308419467153
um,48y,g210,33,0.627,0.627,0.6425262028711695,35.44308419467153
um,48y,g210,33,0.684,0.684,0.6425262028711695,35.44308419467153
um,48y,g210,32,0.657,0.657,0.6679111108866868,35.44308419467153
um,48y,g210,32,0.712,0.712,0.6679111108866868,35.44308419467153
um,48y,g210,30,0.662,0.662,0.6780409190386334,35.44308419467153
um,48y,g210,30,0.628,0.628,0.6780409190386334,35.44308419467153
um,55y,g214,35,0.426,0.426,0.3572799981800056,35.15493972418477
um,55y,g214,35,0.335,0.335,0.3572799981800056,35.15493972418477
um,55y,g214,36,0.237,0.237,0.19167672727803756,35.15493972418477
um,55y,g214,36,0.354,0,0.19167672727803756,35.15493972418477
um,55y,g214,37,0.267,0.267,0.08413349492348027,35.15493972418477
um,55y,g214,38,NA,0,0.03357817061531441,35.15493972418477
um,55y,g214,38,NA,0,0.03357817061531441,35.15493972418477
um,55y,g214,38,NA,0,0.03357817061531441,35.15493972418477
um,55y,g214,38,NA,0,0.03357817061531441,35.15493972418477
um,55y,g214,34,0.521,0.521,0.5136129699781918,35.15493972418477
um,55y,g214,34,0.527,0.527,0.5136129699781918,35.15493972418477
um,55y,g214,33,0.585,0.585,0.6039082064367326,35.15493972418477
um,55y,g214,33,0.583,0.583,0.6039082064367326,35.15493972418477
um,55y,g214,32,0.685,0.685,0.6412000064016067,35.15493972418477
um,55y,g214,32,0.637,0.637,0.6412000064016067,35.15493972418477
um,55y,g214,30,0.67,0.67,0.6581947179115357,35.15493972418477
um,55y,g214,30,0.625,0.625,0.6581947179115357,35.15493972418477
um,67y,g221,35,0.335,0.335,0.3734541077942299,35.20079946150458
um,67y,g221,35,0.403,0.403,0.3734541077942299,35.20079946150458
um,67y,g221,36,0.343,0.343,0.2089508767107853,35.20079946150458
um,67y,g221,36,0.34,0,0.2089508767107853,35.20079946150458
um,67y,g221,37,0.225,0.225,0.09668545382122787,35.20079946150458
um,67y,g221,37,0.379,0,0.09668545382122787,35.20079946150458
um,67y,g221,38,0.186,0.186,0.04062748827705659,35.20079946150458
um,67y,g221,38,0.425,0,0.04062748827705659,35.20079946150458
um,67y,g221,34,0.583,0.583,0.5263925226150856,35.20079946150458
um,67y,g221,34,0.513,0.513,0.5263925226150856,35.20079946150458
um,67y,g221,33,0.598,0.598,0.6169514960227463,35.20079946150458
um,67y,g221,33,0.655,0.655,0.6169514960227463,35.20079946150458
um,67y,g221,32,0.64,0.64,0.656180551739912,35.20079946150458
um,67y,g221,32,0.653,0.653,0.656180551739912,35.20079946150458
um,67y,g221,30,0.692,0.692,0.6753086945668253,35.20079946150458
um,67y,g221,30,0.643,0.643,0.6753086945668253,35.20079946150458
um,54y,g213,35,0.369,0.369,0.44495668633758156,35.75117993408241
um,54y,g213,35,0.473,0.473,0.44495668633758156,35.75117993408241
um,54y,g213,36,0.331,0.331,0.2803588910052306,35.75117993408241
um,54y,g213,36,0.261,0.261,0.2803588910052306,35.75117993408241
um,54y,g213,37,0.2,0.2,0.13850713576984086,35.75117993408241
um,54y,g213,38,0.373,0,0.05861671291025847,35.75117993408241
um,54y,g213,38,0.401,0,0.05861671291025847,35.75117993408241
um,54y,g213,38,0.373,0,0.05861671291025847,35.75117993408241
um,54y,g213,38,0.401,0,0.05861671291025847,35.75117993408241
um,54y,g213,34,0.644,0.644,0.5604011898524144,35.75117993408241
um,54y,g213,34,0.507,0.507,0.5604011898524144,35.75117993408241
um,54y,g213,33,0.651,0.651,0.6146696875786021,35.75117993408241
um,54y,g213,33,0.557,0.557,0.6146696875786021,35.75117993408241
um,54y,g213,32,0.625,0.625,0.6349234393298779,35.75117993408241
um,54y,g213,32,0.598,0.598,0.6349234393298779,35.75117993408241
um,54y,g213,30,0.715,0.715,0.6437444222177928,35.75117993408241
um,54y,g213,30,0.629,0.629,0.6437444222177928,35.75117993408241
um,32y,g199,35,0.356,0.356,0.43184009798618544,35.61113467234256
um,32y,g199,35,0.336,0.336,0.43184009798618544,35.61113467234256
um,32y,g199,36,0.26,0.26,0.3204282454569217,35.61113467234256
um,32y,g199,36,0.388,0.388,0.3204282454569217,35.61113467234256
um,32y,g199,37,0.251,0.251,0.2192567366949716,35.61113467234256
um,32y,g199,37,0.395,0.395,0.2192567366949716,35.61113467234256
um,32y,g199,38,0.337,0,0.1409173357537553,35.61113467234256
um,32y,g199,34,0.528,0.528,0.533932676150329,35.61113467234256
um,32y,g199,34,0.609,0.609,0.533932676150329,35.61113467234256
um,32y,g199,33,0.637,0.637,0.6121325429657168,35.61113467234256
um,32y,g199,33,0.613,0.613,0.6121325429657168,35.61113467234256
um,32y,g199,32,0.666,0.666,0.6636906614852224,35.61113467234256
um,32y,g199,32,0.681,0.681,0.6636906614852224,35.61113467234256
um,32y,g199,30,0.7,0.7,0.7106694566689751,35.61113467234256
um,32y,g199,30,0.697,0.697,0.7106694566689751,35.61113467234256
um,23y,g194,35,0.487,0.487,0.5249256982376953,35.85155755714372
um,23y,g194,35,0.503,0.503,0.5249256982376953,35.85155755714372
um,23y,g194,36,0.407,0.407,0.28897088602813226,35.85155755714372
um,23y,g194,36,0.268,0.268,0.28897088602813226,35.85155755714372
um,23y,g194,37,0.518,0,0.09133130801983406,35.85155755714372
um,23y,g194,38,0.538,0,0.02197291055622484,35.85155755714372
um,23y,g194,38,NA,0,0.02197291055622484,35.85155755714372
um,23y,g194,38,0.538,0,0.02197291055622484,35.85155755714372
um,23y,g194,38,NA,0,0.02197291055622484,35.85155755714372
um,23y,g194,34,0.612,0.612,0.6265613146437728,35.85155755714372
um,23y,g194,34,0.59,0.59,0.6265613146437728,35.85155755714372
um,23y,g194,33,0.658,0.658,0.6504260413866291,35.85155755714372
um,23y,g194,33,0.654,0.654,0.6504260413866291,35.85155755714372
um,23y,g194,32,0.67,0.67,0.6549224615941027,35.85155755714372
um,23y,g194,32,0.709,0.709,0.6549224615941027,35.85155755714372
um,23y,g194,30,0.677,0.677,0.6558225883890637,35.85155755714372
um,23y,g194,30,0.624,0.624,0.6558225883890637,35.85155755714372
um,46y,g208,35,0.287,0.287,0.3653120305589679,35.06560101450103
um,46y,g208,35,0.42,0.42,0.3653120305589679,35.06560101450103
um,46y,g208,36,0.29,0.29,0.23382419554883915,35.06560101450103
um,46y,g208,36,0.232,0.232,0.23382419554883915,35.06560101450103
um,46y,g208,37,0.117,0.117,0.1339796981964466,35.06560101450103
um,46y,g208,37,0.14,0.14,0.1339796981964466,35.06560101450103
um,46y,g208,34,0.441,0.441,0.49772081374320987,35.06560101450103
um,46y,g208,34,0.446,0.446,0.49772081374320987,35.06560101450103
um,46y,g208,33,0.679,0.679,0.5980415077141314,35.06560101450103
um,46y,g208,33,0.686,0.686,0.5980415077141314,35.06560101450103
um,46y,g208,32,0.616,0.616,0.6580126613683542,35.06560101450103
um,46y,g208,32,0.641,0.641,0.6580126613683542,35.06560101450103
um,46y,g208,30,0.705,0.705,0.702438239474813,35.06560101450103
um,46y,g208,30,0.686,0.686,0.702438239474813,35.06560101450103
um,58y,g215,35,0.258,0.258,0.3803224515663333,35.35700884308112
um,58y,g215,35,0.308,0.308,0.3803224515663333,35.35700884308112
um,58y,g215,36,0.205,0.205,0.25779878324905386,35.35700884308112
um,58y,g215,36,0.296,0.296,0.25779878324905386,35.35700884308112
um,58y,g215,37,0.248,0.248,0.15631450971909733,35.35700884308112
um,58y,g215,37,0.372,0,0.15631450971909733,35.35700884308112
um,58y,g215,38,0.188,0.188,0.08789220386136064,35.35700884308112
um,58y,g215,38,0.205,0.205,0.08789220386136064,35.35700884308112
um,58y,g215,34,0.547,0.547,0.49467954721381646,35.35700884308112
um,58y,g215,34,0.591,0.591,0.49467954721381646,35.35700884308112
um,58y,g215,33,0.623,0.623,0.5773553345857728,35.35700884308112
um,58y,g215,33,0.606,0.606,0.5773553345857728,35.35700884308112
um,58y,g215,32,0.649,0.649,0.6260836494041535,35.35700884308112
um,58y,g215,32,0.627,0.627,0.6260836494041535,35.35700884308112
um,58y,g215,30,0.648,0.648,0.6627998563659205,35.35700884308112
um,58y,g215,30,0.583,0.583,0.6627998563659205,35.35700884308112
um,42y,g206,35,0.368,0.368,0.45652847705905847,35.74743729539475
um,42y,g206,35,0.392,0.392,0.45652847705905847,35.74743729539475
um,42y,g206,36,0.307,0.307,0.32336907792337355,35.74743729539475
um,42y,g206,36,0.382,0.382,0.32336907792337355,35.74743729539475
um,42y,g206,37,0.157,0.157,0.20208358744855753,35.74743729539475
um,42y,g206,37,0.195,0.195,0.20208358744855753,35.74743729539475
um,42y,g206,38,0.215,0.215,0.11502272643085892,35.74743729539475
um,42y,g206,34,0.566,0.566,0.5678591613419912,35.74743729539475
um,42y,g206,34,0.662,0.662,0.5678591613419912,35.74743729539475
um,42y,g206,33,0.691,0.691,0.6406394732694084,35.74743729539475
um,42y,g206,33,0.665,0.665,0.6406394732694084,35.74743729539475
um,42y,g206,32,0.724,0.724,0.6803340702586251,35.74743729539475
um,42y,g206,32,0.651,0.651,0.6803340702586251,35.74743729539475
um,42y,g206,30,0.662,0.662,0.7082653662269992,35.74743729539475
um,42y,g206,30,0.673,0.673,0.7082653662269992,35.74743729539475
um,30y,g198,35,0.446,0.446,0.45912357495982353,35.27927595432422
um,30y,g198,35,0.504,0.504,0.45912357495982353,35.27927595432422
um,30y,g198,36,0.37,0,0.07790031527629694,35.27927595432422
um,30y,g198,37,0.392,0,0.005648078156081554,35.27927595432422
um,30y,g198,38,0.316,0,3.955046823304644e-4,35.27927595432422
um,30y,g198,38,NA,0,3.955046823304644e-4,35.27927595432422
um,30y,g198,38,0.316,0,3.955046823304644e-4,35.27927595432422
um,30y,g198,38,NA,0,3.955046823304644e-4,35.27927595432422
um,30y,g198,34,0.656,0.656,0.6503211801416457,35.27927595432422
um,30y,g198,34,0.686,0.686,0.6503211801416457,35.27927595432422
um,30y,g198,33,0.692,0.692,0.6656670435830113,35.27927595432422
um,30y,g198,33,0.646,0.646,0.6656670435830113,35.27927595432422
um,30y,g198,32,0.654,0.654,0.6664653453252503,35.27927595432422
um,30y,g198,32,0.639,0.639,0.6664653453252503,35.27927595432422
um,30y,g198,30,0.709,0.709,0.6665039042319287,35.27927595432422
um,30y,g198,30,0.605,0.605,0.6665039042319287,35.27927595432422
um,82y,g225,38,NA,0,0.007286316041737179,35.38620310443506
um,82y,g225,38,NA,0,0.007286316041737179,35.38620310443506
um,82y,g225,38,NA,0,0.007286316041737179,35.38620310443506
um,82y,g225,38,NA,0,0.007286316041737179,35.38620310443506
um,82y,g225,37,NA,0,0.03681791923331554,35.38620310443506
um,82y,g225,37,NA,0,0.03681791923331554,35.38620310443506
um,82y,g225,37,NA,0,0.03681791923331554,35.38620310443506
um,82y,g225,37,NA,0,0.03681791923331554,35.38620310443506
um,82y,g225,36,0.207,0.207,0.16173599543825626,35.38620310443506
um,82y,g225,35,0.427,0.427,0.42300779714617043,35.38620310443506
um,82y,g225,35,0.402,0.402,0.42300779714617043,35.38620310443506
um,82y,g225,34,0.502,0.502,0.5876798232162697,35.38620310443506
um,82y,g225,34,0.652,0.652,0.5876798232162697,35.38620310443506
um,82y,g225,33,0.677,0.677,0.6279698159392968,35.38620310443506
um,82y,g225,33,0.651,0.651,0.6279698159392968,35.38620310443506
um,82y,g225,32,0.614,0.614,0.6347637043214579,35.38620310443506
um,82y,g225,32,0.64,0.64,0.6347637043214579,35.38620310443506
um,82y,g225,30,0.619,0.619,0.6359182866285281,35.38620310443506
um,82y,g225,30,0.622,0.622,0.6359182866285281,35.38620310443506
um,71y,g224,38,0.194,0.194,0.029942858486659358,35.43058326348585
um,71y,g224,37,NA,0,0.08677186219817501,35.43058326348585
um,71y,g224,37,0.333,0,0.08677186219817501,35.43058326348585
um,71y,g224,37,NA,0,0.08677186219817501,35.43058326348585
um,71y,g224,37,0.333,0,0.08677186219817501,35.43058326348585
um,71y,g224,36,0.251,0.251,0.21919079371302433,35.43058326348585
um,71y,g224,36,0.241,0.241,0.21919079371302433,35.43058326348585
um,71y,g224,35,0.477,0.477,0.4140601124783884,35.43058326348585
um,71y,g224,35,0.391,0.391,0.4140601124783884,35.43058326348585
um,71y,g224,34,0.519,0.519,0.5634700132293848,35.43058326348585
um,71y,g224,34,0.518,0.518,0.5634700132293848,35.43058326348585
um,71y,g224,33,0.688,0.688,0.6287889797375302,35.43058326348585
um,71y,g224,33,0.641,0.641,0.6287889797375302,35.43058326348585
um,71y,g224,32,0.644,0.644,0.6496717505829753,35.43058326348585
um,71y,g224,32,0.618,0.618,0.6496717505829753,35.43058326348585
um,71y,g224,30,0.644,0.644,0.6569702471525689,35.43058326348585
um,71y,g224,30,0.688,0.688,0.6569702471525689,35.43058326348585
um,27y,g195,38,0.089,0.089,0.02006430199498888,35.40309563281272
um,27y,g195,37,0.42,0,0.06692561147423624,35.40309563281272
um,27y,g195,37,0.379,0,0.06692561147423624,35.40309563281272
um,27y,g195,37,0.42,0,0.06692561147423624,35.40309563281272
um,27y,g195,37,0.379,0,0.06692561147423624,35.40309563281272
um,27y,g195,36,0.31,0.31,0.19384570340235285,35.40309563281272
um,27y,g195,36,0.212,0.212,0.19384570340235285,35.40309563281272
um,27y,g195,35,0.342,0.342,0.3982775970588991,35.40309563281272
um,27y,g195,35,0.334,0.334,0.3982775970588991,35.40309563281272
um,27y,g195,34,0.599,0.599,0.5493774877904876,35.40309563281272
um,27y,g195,34,0.588,0.588,0.5493774877904876,35.40309563281272
um,27y,g195,33,0.601,0.601,0.6071337718203074,35.40309563281272
um,27y,g195,33,0.638,0.638,0.6071337718203074,35.40309563281272
um,27y,g195,32,0.579,0.579,0.6228838596687625,35.40309563281272
um,27y,g195,32,0.598,0.598,0.6228838596687625,35.40309563281272
um,27y,g195,30,0.604,0.604,0.6274517089556213,35.40309563281272
um,27y,g195,30,0.665,0.665,0.6274517089556213,35.40309563281272
um,88y,g227,38,0.31,0,0.0012816571053433246,35.03972931579081
um,88y,g227,38,0.323,0,0.0012816571053433246,35.03972931579081
um,88y,g227,38,0.31,0,0.0012816571053433246,35.03972931579081
um,88y,g227,38,0.323,0,0.0012816571053433246,35.03972931579081
um,88y,g227,37,0.44,0,0.009664501960042265,35.03972931579081
um,88y,g227,37,0.428,0,0.009664501960042265,35.03972931579081
um,88y,g227,37,0.44,0,0.009664501960042265,35.03972931579081
um,88y,g227,37,0.428,0,0.009664501960042265,35.03972931579081
um,88y,g227,35,0.337,0.337,0.3253150358222063,35.03972931579081
um,88y,g227,35,0.316,0.316,0.3253150358222063,35.03972931579081
um,88y,g227,34,0.565,0.565,0.5666950346154942,35.03972931579081
um,88y,g227,33,0.603,0.603,0.6172982717286221,35.03972931579081
um,88y,g227,33,0.616,0.616,0.6172982717286221,35.03972931579081
um,88y,g227,32,0.611,0.611,0.6230516177859968,35.03972931579081
um,88y,g227,32,0.621,0.621,0.6230516177859968,35.03972931579081
um,88y,g227,30,0.645,0.645,0.6236620898137613,35.03972931579081
um,88y,g227,30,0.633,0.633,0.6236620898137613,35.03972931579081
um,15y,g191,38,NA,0,0.004798967167370629,35.10875293671474
um,15y,g191,38,NA,0,0.004798967167370629,35.10875293671474
um,15y,g191,38,NA,0,0.004798967167370629,35.10875293671474
um,15y,g191,38,NA,0,0.004798967167370629,35.10875293671474
um,15y,g191,37,0.474,0,0.02454821079190328,35.10875293671474
um,15y,g191,37,0.379,0,0.02454821079190328,35.10875293671474
um,15y,g191,37,0.474,0,0.02454821079190328,35.10875293671474
um,15y,g191,37,0.379,0,0.02454821079190328,35.10875293671474
um,15y,g191,36,0.185,0.185,0.1162257762960265,35.10875293671474
um,15y,g191,35,0.25,0.25,0.3677163221976034,35.10875293671474
um,15y,g191,35,0.432,0.432,0.3677163221976034,35.10875293671474
um,15y,g191,34,0.593,0.593,0.5908375034652985,35.10875293671474
um,15y,g191,34,0.627,0.627,0.5908375034652985,35.10875293671474
um,15y,g191,33,0.686,0.686,0.6569501875970821,35.10875293671474
um,15y,g191,33,0.694,0.694,0.6569501875970821,35.10875293671474
