nursery,geno,genoN,max_temp,fvfmraw,fvfm,.fitted,ed50
crf,CRF024,g8,33,0.599,0.599,0.6389484488519205,35.08852760444414
crf,CRF024,g8,33,0.649,0.649,0.6389484488519205,35.08852760444414
crf,CRF024,g8,32,0.639,0.639,0.6463310150560968,35.08852760444414
crf,CRF024,g8,32,0.673,0.673,0.6463310150560968,35.08852760444414
crf,CRF024,g8,30,0.616,0.616,0.6472789335276118,35.08852760444414
crf,CRF024,g8,30,0.711,0.711,0.6472789335276118,35.08852760444414
crf,CRF069,g27,38,NA,0,0.0014273385454338285,35.45018973094141
crf,CRF069,g27,38,NA,0,0.0014273385454338285,35.45018973094141
crf,CRF069,g27,38,NA,0,0.0014273385454338285,35.45018973094141
crf,CRF069,g27,38,NA,0,0.0014273385454338285,35.45018973094141
crf,CRF069,g27,37,NA,0,0.014577398483845814,35.45018973094141
crf,CRF069,g27,37,NA,0,0.014577398483845814,35.45018973094141
crf,CRF069,g27,37,NA,0,0.014577398483845814,35.45018973094141
crf,CRF069,g27,37,NA,0,0.014577398483845814,35.45018973094141
crf,CRF069,g27,35,0.491,0.491,0.4842327155488881,35.45018973094141
crf,CRF069,g27,35,0.486,0.486,0.4842327155488881,35.45018973094141
crf,CRF069,g27,34,0.607,0.607,0.6257568221685362,35.45018973094141
crf,CRF069,g27,34,0.6,0.6,0.6257568221685362,35.45018973094141
crf,CRF069,g27,33,0.676,0.676,0.6404889369585799,35.45018973094141
crf,CRF069,g27,33,0.644,0.644,0.6404889369585799,35.45018973094141
crf,CRF069,g27,32,0.655,0.655,0.6415904448507657,35.45018973094141
crf,CRF069,g27,32,0.625,0.625,0.6415904448507657,35.45018973094141
crf,CRF069,g27,30,0.643,0.643,0.6416692430190829,35.45018973094141
crf,CRF069,g27,30,0.64,0.64,0.6416692430190829,35.45018973094141
crf,CRF052,g21,38,NA,0,0.023181514380032214,34.89763079319063
crf,CRF052,g21,38,NA,0,0.023181514380032214,34.89763079319063
crf,CRF052,g21,38,NA,0,0.023181514380032214,34.89763079319063
crf,CRF052,g21,38,NA,0,0.023181514380032214,34.89763079319063
crf,CRF052,g21,37,0.444,0,0.06101334656480208,34.89763079319063
crf,CRF052,g21,36,0.218,0.218,0.14931684837112555,34.89763079319063
crf,CRF052,g21,35,0.3,0.3,0.3046874035964322,34.89763079319063
crf,CRF052,g21,35,0.297,0.297,0.3046874035964322,34.89763079319063
crf,CRF052,g21,34,0.472,0.472,0.47304879498217683,34.89763079319063
crf,CRF052,g21,34,0.468,0.468,0.47304879498217683,34.89763079319063
crf,CRF052,g21,33,0.572,0.572,0.579119601406855,34.89763079319063
crf,CRF052,g21,33,0.574,0.574,0.579119601406855,34.89763079319063
crf,CRF052,g21,32,0.623,0.623,0.6239777354847161,34.89763079319063
crf,CRF052,g21,32,0.625,0.625,0.6239777354847161,34.89763079319063
crf,CRF052,g21,30,0.659,0.659,0.644017421416484,34.89763079319063
crf,CRF052,g21,30,0.638,0.638,0.644017421416484,34.89763079319063
crf,CRF023,g7,38,0.119,0.119,0.1162088672281797,36.15471918414783
crf,CRF023,g7,38,0.105,0.105,0.1162088672281797,36.15471918414783
crf,CRF023,g7,37,0.182,0.182,0.21641880667384158,36.15471918414783
crf,CRF023,g7,37,0.236,0.236,0.21641880667384158,36.15471918414783
crf,CRF023,g7,36,0.348,0.348,0.3514156838145694,36.15471918414783
crf,CRF023,g7,36,0.407,0.407,0.3514156838145694,36.15471918414783
crf,CRF023,g7,35,0.433,0.433,0.48253541851996967,36.15471918414783
crf,CRF023,g7,34,0.571,0.571,0.5735858650123214,36.15471918414783
crf,CRF023,g7,34,0.578,0.578,0.5735858650123214,36.15471918414783
crf,CRF023,g7,33,0.615,0.615,0.6223073112148476,36.15471918414783
crf,CRF023,g7,33,0.638,0.638,0.6223073112148476,36.15471918414783
crf,CRF023,g7,32,0.67,0.67,0.6444243303144808,36.15471918414783
crf,CRF023,g7,32,0.649,0.649,0.6444243303144808,36.15471918414783
crf,CRF023,g7,30,0.652,0.652,0.6570948661685263,36.15471918414783
crf,CRF023,g7,30,0.637,0.637,0.6570948661685263,36.15471918414783
crf,CRF048,g19,38,0.313,0,3.3331415008692626e-4,35.24160985146671
crf,CRF048,g19,38,NA,0,3.3331415008692626e-4,35.24160985146671
crf,CRF048,g19,38,0.313,0,3.3331415008692626e-4,35.24160985146671
crf,CRF048,g19,38,NA,0,3.3331415008692626e-4,35.24160985146671
crf,CRF048,g19,37,0.367,0,0.0047637585035633515,35.24160985146671
crf,CRF048,g19,37,0.365,0,0.0047637585035633515,35.24160985146671
crf,CRF048,g19,37,0.367,0,0.0047637585035633515,35.24160985146671
crf,CRF048,g19,37,0.365,0,0.0047637585035633515,35.24160985146671
crf,CRF048,g19,36,0.319,0,0.06643373213629335,35.24160985146671
crf,CRF048,g19,35,0.443,0.443,0.41593466377677824,35.24160985146671
crf,CRF048,g19,35,0.426,0.426,0.41593466377677824,35.24160985146671
crf,CRF048,g19,34,0.586,0.586,0.6081478881738718,35.24160985146671
crf,CRF048,g19,34,0.552,0.552,0.6081478881738718,35.24160985146671
crf,CRF048,g19,33,0.652,0.652,0.6241141631608772,35.24160985146671
crf,CRF048,g19,33,0.612,0.612,0.6241141631608772,35.24160985146671
crf,CRF048,g19,32,0.637,0.637,0.6249470071755818,35.24160985146671
crf,CRF048,g19,32,0.61,0.61,0.6249470071755818,35.24160985146671
crf,CRF048,g19,30,0.657,0.657,0.6249872402086316,35.24160985146671
crf,CRF048,g19,30,0.639,0.639,0.6249872402086316,35.24160985146671
crf,CRF102,g38,38,NA,0,0.020126245300048883,35.69405308392631
crf,CRF102,g38,38,NA,0,0.020126245300048883,35.69405308392631
crf,CRF102,g38,38,NA,0,0.020126245300048883,35.69405308392631
crf,CRF102,g38,38,NA,0,0.020126245300048883,35.69405308392631
crf,CRF102,g38,37,0.43,0,0.07925920217345388,35.69405308392631
crf,CRF102,g38,36,0.264,0.264,0.2510742552701201,35.69405308392631
crf,CRF102,g38,36,0.299,0.299,0.2510742552701201,35.69405308392631
crf,CRF102,g38,35,0.522,0.522,0.48751414274825516,35.69405308392631
crf,CRF102,g38,35,0.459,0.459,0.48751414274825516,35.69405308392631
crf,CRF102,g38,34,0.511,0.511,0.6108594102524173,35.69405308392631
crf,CRF102,g38,34,0.609,0.609,0.6108594102524173,35.69405308392631
crf,CRF102,g38,33,0.697,0.697,0.6442738098712869,35.69405308392631
crf,CRF102,g38,33,0.61,0.61,0.6442738098712869,35.69405308392631
crf,CRF102,g38,32,0.659,0.659,0.6512360995495791,35.69405308392631
crf,CRF102,g38,32,0.643,0.643,0.6512360995495791,35.69405308392631
crf,CRF102,g38,30,0.703,0.703,0.6527774735654825,35.69405308392631
crf,CRF102,g38,30,0.663,0.663,0.6527774735654825,35.69405308392631
crf,CRF086,g32,38,0.069,0.069,0.00028824080757778214,35.191559794179106
crf,CRF086,g32,37,NA,0,0.004123438701041216,35.191559794179106
crf,CRF086,g32,37,NA,0,0.004123438701041216,35.191559794179106
crf,CRF086,g32,37,NA,0,0.004123438701041216,35.191559794179106
crf,CRF086,g32,37,NA,0,0.004123438701041216,35.191559794179106
crf,CRF086,g32,36,0.324,0,0.05826652210732476,35.191559794179106
crf,CRF086,g32,36,0.347,0,0.05826652210732476,35.191559794179106
crf,CRF086,g32,36,0.324,0,0.05826652210732476,35.191559794179106
crf,CRF086,g32,36,0.347,0,0.05826652210732476,35.191559794179106
crf,CRF086,g32,35,0.41,0.41,0.3944407407939774,35.191559794179106
crf,CRF086,g32,35,0.421,0.421,0.3944407407939774,35.191559794179106
crf,CRF086,g32,34,0.646,0.646,0.6036971791242973,35.191559794179106
crf,CRF086,g32,34,0.581,0.581,0.6036971791242973,35.191559794179106
crf,CRF086,g32,33,0.649,0.649,0.62196316625593,35.191559794179106
crf,CRF086,g32,33,0.618,0.618,0.62196316625593,35.191559794179106
crf,CRF086,g32,32,0.606,0.606,0.6229198805594008,35.191559794179106
crf,CRF086,g32,32,0.649,0.649,0.6229198805594008,35.191559794179106
crf,CRF086,g32,30,0.581,0.581,0.6229661073787816,35.191559794179106
crf,CRF086,g32,30,0.602,0.602,0.6229661073787816,35.191559794179106
crf,CRF059,g24,38,0.159,0.159,0.05206846213846547,35.68217428014817
crf,CRF059,g24,38,0.345,0,0.05206846213846547,35.68217428014817
crf,CRF059,g24,36,0.498,0.498,0.26725409735049094,35.68217428014817
crf,CRF059,g24,36,0.481,0,0.26725409735049094,35.68217428014817
crf,CRF059,g24,35,0.441,0.441,0.4365025006039065,35.68217428014817
crf,CRF059,g24,35,0.438,0.438,0.4365025006039065,35.68217428014817
crf,CRF059,g24,34,0.592,0.592,0.5572985553757371,35.68217428014817
crf,CRF059,g24,34,0.556,0.556,0.5572985553757371,35.68217428014817
crf,CRF059,g24,33,0.62,0.62,0.613623953356677,35.68217428014817
crf,CRF059,g24,33,0.605,0.605,0.613623953356677,35.68217428014817
crf,CRF059,g24,32,0.638,0.638,0.6341886465837305,35.68217428014817
crf,CRF059,g24,32,0.609,0.609,0.6341886465837305,35.68217428014817
crf,CRF059,g24,30,0.735,0.735,0.6428510802196221,35.68217428014817
crf,CRF059,g24,30,0.549,0.549,0.6428510802196221,35.68217428014817
crf,CRF047,g18,38,0.164,0.164,0.15883198110417582,36.33944618752979
crf,CRF047,g18,37,0.362,0.362,0.2536315310403952,36.33944618752979
crf,CRF047,g18,37,0.229,0.229,0.2536315310403952,36.33944618752979
crf,CRF047,g18,36,0.263,0.263,0.3665758785983251,36.33944618752979
crf,CRF047,g18,36,0.377,0.377,0.3665758785983251,36.33944618752979
crf,CRF047,g18,35,0.43,0.43,0.47343113309787616,36.33944618752979
crf,CRF047,g18,35,0.459,0.459,0.47343113309787616,36.33944618752979
crf,CRF047,g18,34,0.549,0.549,0.5536632953085097,36.33944618752979
crf,CRF047,g18,34,0.608,0.608,0.5536632953085097,36.33944618752979
crf,CRF047,g18,33,0.663,0.663,0.6034738774706334,36.33944618752979
crf,CRF047,g18,33,0.67,0.67,0.6034738774706334,36.33944618752979
crf,CRF047,g18,32,0.622,0.622,0.6305073261041174,36.33944618752979
crf,CRF047,g18,32,0.601,0.601,0.6305073261041174,36.33944618752979
crf,CRF047,g18,30,0.609,0.609,0.6502367181153735,36.33944618752979
crf,CRF047,g18,30,0.63,0.63,0.6502367181153735,36.33944618752979
crf,CRF055,g23,38,0.627,0,2.7722347185654743e-4,35.183263186799806
crf,CRF055,g23,38,NA,0,2.7722347185654743e-4,35.183263186799806
crf,CRF055,g23,38,0.627,0,2.7722347185654743e-4,35.183263186799806
crf,CRF055,g23,38,NA,0,2.7722347185654743e-4,35.183263186799806
crf,CRF055,g23,37,0.364,0,0.003966398849418567,35.183263186799806
crf,CRF055,g23,37,0.323,0,0.003966398849418567,35.183263186799806
crf,CRF055,g23,37,0.364,0,0.003966398849418567,35.183263186799806
crf,CRF055,g23,37,0.323,0,0.003966398849418567,35.183263186799806
crf,CRF055,g23,36,0.312,0,0.056161219031070804,35.183263186799806
crf,CRF055,g23,36,0.389,0,0.056161219031070804,35.183263186799806
crf,CRF055,g23,36,0.312,0,0.056161219031070804,35.183263186799806
crf,CRF055,g23,36,0.389,0,0.056161219031070804,35.183263186799806
crf,CRF055,g23,35,0.446,0.446,0.38504110701311606,35.183263186799806
crf,CRF055,g23,34,0.515,0.515,0.5940302504013284,35.183263186799806
crf,CRF055,g23,34,0.514,0.514,0.5940302504013284,35.183263186799806
crf,CRF055,g23,33,0.627,0.627,0.6124318604250215,35.183263186799806
crf,CRF055,g23,33,0.614,0.614,0.6124318604250215,35.183263186799806
crf,CRF055,g23,32,0.645,0.645,0.6133963877813143,35.183263186799806
crf,CRF055,g23,32,0.611,0.611,0.6133963877813143,35.183263186799806
crf,CRF055,g23,30,0.654,0.654,0.6134429939043254,35.183263186799806
crf,CRF055,g23,30,0.654,0.654,0.6134429939043254,35.183263186799806
crf,CRF055,g23,30,0.654,0.654,0.6134429939043254,35.183263186799806
crf,CRF055,g23,30,0.654,0.654,0.6134429939043254,35.183263186799806
crf,CRF119,g43,38,0.5,0,0.03872104461264861,35.664439108582165
crf,CRF119,g43,38,NA,0,0.03872104461264861,35.664439108582165
crf,CRF119,g43,38,0.5,0,0.03872104461264861,35.664439108582165
crf,CRF119,g43,38,NA,0,0.03872104461264861,35.664439108582165
crf,CRF119,g43,37,0.169,0.169,0.10943790937013706,35.664439108582165
crf,CRF119,g43,36,0.256,0.256,0.26047035471306107,35.664439108582165
crf,CRF119,g43,36,0.291,0.291,0.26047035471306107,35.664439108582165
crf,CRF119,g43,35,0.41,0.41,0.45258916578681907,35.664439108582165
crf,CRF119,g43,35,0.408,0.408,0.45258916578681907,35.664439108582165
crf,CRF119,g43,34,0.603,0.603,0.5797906455568098,35.664439108582165
crf,CRF119,g43,34,0.626,0.626,0.5797906455568098,35.664439108582165
crf,CRF119,g43,33,0.654,0.654,0.6306769677549139,35.664439108582165
crf,CRF119,g43,33,0.648,0.648,0.6306769677549139,35.664439108582165
crf,CRF119,g43,32,0.662,0.662,0.6463618986028202,35.664439108582165
crf,CRF119,g43,32,0.649,0.649,0.6463618986028202,35.664439108582165
crf,CRF119,g43,30,0.652,0.652,0.6517646359686098,35.664439108582165
crf,CRF119,g43,30,0.577,0.577,0.6517646359686098,35.664439108582165
crf,CRF031,g11,38,0.465,0,0.02952396633055663,35.334653005156284
crf,CRF031,g11,37,0.243,0.243,0.0818898911342408,35.334653005156284
crf,CRF031,g11,37,0.535,0,0.0818898911342408,35.334653005156284
crf,CRF031,g11,36,0.181,0.181,0.20125798626579552,35.334653005156284
crf,CRF031,g11,36,0.214,0.214,0.20125798626579552,35.334653005156284
crf,CRF031,g11,35,0.356,0.356,0.38181870457044587,35.334653005156284
crf,CRF031,g11,35,0.347,0.347,0.38181870457044587,35.334653005156284
crf,CRF031,g11,34,0.551,0.551,0.5316991773374284,35.334653005156284
crf,CRF031,g11,34,0.545,0.545,0.5316991773374284,35.334653005156284
crf,CRF031,g11,33,0.65,0.65,0.6036755068115811,35.334653005156284
crf,CRF031,g11,33,0.655,0.655,0.6036755068115811,35.334653005156284
crf,CRF031,g11,32,0.644,0.644,0.6286104569107787,35.334653005156284
crf,CRF031,g11,32,0.553,0.553,0.6286104569107787,35.334653005156284
crf,CRF031,g11,30,0.691,0.691,0.6380575687843547,35.334653005156284
crf,CRF031,g11,30,0.555,0.555,0.6380575687843547,35.334653005156284
crf,CRF068,g26,38,NA,0,0.003591850338560523,36.11056117247409
crf,CRF068,g26,38,NA,0,0.003591850338560523,36.11056117247409
crf,CRF068,g26,38,NA,0,0.003591850338560523,36.11056117247409
crf,CRF068,g26,38,NA,0,0.003591850338560523,36.11056117247409
crf,CRF068,g26,37,0.34,0,0.047820662997119116,36.11056117247409
crf,CRF068,g26,37,0.428,0,0.047820662997119116,36.11056117247409
crf,CRF068,g26,37,0.34,0,0.047820662997119116,36.11056117247409
crf,CRF068,g26,37,0.428,0,0.047820662997119116,36.11056117247409
crf,CRF068,g26,36,0.385,0.385,0.3414804026417035,36.11056117247409
crf,CRF068,g26,35,0.474,0.474,0.5678010736805403,36.11056117247409
crf,CRF068,g26,35,0.575,0.575,0.5678010736805403,36.11056117247409
crf,CRF068,g26,34,0.562,0.562,0.5913469677575521,36.11056117247409
crf,CRF068,g26,34,0.618,0.618,0.5913469677575521,36.11056117247409
crf,CRF068,g26,33,0.655,0.655,0.5927076004168925,36.11056117247409
crf,CRF068,g26,33,0.678,0.678,0.5927076004168925,36.11056117247409
crf,CRF068,g26,32,0.606,0.606,0.5927768338414715,36.11056117247409
crf,CRF068,g26,32,0.565,0.565,0.5927768338414715,36.11056117247409
crf,CRF068,g26,30,0.559,0.559,0.5927801741069121,36.11056117247409
crf,CRF068,g26,30,0.562,0.562,0.5927801741069121,36.11056117247409
crf,CRF066,g25,38,NA,0,0.04786743901370115,35.64152204575783
crf,CRF066,g25,38,NA,0,0.04786743901370115,35.64152204575783
crf,CRF066,g25,38,NA,0,0.04786743901370115,35.64152204575783
crf,CRF066,g25,38,NA,0,0.04786743901370115,35.64152204575783
crf,CRF066,g25,37,0.193,0.193,0.1208812935674603,35.64152204575783
crf,CRF066,g25,37,0.191,0.191,0.1208812935674603,35.64152204575783
crf,CRF066,g25,36,0.247,0.247,0.26226605535201475,35.64152204575783
crf,CRF066,g25,36,0.216,0.216,0.26226605535201475,35.64152204575783
crf,CRF066,g25,35,0.38,0.38,0.438315318847699,35.64152204575783
crf,CRF066,g25,34,0.653,0.653,0.5645573374120769,35.64152204575783
crf,CRF066,g25,34,0.612,0.612,0.5645573374120769,35.64152204575783
crf,CRF066,g25,33,0.536,0.536,0.6223810781688246,35.64152204575783
crf,CRF066,g25,33,0.665,0.665,0.6223810781688246,35.64152204575783
crf,CRF066,g25,32,0.618,0.618,0.6429101538711638,35.64152204575783
crf,CRF066,g25,32,0.575,0.575,0.6429101538711638,35.64152204575783
crf,CRF066,g25,30,0.658,0.658,0.6512373531976445,35.64152204575783
crf,CRF066,g25,30,0.705,0.705,0.6512373531976445,35.64152204575783
crf,CRF082,g30,38,NA,0,0.0037651562935700727,35.871704528659464
crf,CRF082,g30,38,NA,0,0.0037651562935700727,35.871704528659464
crf,CRF082,g30,38,NA,0,0.0037651562935700727,35.871704528659464
crf,CRF082,g30,38,NA,0,0.0037651562935700727,35.871704528659464
crf,CRF082,g30,37,0.511,0,0.03782115818446183,35.871704528659464
crf,CRF082,g30,37,0.44,0,0.03782115818446183,35.871704528659464
crf,CRF082,g30,37,0.511,0,0.03782115818446183,35.871704528659464
crf,CRF082,g30,37,0.44,0,0.03782115818446183,35.871704528659464
crf,CRF082,g30,36,0.297,0.297,0.26397604038120454,35.871704528659464
crf,CRF082,g30,35,0.494,0.494,0.5626036909589917,35.871704528659464
crf,CRF082,g30,35,0.598,0.598,0.5626036909589917,35.871704528659464
crf,CRF082,g30,34,0.576,0.576,0.6208168493181199,35.871704528659464
crf,CRF082,g30,34,0.587,0.587,0.6208168493181199,35.871704528659464
crf,CRF082,g30,33,0.642,0.642,0.6258086868038978,35.871704528659464
crf,CRF082,g30,33,0.594,0.594,0.6258086868038978,35.871704528659464
crf,CRF082,g30,32,0.68,0.68,0.6261681164642837,35.871704528659464
crf,CRF082,g30,32,0.702,0.702,0.6261681164642837,35.871704528659464
crf,CRF082,g30,30,0.603,0.603,0.6261932073777369,35.871704528659464
crf,CRF082,g30,30,0.634,0.634,0.6261932073777369,35.871704528659464
crf,CRF020,g6,38,NA,0,0.0542952625528759,35.82826076311894
crf,CRF020,g6,38,0.125,0.125,0.0542952625528759,35.82826076311894
crf,CRF020,g6,37,0.331,0,0.13804470053473605,35.82826076311894
crf,CRF020,g6,36,0.38,0.38,0.29313272544658586,35.82826076311894
crf,CRF020,g6,36,0.381,0.381,0.29313272544658586,35.82826076311894
crf,CRF020,g6,35,0.382,0.382,0.46834795599540757,35.82826076311894
crf,CRF020,g6,35,0.448,0.448,0.46834795599540757,35.82826076311894
crf,CRF020,g6,34,0.579,0.579,0.5802982054664145,35.82826076311894
crf,CRF020,g6,34,0.573,0.573,0.5802982054664145,35.82826076311894
crf,CRF020,g6,33,0.624,0.624,0.6271030013332755,35.82826076311894
crf,CRF020,g6,33,0.634,0.634,0.6271030013332755,35.82826076311894
crf,CRF020,g6,32,0.634,0.634,0.6427319072190343,35.82826076311894
crf,CRF020,g6,32,0.726,0.726,0.6427319072190343,35.82826076311894
crf,CRF020,g6,30,0.627,0.627,0.6487390365380327,35.82826076311894
crf,CRF020,g6,30,0.628,0.628,0.6487390365380327,35.82826076311894
crf,CRF099,g37,38,NA,0,0.024619884851413608,35.44097343568706
crf,CRF099,g37,38,NA,0,0.024619884851413608,35.44097343568706
crf,CRF099,g37,38,NA,0,0.024619884851413608,35.44097343568706
crf,CRF099,g37,38,NA,0,0.024619884851413608,35.44097343568706
crf,CRF099,g37,37,0.112,0.112,0.07860749872466931,35.44097343568706
crf,CRF099,g37,36,0.19,0.19,0.2169823014439499,35.44097343568706
crf,CRF099,g37,36,0.236,0.236,0.2169823014439499,35.44097343568706
crf,CRF099,g37,35,0.461,0.461,0.42946591622556085,35.44097343568706
crf,CRF099,g37,35,0.404,0.404,0.42946591622556085,35.44097343568706
crf,CRF099,g37,34,0.596,0.596,0.5846950360715716,35.44097343568706
crf,CRF099,g37,34,0.545,0.545,0.5846950360715716,35.44097343568706
crf,CRF099,g37,33,0.639,0.639,0.6455881410518898,35.44097343568706
crf,CRF099,g37,33,0.713,0.713,0.6455881410518898,35.44097343568706
crf,CRF099,g37,32,0.655,0.655,0.662889398127642,35.44097343568706
crf,CRF099,g37,32,0.638,0.638,0.662889398127642,35.44097343568706
crf,CRF099,g37,30,0.679,0.679,0.6681741603639642,35.44097343568706
crf,CRF099,g37,30,0.653,0.653,0.6681741603639642,35.44097343568706
crf,CRF007,g1,38,NA,0,0.03627570634991851,35.570435086502435
crf,CRF007,g1,38,NA,0,0.03627570634991851,35.570435086502435
crf,CRF007,g1,38,NA,0,0.03627570634991851,35.570435086502435
crf,CRF007,g1,38,NA,0,0.03627570634991851,35.570435086502435
crf,CRF007,g1,37,0.177,0.177,0.0995484314627885,35.570435086502435
crf,CRF007,g1,36,0.133,0.133,0.2344275967558709,35.570435086502435
crf,CRF007,g1,36,0.249,0.249,0.2344275967558709,35.570435086502435
crf,CRF007,g1,35,0.499,0.499,0.41377430477077604,35.570435086502435
crf,CRF007,g1,35,0.446,0.446,0.41377430477077604,35.570435086502435
crf,CRF007,g1,34,0.503,0.503,0.5422543631280472,35.570435086502435
crf,CRF007,g1,34,0.463,0.463,0.5422543631280472,35.570435086502435
crf,CRF007,g1,33,0.643,0.643,0.597804694031371,35.570435086502435
crf,CRF007,g1,33,0.583,0.583,0.597804694031371,35.570435086502435
crf,CRF007,g1,32,0.61,0.61,0.6160160607709932,35.570435086502435
crf,CRF007,g1,32,0.616,0.616,0.6160160607709932,35.570435086502435
crf,CRF007,g1,30,0.647,0.647,0.6226864425927835,35.570435086502435
crf,CRF007,g1,30,0.626,0.626,0.6226864425927835,35.570435086502435
crf,CRF028,g9,38,0.347,0,0.02125504875417839,36.21748075784727
crf,CRF028,g9,37,0.464,0,0.11943400591974185,36.21748075784727
crf,CRF028,g9,37,0.205,0.205,0.11943400591974185,36.21748075784727
crf,CRF028,g9,36,0.455,0.455,0.4016550968160323,36.21748075784727
crf,CRF028,g9,35,0.537,0.537,0.6097414054476723,36.21748075784727
crf,CRF028,g9,35,0.58,0.58,0.6097414054476723,36.21748075784727
crf,CRF028,g9,34,0.685,0.685,0.6562206427617695,36.21748075784727
crf,CRF028,g9,34,0.67,0.67,0.6562206427617695,36.21748075784727
crf,CRF028,g9,33,0.718,0.718,0.6627380042069553,36.21748075784727
crf,CRF028,g9,33,0.684,0.684,0.6627380042069553,36.21748075784727
crf,CRF028,g9,32,0.646,0.646,0.6635374571253175,36.21748075784727
crf,CRF028,g9,32,0.688,0.688,0.6635374571253175,36.21748075784727
crf,CRF028,g9,30,0.645,0.645,0.6636380786789835,36.21748075784727
crf,CRF028,g9,30,0.626,0.626,0.6636380786789835,36.21748075784727
crf,CRF042,g16,38,0.194,0.194,0.0318836235218263,36.08621907641251
crf,CRF042,g16,38,0.585,0,0.0318836235218263,36.08621907641251
crf,CRF042,g16,37,0.425,0,0.12408227767000328,36.08621907641251
crf,CRF042,g16,36,0.341,0.341,0.3426361650259119,36.08621907641251
crf,CRF042,g16,36,0.432,0.432,0.3426361650259119,36.08621907641251
crf,CRF042,g16,35,0.451,0.451,0.5461623739657074,36.08621907641251
crf,CRF042,g16,35,0.562,0.562,0.5461623739657074,36.08621907641251
crf,CRF042,g16,34,0.635,0.635,0.6208169153287237,36.08621907641251
crf,CRF042,g16,34,0.642,0.642,0.6208169153287237,36.08621907641251
crf,CRF042,g16,33,0.645,0.645,0.637657941559631,36.08621907641251
crf,CRF042,g16,33,0.683,0.683,0.637657941559631,36.08621907641251
crf,CRF042,g16,32,0.604,0.604,0.6408548984644816,36.08621907641251
crf,CRF042,g16,32,0.653,0.653,0.6408548984644816,36.08621907641251
crf,CRF042,g16,30,0.606,0.606,0.6415087094811784,36.08621907641251
crf,CRF042,g16,30,0.661,0.661,0.6415087094811784,36.08621907641251
crf,CRF010,g3,38,0.407,0,2.738447400120852e-4,35.164837919315474
crf,CRF010,g3,38,0.313,0,2.738447400120852e-4,35.164837919315474
crf,CRF010,g3,38,0.407,0,2.738447400120852e-4,35.164837919315474
crf,CRF010,g3,38,0.313,0,2.738447400120852e-4,35.164837919315474
crf,CRF010,g3,36,0.442,0,0.055735873743715136,35.164837919315474
crf,CRF010,g3,36,0.385,0,0.055735873743715136,35.164837919315474
crf,CRF010,g3,36,0.442,0,0.055735873743715136,35.164837919315474
crf,CRF010,g3,36,0.385,0,0.055735873743715136,35.164837919315474
crf,CRF010,g3,35,0.392,0.392,0.3929261949384635,35.164837919315474
crf,CRF010,g3,35,0.453,0.453,0.3929261949384635,35.164837919315474
crf,CRF010,g3,34,0.55,0.55,0.6172827813142566,35.164837919315474
crf,CRF010,g3,34,0.552,0.552,0.6172827813142566,35.164837919315474
crf,CRF010,g3,33,0.628,0.628,0.6374312770872012,35.164837919315474
crf,CRF010,g3,33,0.622,0.622,0.6374312770872012,35.164837919315474
crf,CRF010,g3,32,0.67,0.67,0.6384891611377946,35.164837919315474
crf,CRF010,g3,32,0.638,0.638,0.6384891611377946,35.164837919315474
crf,CRF010,g3,30,0.701,0.701,0.6385402828031082,35.164837919315474
crf,CRF010,g3,30,0.67,0.67,0.6385402828031082,35.164837919315474
crf,CRF074,g28,38,0.313,0,0.013382336218687707,35.903091822792625
crf,CRF074,g28,38,0.403,0,0.013382336218687707,35.903091822792625
crf,CRF074,g28,38,0.313,0,0.013382336218687707,35.903091822792625
crf,CRF074,g28,38,0.403,0,0.013382336218687707,35.903091822792625
crf,CRF074,g28,37,0.385,0,0.07316821485185795,35.903091822792625
crf,CRF074,g28,36,0.233,0.233,0.2870250290549988,35.903091822792625
crf,CRF074,g28,36,0.4,0.4,0.2870250290549988,35.903091822792625
crf,CRF074,g28,35,0.521,0.521,0.5354630012073759,35.903091822792625
crf,CRF074,g28,35,0.513,0.513,0.5354630012073759,35.903091822792625
crf,CRF074,g28,34,0.583,0.583,0.6157678526860743,35.903091822792625
crf,CRF074,g28,34,0.568,0.568,0.6157678526860743,35.903091822792625
crf,CRF074,g28,33,0.664,0.664,0.6292222285172007,35.903091822792625
crf,CRF074,g28,33,0.626,0.626,0.6292222285172007,35.903091822792625
crf,CRF074,g28,32,0.67,0.67,0.6310764436395118,35.903091822792625
crf,CRF074,g28,32,0.642,0.642,0.6310764436395118,35.903091822792625
crf,CRF074,g28,30,0.642,0.642,0.6313393615583174,35.903091822792625
crf,CRF074,g28,30,0.636,0.636,0.6313393615583174,35.903091822792625
crf,CRF013,g4,38,0.188,0.188,0.09657861874497034,36.09599635479613
crf,CRF013,g4,38,NA,0,0.09657861874497034,36.09599635479613
crf,CRF013,g4,37,0.275,0.275,0.20280740618006643,36.09599635479613
crf,CRF013,g4,36,0.26,0.26,0.3600219333304368,36.09599635479613
crf,CRF013,g4,36,0.342,0.342,0.3600219333304368,36.09599635479613
crf,CRF013,g4,35,0.582,0.582,0.5143119220428937,36.09599635479613
crf,CRF013,g4,35,0.525,0.525,0.5143119220428937,36.09599635479613
crf,CRF013,g4,34,0.649,0.649,0.6133191715688548,36.09599635479613
crf,CRF013,g4,34,0.595,0.595,0.6133191715688548,36.09599635479613
crf,CRF013,g4,33,0.632,0.632,0.659815465018369,36.09599635479613
crf,CRF013,g4,33,0.66,0.66,0.659815465018369,36.09599635479613
