200206,28.07
200207,29.18
200208,29.67
200209,29.13
200210,28.41
200211,26.65
200212,24.12
200301,22.11
200302,21.87
200303,25.04
200304,24.26
200305,27.49
200306,28.79
200307,29.23
200308,29.88
200309,29.40
200310,28.25
200311,26.55
200312,23.38
200401,23.43
200402,23.13
200403,23.36
200404,23.98
200405,25.75
200406,28.89
200407,29.68
200408,29.90
200409,29.34
200410,28.24
200411,26.45
200412,24.26
200501,22.92
200502,22.78
200503,22.71
200504,23.68
200505,25.62
200506,27.75
200507,29.01
200508,29.87
200509,28.71
200510,27.96
200511,25.61
200512,24.14
200601,22.66
200602,22.04
200603,23.47
200604,25.25
200605,26.54
200606,28.12
200607,29.05
200608,29.76
200609,30.16
200610,28.85
200611,26.14
200612,24.80
200701,24.66
200702,23.23
200703,23.50
200704,24.44
200705,26.71
200706,27.76
200707,29.86
200708,29.95
200709,29.82
200710,28.53
200711,26.18
200712,25.05
200801,23.62
200802,23.45
200803,23.19
200804,24.91
200805,26.66
200806,28.49
200807,29.31
200808,29.91
200809,28.62
200810,27.98
200811,25.21
200812,23.53
200901,22.32
200902,21.45
200903,23.15
200904,25.00
200905,26.33
200906,28.48
200907,29.54
200908,30.04
200909,30.12
200910,29.31
200911,26.84
200912,25.08
201001,22.48
201002,21.69
201003,20.99
201004,23.51
201005,26.89
201006,29.41
201007,29.26
201008,30.15
201009,29.66
201010,27.80
201011,25.86
201012,22.61
201101,21.03
201102,20.84
201103,23.75
201104,25.81
201105,27.24
201106,28.44
201107,29.47
201108,30.65
201109,29.95
201110,27.98
201111,25.42
201112,24.32
201201,23.16
201202,23.85
201203,24.52
201204,25.31
201205,26.71
201206,27.95
201207,28.84
201208,29.43
201209,28.84
201210,27.98
201211,25.52
201212,25.03
201301,24.06
201302,23.56
201303,22.50
201304,24.37
201305,26.15
201306,28.00
201307,28.68
201308,29.42
201309,29.23
201310,28.58
201311,26.65
201312,25.46
201401,24.09
201402,24.05
201403,24.24
201404,24.87
201405,26.33
201406,28.32
201407,30.02
201408,30.58
201409,29.84
201410,28.73
201411,25.74
201412,24.08
201501,23.58
201502,22.30
201503,24.43
201504,26.11
201505,27.24
201506,28.73
201507,30.05
201508,30.58
201509,30.26
201510,28.61
201511,27.30
201512,25.90
201601,25.03
201602,23.21
201603,24.32
201604,24.73
201605,26.41
201606,28.68
201607,29.72
201608,29.77
201609,29.43
201610,28.62
201611,25.92
201612,24.87
201701,23.54
201702,22.68
201703,23.37
201704,25.34
201705,26.85
201706,28.41
201707,29.85
201708,30.26
201709,29.77
201710,28.54
201711,26.30
201712,25.14
201801,22.47
201802,22.89
201803,24.27
201804,24.90
201805,25.64
201806,28.49
201807,29.99
201808,29.84
201809,29.53
201810,28.46
201811,26.65
201812,24.61
201901,23.68
201902,24.14
201903,25.01
201904,25.67
201905,27.22
201906,29.29
201907,29.98
201908,30.45
201909,29.76
201910,28.84
201911,27.63
201912,25.31
202001,24.13
202002,23.37
202003,24.28
202004,26.37
202005,26.96
202006,28.70
202007,29.87
202008,30.17
202009,30.05
202010,29.09
202011,27.00
202012,24.82
