200206,28.32
200207,28.82
200208,29.38
200209,29.00
200210,28.10
200211,27.10
200212,25.61
200301,24.17
200302,24.37
200303,25.78
200304,25.72
200305,27.32
200306,28.59
200307,28.69
200308,29.59
200309,28.97
200310,28.58
200311,27.44
200312,25.30
200401,25.12
200402,24.95
200403,24.92
200404,24.99
200405,26.16
200406,28.54
200407,29.22
200408,29.60
200409,29.01
200410,27.96
200411,26.91
200412,26.03
200501,24.34
200502,24.09
200503,24.50
200504,24.68
200505,26.05
200506,28.09
200507,28.95
200508,29.94
200509,29.03
200510,28.05
200511,25.95
200512,24.77
200601,24.02
200602,24.22
200603,24.69
200604,25.62
200605,26.72
200606,28.12
200607,28.96
200608,29.68
200609,29.75
200610,28.57
200611,26.66
200612,25.87
200701,25.30
200702,24.80
200703,24.96
200704,25.52
200705,26.88
200706,27.82
200707,29.69
200708,29.74
200709,29.55
200710,28.34
200711,26.57
200712,25.78
200801,24.77
200802,25.15
200803,24.79
200804,25.66
200805,26.66
200806,28.10
200807,28.70
200808,29.31
200809,28.30
200810,27.89
200811,25.83
200812,25.01
200901,24.22
200902,23.64
200903,24.35
200904,24.97
200905,26.65
200906,28.52
200907,29.29
200908,29.84
200909,29.70
200910,29.09
200911,27.45
200912,26.17
201001,24.74
201002,24.23
201003,24.09
201004,24.66
201005,26.98
201006,29.28
201007,29.18
201008,29.89
201009,29.39
201010,27.90
201011,26.54
201012,24.64
201101,24.03
201102,23.69
201103,24.55
201104,26.13
201105,27.10
201106,28.30
201107,29.19
201108,30.11
201109,29.63
201110,28.11
201111,26.29
201112,25.37
201201,24.77
201202,24.91
201203,25.14
201204,25.86
201205,26.83
201206,28.21
201207,28.74
201208,29.26
201209,29.02
201210,28.36
201211,26.81
201212,25.85
201301,25.31
201302,24.64
201303,24.56
201304,25.91
201305,26.75
201306,28.23
201307,28.65
201308,29.18
201309,29.08
201310,28.52
201311,27.41
201312,26.59
201401,25.65
201402,25.40
201403,25.40
201404,26.12
201405,27.18
201406,28.31
201407,29.64
201408,30.40
201409,29.53
201410,28.51
201411,26.63
201412,25.85
201501,25.55
201502,24.79
201503,25.21
201504,26.61
201505,27.30
201506,28.47
201507,29.82
201508,30.32
201509,30.18
201510,28.59
201511,27.79
201512,26.70
201601,26.28
201602,25.12
201603,25.32
201604,26.04
201605,27.51
201606,28.87
201607,29.74
201608,29.77
201609,29.52
201610,29.01
201611,27.32
201612,26.68
201701,25.94
201702,25.42
201703,25.60
201704,26.08
201705,27.32
201706,28.57
201707,29.54
201708,30.08
201709,29.53
201710,28.76
201711,26.98
201712,26.04
201801,24.43
201802,24.80
201803,25.10
201804,25.84
201805,26.58
201806,28.67
201807,29.92
201808,29.79
201809,29.55
201810,28.66
201811,27.58
201812,26.45
201901,25.15
201902,25.43
201903,25.77
201904,26.01
201905,27.40
201906,29.09
201907,29.75
201908,30.12
201909,29.61
201910,28.88
201911,27.79
201912,26.33
202001,25.55
202002,26.05
202003,25.52
202004,27.16
202005,27.50
202006,28.96
202007,29.81
202008,30.01
202009,29.72
202010,29.00
202011,27.51
202012,26.16
