200206,27.95
200207,28.98
200208,29.57
200209,29.07
200210,28.30
200211,26.62
200212,24.11
200301,22.72
200302,22.28
200303,25.23
200304,25.06
200305,27.58
200306,28.96
200307,28.98
200308,29.75
200309,29.33
200310,28.47
200311,26.38
200312,24.06
200401,23.99
200402,23.38
200403,23.57
200404,23.94
200405,26.02
200406,28.67
200407,29.18
200408,29.82
200409,29.10
200410,27.83
200411,26.28
200412,24.42
200501,23.29
200502,22.82
200503,23.21
200504,24.36
200505,26.05
200506,27.83
200507,29.14
200508,30.20
200509,28.91
200510,27.83
200511,25.33
200512,23.96
200601,22.86
200602,22.77
200603,24.07
200604,25.40
200605,26.70
200606,28.23
200607,29.01
200608,29.76
200609,29.92
200610,28.24
200611,26.04
200612,24.98
200701,24.60
200702,23.67
200703,24.03
200704,24.55
200705,26.75
200706,27.91
200707,29.81
200708,30.03
200709,29.64
200710,28.36
200711,26.12
200712,25.11
200801,23.61
200802,23.96
200803,23.78
200804,25.01
200805,26.78
200806,28.30
200807,29.04
200808,29.67
200809,28.57
200810,27.72
200811,25.09
200812,23.71
200901,22.58
200902,22.16
200903,23.29
200904,24.91
200905,26.65
200906,28.60
200907,29.51
200908,30.00
200909,30.00
200910,29.18
200911,26.80
200912,25.12
201001,23.17
201002,22.26
201003,22.01
201004,23.97
201005,27.00
201006,29.52
201007,29.32
201008,29.97
201009,29.52
201010,27.55
201011,25.75
201012,23.20
201101,21.57
201102,21.61
201103,23.54
201104,25.80
201105,27.31
201106,28.35
201107,29.51
201108,30.41
201109,29.88
201110,27.79
201111,25.34
201112,24.32
201201,23.51
201202,23.71
201203,24.62
201204,25.42
201205,26.88
201206,28.19
201207,28.82
201208,29.57
201209,29.02
201210,27.99
201211,25.99
201212,25.00
201301,24.14
201302,23.87
201303,22.68
201304,25.09
201305,26.30
201306,28.22
201307,28.74
201308,29.38
201309,29.19
201310,28.43
201311,26.56
201312,25.41
201401,24.39
201402,24.49
201403,24.43
201404,25.40
201405,26.98
201406,28.42
201407,30.20
201408,30.61
201409,29.75
201410,28.64
201411,25.92
201412,25.01
201501,24.90
201502,23.03
201503,24.97
201504,26.31
201505,27.32
201506,28.82
201507,30.21
201508,30.67
201509,30.42
201510,28.45
201511,27.54
201512,26.11
201601,25.62
201602,23.67
201603,24.52
201604,25.61
201605,27.25
201606,28.87
201607,30.01
201608,29.80
201609,29.57
201610,28.61
201611,26.47
201612,25.61
201701,24.21
201702,24.01
201703,24.34
201704,25.41
201705,27.10
201706,28.39
201707,29.82
201708,30.23
201709,29.82
201710,28.70
201711,26.40
201712,25.32
201801,23.21
201802,24.24
201803,24.66
201804,25.73
201805,26.48
201806,28.61
201807,30.21
201808,30.09
201809,29.48
201810,28.42
201811,27.08
201812,24.99
201901,23.77
201902,24.86
201903,25.24
201904,26.22
201905,27.65
201906,29.33
201907,30.00
201908,30.42
201909,29.57
201910,28.82
201911,27.58
201912,25.27
202001,24.54
202002,24.32
202003,25.00
202004,27.01
202005,27.14
202006,28.94
202007,30.11
202008,30.28
202009,29.86
202010,28.93
202011,27.10
202012,25.44
