200206,28.25
200207,28.89
200208,29.47
200209,29.05
200210,28.17
200211,26.99
200212,25.35
200301,23.79
200302,23.85
200303,25.72
200304,25.52
200305,27.36
200306,28.65
200307,28.78
200308,29.65
200309,29.07
200310,28.49
200311,27.15
200312,24.96
200401,24.64
200402,24.60
200403,24.51
200404,24.75
200405,26.12
200406,28.65
200407,29.30
200408,29.65
200409,29.04
200410,27.94
200411,26.69
200412,25.71
200501,23.99
200502,23.63
200503,24.19
200504,24.52
200505,26.00
200506,28.06
200507,28.99
200508,29.99
200509,29.01
200510,28.01
200511,25.80
200512,24.53
200601,23.68
200602,23.82
200603,24.44
200604,25.51
200605,26.69
200606,28.18
200607,28.99
200608,29.71
200609,29.77
200610,28.50
200611,26.50
200612,25.64
200701,25.04
200702,24.33
200703,24.66
200704,25.31
200705,26.77
200706,27.84
200707,29.76
200708,29.83
200709,29.63
200710,28.33
200711,26.35
200712,25.55
200801,24.37
200802,24.85
200803,24.51
200804,25.49
200805,26.67
200806,28.20
200807,28.77
200808,29.41
200809,28.38
200810,27.80
200811,25.51
200812,24.58
200901,23.76
200902,23.05
200903,24.00
200904,24.92
200905,26.64
200906,28.58
200907,29.40
200908,29.89
200909,29.78
200910,29.08
200911,27.23
200912,25.80
201001,24.21
201002,23.73
201003,23.53
201004,24.50
201005,26.98
201006,29.35
201007,29.23
201008,29.93
201009,29.43
201010,27.79
201011,26.28
201012,24.12
201101,23.37
201102,23.22
201103,24.31
201104,26.10
201105,27.17
201106,28.37
201107,29.28
201108,30.19
201109,29.70
201110,28.00
201111,26.05
201112,25.07
201201,24.33
201202,24.58
201203,24.97
201204,25.72
201205,26.83
201206,28.22
201207,28.79
201208,29.38
201209,28.99
201210,28.27
201211,26.39
201212,25.51
201301,24.98
201302,24.34
201303,24.14
201304,25.75
201305,26.69
201306,28.23
201307,28.67
201308,29.26
201309,29.10
201310,28.51
201311,27.16
201312,26.27
201401,25.21
201402,25.13
201403,25.13
201404,25.96
201405,27.10
201406,28.40
201407,29.75
201408,30.48
201409,29.58
201410,28.51
201411,26.36
201412,25.53
201501,25.18
201502,24.26
201503,25.10
201504,26.54
201505,27.33
201506,28.58
201507,29.91
201508,30.40
201509,30.24
201510,28.55
201511,27.67
201512,26.51
201601,25.97
201602,24.62
201603,25.06
201604,25.89
201605,27.43
201606,28.91
201607,29.83
201608,29.83
201609,29.58
201610,28.87
201611,27.01
201612,26.42
201701,25.49
201702,25.03
201703,25.28
201704,25.92
201705,27.28
201706,28.60
201707,29.62
201708,30.16
201709,29.58
201710,28.69
201711,26.76
201712,25.78
201801,24.01
201802,24.56
201803,24.82
201804,25.77
201805,26.50
201806,28.70
201807,30.00
201808,29.85
201809,29.56
201810,28.59
201811,27.41
201812,26.00
201901,24.70
201902,25.12
201903,25.62
201904,25.94
201905,27.45
201906,29.18
201907,29.82
201908,30.20
201909,29.63
201910,28.84
201911,27.66
201912,26.04
202001,25.19
202002,25.62
202003,25.29
202004,27.14
202005,27.41
202006,29.00
202007,29.89
202008,30.07
202009,29.78
202010,28.98
202011,27.35
202012,25.89
