200206,28.15
200207,28.72
200208,29.28
200209,28.99
200210,28.03
200211,27.11
200212,25.56
200301,24.28
200302,24.49
200303,25.84
200304,25.54
200305,27.39
200306,28.36
200307,28.66
200308,29.37
200309,29.05
200310,28.42
200311,27.45
200312,25.22
200401,24.92
200402,24.79
200403,24.89
200404,24.99
200405,26.09
200406,28.53
200407,29.22
200408,29.52
200409,28.88
200410,27.87
200411,26.93
200412,25.86
200501,24.31
200502,23.89
200503,24.22
200504,24.68
200505,26.00
200506,28.02
200507,28.94
200508,29.87
200509,28.91
200510,27.99
200511,26.03
200512,24.76
200601,23.93
200602,24.08
200603,24.65
200604,25.59
200605,26.66
200606,28.08
200607,28.93
200608,29.62
200609,29.75
200610,28.52
200611,26.72
200612,25.71
200701,25.27
200702,24.53
200703,24.84
200704,25.40
200705,26.84
200706,27.78
200707,29.65
200708,29.72
200709,29.49
200710,28.37
200711,26.55
200712,25.73
200801,24.66
200802,24.97
200803,24.72
200804,25.69
200805,26.64
200806,28.09
200807,28.73
200808,29.31
200809,28.27
200810,27.88
200811,25.81
200812,24.91
200901,24.18
200902,23.61
200903,24.28
200904,24.97
200905,26.50
200906,28.42
200907,29.26
200908,29.79
200909,29.64
200910,29.08
200911,27.34
200912,26.09
201001,24.29
201002,24.07
201003,23.76
201004,24.69
201005,26.89
201006,29.28
201007,29.09
201008,29.85
201009,29.39
201010,27.85
201011,26.51
201012,24.44
201101,23.82
201102,23.71
201103,24.70
201104,26.20
201105,27.10
201106,28.33
201107,29.17
201108,30.05
201109,29.56
201110,28.01
201111,26.29
201112,25.37
201201,24.72
201202,24.75
201203,25.19
201204,25.78
201205,26.67
201206,28.09
201207,28.65
201208,29.30
201209,28.84
201210,28.29
201211,26.71
201212,25.70
201301,25.04
201302,24.50
201303,24.38
201304,25.91
201305,26.68
201306,28.01
201307,28.53
201308,29.16
201309,29.02
201310,28.44
201311,27.36
201312,26.41
201401,25.37
201402,25.36
201403,25.36
201404,26.00
201405,27.06
201406,28.29
201407,29.59
201408,30.31
201409,29.51
201410,28.42
201411,26.50
201412,25.61
201501,25.43
201502,24.79
201503,25.16
201504,26.52
201505,27.25
201506,28.55
201507,29.81
201508,30.25
201509,30.07
201510,28.58
201511,27.76
201512,26.71
201601,26.13
201602,25.17
201603,25.31
201604,26.12
201605,27.51
201606,28.84
201607,29.73
201608,29.88
201609,29.51
201610,28.95
201611,27.33
201612,26.64
201701,25.92
201702,25.44
201703,25.57
201704,26.09
201705,27.24
201706,28.55
201707,29.53
201708,30.10
201709,29.46
201710,28.73
201711,26.95
201712,26.08
201801,24.47
201802,24.78
201803,25.12
201804,25.88
201805,26.58
201806,28.61
201807,29.89
201808,29.81
201809,29.54
201810,28.64
201811,27.59
201812,26.34
201901,25.26
201902,25.40
201903,25.82
201904,26.08
201905,27.44
201906,29.15
201907,29.79
201908,30.13
201909,29.57
201910,28.82
201911,27.88
201912,26.41
202001,25.57
202002,25.95
202003,25.59
202004,27.05
202005,27.41
202006,29.00
202007,29.88
202008,29.98
202009,29.65
202010,29.02
202011,27.49
202012,26.19
