geno,f,fm,fvfm,tank_id,tank_set,max_temp
CRF052,310,856,0.638,S8,starboard,30
CRF023,247,710,0.652,S8,starboard,30
CRF023,202,556,0.637,S8,starboard,30
CRF048,222,647,0.657,S8,starboard,30
CRF048,175,485,0.639,S8,starboard,30
CRF102,321,1079,0.703,S8,starboard,30
CRF102,332,986,0.663,S8,starboard,30
CRF086,391,933,0.581,S8,starboard,30
CRF086,229,575,0.602,S8,starboard,30
CRF059,123,464,0.735,S8,starboard,30
CRF059,229,508,0.549,S8,starboard,30
CRF047,272,695,0.609,S8,starboard,30
CRF047,261,705,0.63,S8,starboard,30
CRF055,215,622,0.654,S8,starboard,30
CRF055,342,989,0.654,S8,starboard,30
CRF119,287,824,0.652,S8,starboard,30
CRF119,170,402,0.577,S8,starboard,30
CRF031,242,782,0.691,S8,starboard,30
CRF031,375,843,0.555,S8,starboard,30
CRF068,220,499,0.559,S8,starboard,30
CRF068,226,516,0.562,S8,starboard,30
CRF066,234,685,0.658,S8,starboard,30
CRF066,198,672,0.705,S8,starboard,30
CRF082,246,619,0.603,S8,starboard,30
CRF082,163,445,0.634,S8,starboard,30
CRF020,222,595,0.627,S8,starboard,30
CRF020,191,513,0.628,S8,starboard,30
CRF099,205,638,0.679,S8,starboard,30
CRF099,242,698,0.653,S8,starboard,30
CRF007,297,841,0.647,S8,starboard,30
CRF007,246,657,0.626,S8,starboard,30
CRF028,301,849,0.645,S8,starboard,30
CRF028,259,692,0.626,S8,starboard,30
CRF042,154,391,0.606,S8,starboard,30
CRF042,230,679,0.661,S8,starboard,30
CRF010,237,793,0.701,S8,starboard,30
CRF010,228,690,0.67,S8,starboard,30
CRF074,281,786,0.642,S8,starboard,30
CRF074,220,605,0.636,S8,starboard,30
CRF013,212,756,0.72,S8,starboard,30
CRF013,236,721,0.673,S8,starboard,30
