"2020-10-07";"00:26:30";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-06";"19:12:48";"SCHS";"";"Chart start ";""
"1232005";"2020-10-06";"19:33:21";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.8 ";""
"1241555";"2020-10-06";"19:33:30";"F";"9341";"491";"841";"0";"0.416";"0.0"
"1245005";"2020-10-06";"19:33:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1248145";"2020-10-06";"19:33:37";"F";"9342";"395";"674";"0";"0.414";"0.0"
"1252005";"2020-10-06";"19:33:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.7 ";""
"1258685";"2020-10-06";"19:33:47";"F";"9343";"188";"256";"0";"0.266";"0.0"
"1262005";"2020-10-06";"19:33:51";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1277605";"2020-10-06";"19:34:06";"F";"9344";"46";"58";"0";"0.207";"0.0"
"1281005";"2020-10-06";"19:34:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1296765";"2020-10-06";"19:34:25";"F";"9345";"280";"497";"0";"0.437";"0.0"
"1300005";"2020-10-06";"19:34:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1302845";"2020-10-06";"19:34:31";"F";"9346";"278";"417";"0";"0.333";"0.0"
"1306005";"2020-10-06";"19:34:35";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1311785";"2020-10-06";"19:34:40";"F";"9347";"249";"511";"0";"0.513";"0.0"
"1315005";"2020-10-06";"19:34:44";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1322465";"2020-10-06";"19:34:51";"F";"9348";"174";"473";"0";"0.632";"0.0"
"1326005";"2020-10-06";"19:34:55";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1334065";"2020-10-06";"19:35:03";"F";"9349";"236";"454";"0";"0.480";"0.0"
"1338005";"2020-10-06";"19:35:07";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1353555";"2020-10-06";"19:35:22";"F";"9350";"252";"446";"0";"0.435";"0.0"
"1357005";"2020-10-06";"19:35:26";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.8 ";""
"1364835";"2020-10-06";"19:35:33";"F";"9351";"365";"766";"0";"0.523";"0.0"
"1368005";"2020-10-06";"19:35:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1374555";"2020-10-06";"19:35:43";"F";"9352";"260";"551";"0";"0.528";"0.0"
"1378005";"2020-10-06";"19:35:47";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.8 ";""
"1382465";"2020-10-06";"19:35:51";"F";"9353";"430";"880";"0";"0.511";"0.0"
"1386005";"2020-10-06";"19:35:55";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1388835";"2020-10-06";"19:35:57";"F";"9354";"350";"819";"0";"0.573";"0.0"
"1392005";"2020-10-06";"19:36:01";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1399885";"2020-10-06";"19:36:08";"F";"9355";"349";"701";"0";"0.502";"0.0"
"1403005";"2020-10-06";"19:36:12";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1409905";"2020-10-06";"19:36:18";"F";"9356";"338";"684";"0";"0.506";"0.0"
"1413005";"2020-10-06";"19:36:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1418555";"2020-10-06";"19:36:27";"F";"9357";"103";"215";"0";"0.521";"0.0"
"1422005";"2020-10-06";"19:36:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1425405";"2020-10-06";"19:36:34";"F";"9358";"119";"260";"0";"0.542";"0.0"
"1429005";"2020-10-06";"19:36:38";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1486665";"2020-10-06";"19:37:35";"F";"9359";"116";"153";"0";"0.242";"0.0"
"1490005";"2020-10-06";"19:37:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1496895";"2020-10-06";"19:37:45";"F";"9360";"102";"187";"0";"0.455";"0.0"
"1500005";"2020-10-06";"19:37:49";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1531715";"2020-10-06";"19:38:20";"F";"9361";"237";"386";"0";"0.386";"0.0"
"1535005";"2020-10-06";"19:38:24";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1542835";"2020-10-06";"19:38:31";"F";"9362";"135";"220";"0";"0.386";"0.0"
"1542840";"2020-10-06";"19:38:31";"SCHE";"";"Chart stop ";""
"1546005";"2020-10-06";"19:38:35";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.8 ";""
"1645000";"2020-10-06";"19:40:13";"SCHS";"";"Chart start ";""
"1645005";"2020-10-06";"19:40:14";"C";"";"File Nr. 389 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1645010";"2020-10-06";"19:40:14";"SCHE";"";"Chart stop ";""
"1675005";"2020-10-06";"19:40:44";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.8 ";""
"1698000";"2020-10-06";"19:41:06";"SCHS";"";"Chart start ";""
"1698005";"2020-10-06";"19:41:07";"C";"";"File Nr. 390 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1744675";"2020-10-06";"19:41:53";"F";"9363";"1";"21";"0";"-";"-"
"1748005";"2020-10-06";"19:41:57";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.8 ";""
"1754735";"2020-10-06";"19:42:03";"F";"9364";"8";"17";"0";"-";"-"
"1758005";"2020-10-06";"19:42:07";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1767365";"2020-10-06";"19:42:16";"F";"9365";"6";"15";"0";"-";"-"
"1771005";"2020-10-06";"19:42:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1782785";"2020-10-06";"19:42:31";"F";"9366";"6";"19";"0";"-";"-"
"1786005";"2020-10-06";"19:42:35";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.8 ";""
"1791405";"2020-10-06";"19:42:40";"F";"9367";"9";"25";"0";"-";"-"
"1795005";"2020-10-06";"19:42:44";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1802995";"2020-10-06";"19:42:51";"F";"9368";"11";"22";"0";"-";"-"
"1806005";"2020-10-06";"19:42:55";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1812915";"2020-10-06";"19:43:01";"F";"9369";"0";"24";"0";"-";"-"
"1817005";"2020-10-06";"19:43:06";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.8 ";""
"1822825";"2020-10-06";"19:43:11";"F";"9370";"11";"18";"0";"-";"-"
"1826005";"2020-10-06";"19:43:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1836225";"2020-10-06";"19:43:25";"F";"9371";"4";"18";"0";"-";"-"
"1840005";"2020-10-06";"19:43:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1844995";"2020-10-06";"19:43:33";"F";"9372";"3";"13";"0";"-";"-"
"1848005";"2020-10-06";"19:43:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.8 ";""
"1854325";"2020-10-06";"19:43:43";"F";"9373";"16";"22";"0";"-";"-"
"1858005";"2020-10-06";"19:43:47";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1867365";"2020-10-06";"19:43:56";"F";"9374";"15";"24";"0";"-";"-"
"1872005";"2020-10-06";"19:44:01";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1876305";"2020-10-06";"19:44:05";"F";"9375";"15";"20";"0";"-";"-"
"1879005";"2020-10-06";"19:44:08";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.9 ";""
"1888035";"2020-10-06";"19:44:17";"F";"9376";"13";"23";"0";"-";"-"
"1892005";"2020-10-06";"19:44:21";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1901745";"2020-10-06";"19:44:30";"F";"9377";"12";"20";"0";"-";"-"
"1905005";"2020-10-06";"19:44:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1915485";"2020-10-06";"19:44:44";"F";"9378";"10";"17";"0";"-";"-"
"1919005";"2020-10-06";"19:44:48";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.9 ";""
"1930295";"2020-10-06";"19:44:59";"F";"9379";"2";"11";"0";"-";"-"
"1934005";"2020-10-06";"19:45:03";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1941255";"2020-10-06";"19:45:10";"F";"9380";"11";"20";"0";"-";"-"
"1945005";"2020-10-06";"19:45:14";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"1949965";"2020-10-06";"19:45:18";"F";"9381";"10";"20";"0";"-";"-"
"1953005";"2020-10-06";"19:45:22";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.9 ";""
"1958035";"2020-10-06";"19:45:27";"F";"9382";"12";"22";"0";"-";"-"
"1962005";"2020-10-06";"19:45:31";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.9 ";""
"1992655";"2020-10-06";"19:46:01";"F";"9383";"11";"19";"0";"-";"-"
"1996005";"2020-10-06";"19:46:05";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.9 ";""
"2007305";"2020-10-06";"19:46:16";"F";"9384";"9";"22";"0";"-";"-"
"2011005";"2020-10-06";"19:46:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2022305";"2020-10-06";"19:46:31";"F";"9385";"8";"16";"0";"-";"-"
"2022310";"2020-10-06";"19:46:31";"SCHE";"";"Chart stop ";""
"2026005";"2020-10-06";"19:46:35";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 32.0 ";""
"2267000";"2020-10-06";"19:50:35";"SCHS";"";"Chart start ";""
"2267005";"2020-10-06";"19:50:36";"C";"";"File Nr. 391 | File Dev. ID #1, DIVING-PAM-II:  ";""
"2318555";"2020-10-06";"19:51:27";"F";"9386";"62";"151";"0";"0.589";"0.0"
"2322005";"2020-10-06";"19:51:31";"SPEC";"";"PAR: - 32768; Depth: 0.0; Temp.: 31.9 ";""
"2324065";"2020-10-06";"19:51:33";"F";"9387";"79";"212";"0";"0.627";"0.0"
"2328005";"2020-10-06";"19:51:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 31.9 ";""
"2333555";"2020-10-06";"19:51:42";"F";"9388";"133";"243";"0";"0.453";"0.0"
