"2020-10-10";"22:32:03";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-10";"19:25:24";"SCHS";"";"Chart start ";""
"5";"2020-10-10";"19:25:25";"C";"";"File Nr. 440 | File Dev. ID #1, DIVING-PAM-II:  ";""
"88025";"2020-10-10";"19:26:53";"F";"11022";"349";"398";"0";"0.123";"0.0"
"92005";"2020-10-10";"19:26:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"99985";"2020-10-10";"19:27:04";"F";"11023";"281";"331";"0";"0.151";"0.0"
"103005";"2020-10-10";"19:27:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"113395";"2020-10-10";"19:27:18";"F";"11024";"452";"522";"0";"0.134";"0.0"
"118005";"2020-10-10";"19:27:23";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"119755";"2020-10-10";"19:27:24";"F";"11025";"471";"551";"0";"0.145";"0.0"
"123005";"2020-10-10";"19:27:28";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"125835";"2020-10-10";"19:27:30";"F";"11026";"253";"329";"0";"0.231";"0.0"
"130005";"2020-10-10";"19:27:35";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"132025";"2020-10-10";"19:27:37";"F";"11027";"185";"252";"0";"0.266";"0.0"
"136005";"2020-10-10";"19:27:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"138485";"2020-10-10";"19:27:43";"F";"11028";"635";"856";"0";"0.258";"0.0"
"143005";"2020-10-10";"19:27:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"147235";"2020-10-10";"19:27:52";"F";"11029";"408";"611";"0";"0.332";"0.0"
"152005";"2020-10-10";"19:27:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"153725";"2020-10-10";"19:27:58";"F";"11030";"367";"387";"0";"0.052";"0.0"
"157005";"2020-10-10";"19:28:02";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"159545";"2020-10-10";"19:28:04";"F";"11031";"380";"499";"0";"0.238";"0.0"
"163005";"2020-10-10";"19:28:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"166745";"2020-10-10";"19:28:11";"F";"11032";"416";"473";"0";"0.121";"0.0"
"171005";"2020-10-10";"19:28:16";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"171135";"2020-10-10";"19:28:16";"F";"11033";"346";"387";"0";"0.106";"0.0"
"176005";"2020-10-10";"19:28:21";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"178175";"2020-10-10";"19:28:23";"F";"11034";"272";"403";"0";"0.325";"0.0"
"182005";"2020-10-10";"19:28:27";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"183165";"2020-10-10";"19:28:28";"F";"11035";"380";"506";"0";"0.249";"0.0"
"187005";"2020-10-10";"19:28:32";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.2 ";""
"187725";"2020-10-10";"19:28:32";"F";"11036";"421";"604";"0";"0.303";"0.0"
"192005";"2020-10-10";"19:28:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"192485";"2020-10-10";"19:28:37";"F";"11037";"393";"563";"0";"0.302";"0.0"
"197005";"2020-10-10";"19:28:42";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"199685";"2020-10-10";"19:28:44";"F";"11038";"438";"527";"0";"0.169";"0.0"
"203005";"2020-10-10";"19:28:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"220045";"2020-10-10";"19:29:05";"F";"11039";"214";"214";"0";"0.000";"0.0"
"225005";"2020-10-10";"19:29:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"228635";"2020-10-10";"19:29:13";"F";"11040";"210";"250";"0";"0.160";"0.0"
"233005";"2020-10-10";"19:29:18";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"249635";"2020-10-10";"19:29:34";"F";"11041";"292";"368";"0";"0.207";"0.0"
"254005";"2020-10-10";"19:29:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"257215";"2020-10-10";"19:29:42";"F";"11042";"384";"472";"0";"0.186";"0.0"
"261005";"2020-10-10";"19:29:46";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"264115";"2020-10-10";"19:29:49";"F";"11043";"569";"717";"0";"0.206";"0.0"
"269005";"2020-10-10";"19:29:54";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"270135";"2020-10-10";"19:29:55";"F";"11044";"424";"701";"0";"0.395";"0.0"
"274005";"2020-10-10";"19:29:59";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"278605";"2020-10-10";"19:30:03";"F";"11045";"603";"790";"0";"0.237";"0.0"
"283005";"2020-10-10";"19:30:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"286905";"2020-10-10";"19:30:11";"F";"11046";"440";"510";"0";"0.137";"0.0"
"291005";"2020-10-10";"19:30:16";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"293545";"2020-10-10";"19:30:18";"F";"11047";"384";"488";"0";"0.213";"0.0"
"297005";"2020-10-10";"19:30:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"307025";"2020-10-10";"19:30:32";"F";"11048";"302";"491";"0";"0.385";"0.0"
"312005";"2020-10-10";"19:30:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"315505";"2020-10-10";"19:30:40";"F";"11049";"272";"472";"0";"0.424";"0.0"
"315510";"2020-10-10";"19:30:40";"SCHE";"";"Chart stop ";""
"319005";"2020-10-10";"19:30:44";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"363000";"2020-10-10";"19:31:27";"SCHS";"";"Chart start ";""
"363005";"2020-10-10";"19:31:28";"C";"";"File Nr. 441 | File Dev. ID #1, DIVING-PAM-II:  ";""
"388315";"2020-10-10";"19:31:53";"F";"11050";"504";"657";"0";"0.233";"0.0"
"393005";"2020-10-10";"19:31:58";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.4 ";""
"397425";"2020-10-10";"19:32:02";"F";"11051";"413";"555";"0";"0.256";"0.0"
"402005";"2020-10-10";"19:32:07";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.3 ";""
"404985";"2020-10-10";"19:32:09";"F";"11052";"412";"542";"0";"0.240";"0.0"
"408005";"2020-10-10";"19:32:13";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.4 ";""
"409185";"2020-10-10";"19:32:14";"F";"11053";"392";"552";"0";"0.290";"0.0"
"413005";"2020-10-10";"19:32:18";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.4 ";""
"413405";"2020-10-10";"19:32:18";"F";"11054";"391";"649";"0";"0.398";"0.0"
"417005";"2020-10-10";"19:32:22";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.4 ";""
"426805";"2020-10-10";"19:32:31";"F";"11055";"262";"422";"0";"0.379";"0.0"
"430005";"2020-10-10";"19:32:35";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.4 ";""
"433455";"2020-10-10";"19:32:38";"F";"11056";"459";"783";"0";"0.414";"0.0"
"437005";"2020-10-10";"19:32:42";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.4 ";""
"439545";"2020-10-10";"19:32:44";"F";"11057";"429";"864";"0";"0.503";"0.0"
"443005";"2020-10-10";"19:32:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.4 ";""
"446705";"2020-10-10";"19:32:51";"F";"11058";"438";"791";"0";"0.446";"0.0"
"464955";"2020-10-10";"19:33:09";"F";"11061";"383";"537";"0";"0.287";"0.0"
"468005";"2020-10-10";"19:33:13";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.5 ";""
"470435";"2020-10-10";"19:33:15";"F";"11062";"387";"596";"0";"0.351";"0.0"
"475005";"2020-10-10";"19:33:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.5 ";""
"485225";"2020-10-10";"19:33:30";"F";"11063";"197";"385";"0";"0.488";"0.0"
"489005";"2020-10-10";"19:33:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.5 ";""
"497285";"2020-10-10";"19:33:42";"F";"11064";"359";"541";"0";"0.336";"0.0"
"501005";"2020-10-10";"19:33:46";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.5 ";""
"507525";"2020-10-10";"19:33:52";"F";"11065";"396";"513";"0";"0.228";"0.0"
"511005";"2020-10-10";"19:33:56";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.5 ";""
"513825";"2020-10-10";"19:33:58";"F";"11066";"306";"451";"0";"0.322";"0.0"
"517005";"2020-10-10";"19:34:02";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"520765";"2020-10-10";"19:34:05";"F";"11067";"334";"475";"0";"0.297";"0.0"
"525005";"2020-10-10";"19:34:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"526055";"2020-10-10";"19:34:11";"F";"11068";"439";"593";"0";"0.260";"0.0"
"530005";"2020-10-10";"19:34:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"532575";"2020-10-10";"19:34:17";"F";"11069";"499";"774";"0";"0.355";"0.0"
"536005";"2020-10-10";"19:34:21";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"539525";"2020-10-10";"19:34:24";"F";"11070";"425";"597";"0";"0.288";"0.0"
"543005";"2020-10-10";"19:34:28";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"548325";"2020-10-10";"19:34:33";"F";"11071";"431";"798";"0";"0.460";"0.0"
"552005";"2020-10-10";"19:34:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"554615";"2020-10-10";"19:34:39";"F";"11072";"485";"785";"0";"0.382";"0.0"
"558005";"2020-10-10";"19:34:43";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 30.6 ";""
"560085";"2020-10-10";"19:34:45";"F";"11073";"478";"770";"0";"0.379";"0.0"
