"","Time (rel/ms)","Date","Time","Type","No.","1:F","1:Fm'","1:PAR","1:Y (II)","1:ETR"
"32",2092075,2020-10-10,19:06:15,"F",10928,"26",44,0,"-","-"
"33",2100525,2020-10-10,19:06:23,"F",10929,"73",89,0,"0.180","0.0"
"34",2109475,2020-10-10,19:06:32,"F",10930,"171",171,0,"0.000","0.0"
"35",2133455,2020-10-10,19:06:56,"F",10931,"187",214,0,"0.126","0.0"
"36",2240005,2020-10-10,19:08:43,"C",NA,"File Nr. 437 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"37",2274825,2020-10-10,19:09:17,"F",10932,"89",123,0,"0.276","0.0"
"38",2286085,2020-10-10,19:09:29,"F",10933,"55",78,0,"0.295","0.0"
"39",2298545,2020-10-10,19:09:41,"F",10934,"305",372,0,"0.180","0.0"
"40",2307185,2020-10-10,19:09:50,"F",10935,"191",256,0,"0.254","0.0"
"41",2328165,2020-10-10,19:10:11,"F",10936,"41",67,0,"0.388","0.0"
"42",2341975,2020-10-10,19:10:24,"F",10937,"30",52,0,"0.423","0.0"
"43",2360135,2020-10-10,19:10:43,"F",10938,"188",236,0,"0.203","0.0"
"44",2369575,2020-10-10,19:10:52,"F",10939,"96",295,0,"0.675","0.0"
"45",2376255,2020-10-10,19:10:59,"F",10940,"262",324,0,"0.191","0.0"
"46",2386025,2020-10-10,19:11:09,"F",10941,"88",122,0,"0.279","0.0"
"47",2394415,2020-10-10,19:11:17,"F",10942,"164",192,0,"0.146","0.0"
"48",2401235,2020-10-10,19:11:24,"F",10943,"56",90,0,"0.378","0.0"
"49",2421905,2020-10-10,19:11:44,"F",10944,"33",57,0,"0.421","0.0"
"50",2428065,2020-10-10,19:11:51,"F",10945,"65",86,0,"0.244","0.0"
"51",2433985,2020-10-10,19:11:56,"F",10946,"102",133,0,"0.233","0.0"
"52",2444825,2020-10-10,19:12:07,"F",10947,"84",84,0,"0.000","0.0"
"53",2451745,2020-10-10,19:12:14,"F",10948,"116",152,0,"0.237","0.0"
"54",2464085,2020-10-10,19:12:27,"F",10949,"95",115,0,"0.174","0.0"
"55",2474085,2020-10-10,19:12:37,"F",10950,"117",163,0,"0.282","0.0"
"56",2482865,2020-10-10,19:12:45,"F",10951,"90",133,0,"0.323","0.0"
"57",2492235,2020-10-10,19:12:55,"F",10952,"184",224,0,"0.179","0.0"
"58",2510695,2020-10-10,19:13:13,"F",10953,"130",158,0,"0.177","0.0"
"59",2518715,2020-10-10,19:13:21,"F",10954,"134",167,0,"0.198","0.0"
"60",2524165,2020-10-10,19:13:27,"F",10955,"668",733,0,"0.089","0.0"
"61",2543525,2020-10-10,19:13:46,"F",10956,"342",391,0,"0.125","0.0"
"62",2557915,2020-10-10,19:14:00,"F",10957,"11",50,0,"0.780","0.0"
"63",2566465,2020-10-10,19:14:09,"F",10958,"37",51,0,"0.275","0.0"
"64",2576025,2020-10-10,19:14:19,"F",10959,"29",57,0,"0.491","0.0"
"65",2586855,2020-10-10,19:14:29,"F",10960,"227",250,0,"0.092","0.0"
"66",2592295,2020-10-10,19:14:35,"F",10961,"171",242,0,"0.293","0.0"
"67",2599405,2020-10-10,19:14:42,"F",10962,"156",213,0,"0.268","0.0"
"68",2635005,2020-10-10,19:15:18,"C",NA,"File Nr. 438 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"69",2649055,2020-10-10,19:15:32,"F",10963,"377",378,0,"0.003","0.0"
"70",2658385,2020-10-10,19:15:41,"F",10964,"741",859,0,"0.137","0.0"
"71",2680605,2020-10-10,19:16:03,"F",10965,"171",196,0,"0.128","0.0"
"72",2686535,2020-10-10,19:16:09,"F",10966,"173",211,0,"0.180","0.0"
"73",2693095,2020-10-10,19:16:16,"F",10967,"36",47,0,"-","-"
"74",2701715,2020-10-10,19:16:24,"F",10968,"49",70,0,"0.300","0.0"
"75",2719785,2020-10-10,19:16:42,"F",10969,"56",88,0,"0.364","0.0"
"76",2736365,2020-10-10,19:16:59,"F",10970,"21",42,0,"-","-"
"77",2748605,2020-10-10,19:17:11,"F",10971,"407",492,0,"0.173","0.0"
"78",2758415,2020-10-10,19:17:21,"F",10972,"179",272,0,"0.342","0.0"
"79",2765995,2020-10-10,19:17:28,"F",10973,"539",597,0,"0.097","0.0"
"80",2772115,2020-10-10,19:17:35,"F",10974,"399",481,0,"0.170","0.0"
"81",2780815,2020-10-10,19:17:43,"F",10975,"268",343,0,"0.219","0.0"
"82",2788475,2020-10-10,19:17:51,"F",10976,"526",611,0,"0.139","0.0"
"83",2796335,2020-10-10,19:17:59,"F",10977,"110",132,0,"0.167","0.0"
"84",2805525,2020-10-10,19:18:08,"F",10978,"22",35,0,"-","-"
"85",2812075,2020-10-10,19:18:15,"F",10979,"29",50,0,"0.420","0.0"
"86",2819865,2020-10-10,19:18:22,"F",10980,"63",74,0,"0.149","0.0"
"87",2829355,2020-10-10,19:18:32,"F",10981,"145",226,0,"0.358","0.0"
"88",2835165,2020-10-10,19:18:38,"F",10982,"240",407,0,"0.410","0.0"
"89",2840645,2020-10-10,19:18:43,"F",10983,"488",492,0,"0.008","0.0"
"90",2855965,2020-10-10,19:18:58,"F",10984,"483",526,0,"0.082","0.0"
"91",2867945,2020-10-10,19:19:10,"F",10985,"239",272,0,"0.121","0.0"
"92",2876175,2020-10-10,19:19:19,"F",10986,"126",190,0,"0.337","0.0"
"93",2884835,2020-10-10,19:19:27,"F",10987,"530",627,0,"0.155","0.0"
"94",2895605,2020-10-10,19:19:38,"F",10988,"388",471,0,"0.176","0.0"
"95",2905865,2020-10-10,19:19:48,"F",10989,"370",401,0,"0.077","0.0"
"96",2912975,2020-10-10,19:19:55,"F",10990,"328",366,0,"0.104","0.0"
"97",2920915,2020-10-10,19:20:03,"F",10991,"161",198,0,"0.187","0.0"
"98",2926065,2020-10-10,19:20:09,"F",10992,"149",179,0,"0.168","0.0"
"99",2950005,2020-10-10,19:20:33,"C",NA,"File Nr. 439 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"100",2994635,2020-10-10,19:21:17,"F",10993,"205",277,0,"0.260","0.0"
"101",3001275,2020-10-10,19:21:24,"F",10994,"163",201,0,"0.189","0.0"
"102",3007075,2020-10-10,19:21:30,"F",10995,"502",557,0,"0.099","0.0"
"103",3013475,2020-10-10,19:21:36,"F",10996,"400",496,0,"0.194","0.0"
"104",3019475,2020-10-10,19:21:42,"F",10997,"200",258,0,"0.225","0.0"
"105",3024195,2020-10-10,19:21:47,"F",10998,"158",190,0,"0.168","0.0"
"106",3035385,2020-10-10,19:21:58,"F",10999,"304",304,0,"0.000","0.0"
"107",3040435,2020-10-10,19:22:03,"F",11000,"287",357,0,"0.196","0.0"
"108",3046055,2020-10-10,19:22:09,"F",11001,"355",439,0,"0.191","0.0"
"109",3053135,2020-10-10,19:22:16,"F",11002,"291",335,0,"0.131","0.0"
"110",3058825,2020-10-10,19:22:21,"F",11003,"304",360,0,"0.156","0.0"
"111",3063995,2020-10-10,19:22:26,"F",11004,"522",573,0,"0.089","0.0"
"112",3069095,2020-10-10,19:22:32,"F",11005,"444",493,0,"0.099","0.0"
"113",3075265,2020-10-10,19:22:38,"F",11006,"245",348,0,"0.296","0.0"
"114",3082095,2020-10-10,19:22:45,"F",11007,"400",458,0,"0.127","0.0"
"115",3091525,2020-10-10,19:22:54,"F",11008,"183",233,0,"0.215","0.0"
"116",3106635,2020-10-10,19:23:09,"F",11009,"85",85,0,"0.000","0.0"
"117",3110115,2020-10-10,19:23:13,"F",11010,"172",246,0,"0.301","0.0"
"118",3121385,2020-10-10,19:23:24,"F",11011,"266",286,0,"0.070","0.0"
"119",3127035,2020-10-10,19:23:30,"F",11012,"624",801,0,"0.221","0.0"
"120",3140385,2020-10-10,19:23:43,"F",11013,"231",275,0,"0.160","0.0"
"121",3147865,2020-10-10,19:23:50,"F",11014,"166",197,0,"0.157","0.0"
"122",3157365,2020-10-10,19:24:00,"F",11015,"717",827,0,"0.133","0.0"
"123",3164605,2020-10-10,19:24:07,"F",11016,"675",780,0,"0.135","0.0"
"124",3172815,2020-10-10,19:24:15,"F",11017,"314",369,0,"0.149","0.0"
"125",3180335,2020-10-10,19:24:23,"F",11018,"329",391,0,"0.159","0.0"
"126",3186925,2020-10-10,19:24:29,"F",11019,"376",376,0,"0.000","0.0"
"127",3192595,2020-10-10,19:24:35,"F",11020,"345",421,0,"0.181","0.0"
"128",3201615,2020-10-10,19:24:44,"F",11021,"549",689,0,"0.203","0.0"
"129",14564431,2020-10-10,22:34:07,"SLCS",NA,"Light Curve start",NA,NA,NA,NA
"130",14565135,2020-10-10,22:34:08,"FO",11022,"0",4,0,"-","-"
"131",14585133,2020-10-10,22:34:28,"F",11023,"0",2,0,"-","-"
"132",5,2020-10-10,19:25:25,"C",NA,"File Nr. 440 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"133",88025,2020-10-10,19:26:53,"F",11022,"349",398,0,"0.123","0.0"
"134",99985,2020-10-10,19:27:04,"F",11023,"281",331,0,"0.151","0.0"
"135",113395,2020-10-10,19:27:18,"F",11024,"452",522,0,"0.134","0.0"
"136",119755,2020-10-10,19:27:24,"F",11025,"471",551,0,"0.145","0.0"
"137",125835,2020-10-10,19:27:30,"F",11026,"253",329,0,"0.231","0.0"
"138",132025,2020-10-10,19:27:37,"F",11027,"185",252,0,"0.266","0.0"
"139",138485,2020-10-10,19:27:43,"F",11028,"635",856,0,"0.258","0.0"
"140",147235,2020-10-10,19:27:52,"F",11029,"408",611,0,"0.332","0.0"
"141",153725,2020-10-10,19:27:58,"F",11030,"367",387,0,"0.052","0.0"
"142",159545,2020-10-10,19:28:04,"F",11031,"380",499,0,"0.238","0.0"
"143",166745,2020-10-10,19:28:11,"F",11032,"416",473,0,"0.121","0.0"
"144",171135,2020-10-10,19:28:16,"F",11033,"346",387,0,"0.106","0.0"
"145",178175,2020-10-10,19:28:23,"F",11034,"272",403,0,"0.325","0.0"
"146",183165,2020-10-10,19:28:28,"F",11035,"380",506,0,"0.249","0.0"
"147",187725,2020-10-10,19:28:32,"F",11036,"421",604,0,"0.303","0.0"
"148",192485,2020-10-10,19:28:37,"F",11037,"393",563,0,"0.302","0.0"
"149",199685,2020-10-10,19:28:44,"F",11038,"438",527,0,"0.169","0.0"
"150",220045,2020-10-10,19:29:05,"F",11039,"214",214,0,"0.000","0.0"
"151",228635,2020-10-10,19:29:13,"F",11040,"210",250,0,"0.160","0.0"
"152",249635,2020-10-10,19:29:34,"F",11041,"292",368,0,"0.207","0.0"
"153",257215,2020-10-10,19:29:42,"F",11042,"384",472,0,"0.186","0.0"
"154",264115,2020-10-10,19:29:49,"F",11043,"569",717,0,"0.206","0.0"
"155",270135,2020-10-10,19:29:55,"F",11044,"424",701,0,"0.395","0.0"
"156",278605,2020-10-10,19:30:03,"F",11045,"603",790,0,"0.237","0.0"
"157",286905,2020-10-10,19:30:11,"F",11046,"440",510,0,"0.137","0.0"
"158",293545,2020-10-10,19:30:18,"F",11047,"384",488,0,"0.213","0.0"
"159",307025,2020-10-10,19:30:32,"F",11048,"302",491,0,"0.385","0.0"
"160",315505,2020-10-10,19:30:40,"F",11049,"272",472,0,"0.424","0.0"
"161",363005,2020-10-10,19:31:28,"C",NA,"File Nr. 441 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"162",388315,2020-10-10,19:31:53,"F",11050,"504",657,0,"0.233","0.0"
"163",397425,2020-10-10,19:32:02,"F",11051,"413",555,0,"0.256","0.0"
"164",404985,2020-10-10,19:32:09,"F",11052,"412",542,0,"0.240","0.0"
"165",409185,2020-10-10,19:32:14,"F",11053,"392",552,0,"0.290","0.0"
"166",413405,2020-10-10,19:32:18,"F",11054,"391",649,0,"0.398","0.0"
"167",426805,2020-10-10,19:32:31,"F",11055,"262",422,0,"0.379","0.0"
"168",433455,2020-10-10,19:32:38,"F",11056,"459",783,0,"0.414","0.0"
"169",439545,2020-10-10,19:32:44,"F",11057,"429",864,0,"0.503","0.0"
"170",446705,2020-10-10,19:32:51,"F",11058,"438",791,0,"0.446","0.0"
"171",464955,2020-10-10,19:33:09,"F",11061,"383",537,0,"0.287","0.0"
"172",470435,2020-10-10,19:33:15,"F",11062,"387",596,0,"0.351","0.0"
"173",485225,2020-10-10,19:33:30,"F",11063,"197",385,0,"0.488","0.0"
"174",497285,2020-10-10,19:33:42,"F",11064,"359",541,0,"0.336","0.0"
"175",507525,2020-10-10,19:33:52,"F",11065,"396",513,0,"0.228","0.0"
"176",513825,2020-10-10,19:33:58,"F",11066,"306",451,0,"0.322","0.0"
"177",520765,2020-10-10,19:34:05,"F",11067,"334",475,0,"0.297","0.0"
"178",526055,2020-10-10,19:34:11,"F",11068,"439",593,0,"0.260","0.0"
"179",532575,2020-10-10,19:34:17,"F",11069,"499",774,0,"0.355","0.0"
"180",539525,2020-10-10,19:34:24,"F",11070,"425",597,0,"0.288","0.0"
"181",548325,2020-10-10,19:34:33,"F",11071,"431",798,0,"0.460","0.0"
"182",554615,2020-10-10,19:34:39,"F",11072,"485",785,0,"0.382","0.0"
"183",560085,2020-10-10,19:34:45,"F",11073,"478",770,0,"0.379","0.0"
"184",574165,2020-10-10,19:34:59,"F",11074,"457",911,0,"0.498","0.0"
"185",581875,2020-10-10,19:35:06,"F",11075,"519",880,0,"0.410","0.0"
"186",593415,2020-10-10,19:35:18,"F",11076,"219",482,0,"0.546","0.0"
"187",606375,2020-10-10,19:35:31,"F",11077,"211",443,0,"0.524","0.0"
"188",669005,2020-10-10,19:36:34,"C",NA,"File Nr. 442 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"189",691525,2020-10-10,19:36:56,"F",11078,"280",336,0,"0.167","0.0"
"190",696295,2020-10-10,19:37:01,"F",11079,"349",487,0,"0.283","0.0"
"191",703445,2020-10-10,19:37:08,"F",11080,"342",422,0,"0.190","0.0"
"192",710745,2020-10-10,19:37:15,"F",11081,"381",472,0,"0.193","0.0"
"193",716745,2020-10-10,19:37:21,"F",11082,"486",590,0,"0.176","0.0"
"194",722365,2020-10-10,19:37:27,"F",11083,"354",453,0,"0.219","0.0"
"195",729335,2020-10-10,19:37:34,"F",11084,"195",195,0,"0.000","0.0"
"196",734775,2020-10-10,19:37:39,"F",11085,"395",545,0,"0.275","0.0"
"197",746895,2020-10-10,19:37:51,"F",11086,"461",587,0,"0.215","0.0"
"198",753275,2020-10-10,19:37:58,"F",11087,"334",386,0,"0.135","0.0"
"199",760025,2020-10-10,19:38:05,"F",11088,"332",416,0,"0.202","0.0"
"200",766845,2020-10-10,19:38:11,"F",11089,"513",721,0,"0.288","0.0"
"201",771685,2020-10-10,19:38:16,"F",11090,"444",680,0,"0.347","0.0"
"202",783595,2020-10-10,19:38:28,"F",11091,"316",369,0,"0.144","0.0"
"203",789065,2020-10-10,19:38:34,"F",11092,"331",377,0,"0.122","0.0"
"204",797945,2020-10-10,19:38:42,"F",11093,"381",478,0,"0.203","0.0"
"205",805495,2020-10-10,19:38:50,"F",11094,"385",490,0,"0.214","0.0"
"206",810655,2020-10-10,19:38:55,"F",11095,"307",372,0,"0.175","0.0"
"207",814885,2020-10-10,19:38:59,"F",11096,"559",667,0,"0.162","0.0"
"208",821255,2020-10-10,19:39:06,"F",11097,"384",498,0,"0.229","0.0"
"209",826215,2020-10-10,19:39:11,"F",11098,"476",569,0,"0.163","0.0"
"210",831405,2020-10-10,19:39:16,"F",11099,"424",496,0,"0.145","0.0"
"211",836255,2020-10-10,19:39:21,"F",11100,"322",415,0,"0.224","0.0"
"212",842665,2020-10-10,19:39:27,"F",11101,"324",384,0,"0.156","0.0"
"213",848345,2020-10-10,19:39:33,"F",11102,"419",457,0,"0.083","0.0"
"214",854845,2020-10-10,19:39:39,"F",11103,"411",519,0,"0.208","0.0"
"215",861935,2020-10-10,19:39:46,"F",11104,"291",320,0,"0.091","0.0"
"216",870095,2020-10-10,19:39:55,"F",11105,"498",667,0,"0.253","0.0"
"217",914005,2020-10-10,19:40:39,"C",NA,"File Nr. 443 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"218",991005,2020-10-10,19:41:56,"C",NA,"File Nr. 444 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"219",1028445,2020-10-10,19:42:33,"F",11106,"4",14,0,"-","-"
"220",1037255,2020-10-10,19:42:42,"F",11107,"5",13,0,"-","-"
"221",1046655,2020-10-10,19:42:51,"F",11108,"0",17,0,"-","-"
"222",1054915,2020-10-10,19:42:59,"F",11109,"7",15,0,"-","-"
"223",1061845,2020-10-10,19:43:06,"F",11110,"3",13,0,"-","-"
"224",1070945,2020-10-10,19:43:15,"F",11111,"1",14,0,"-","-"
"225",1081885,2020-10-10,19:43:26,"F",11112,"9",20,0,"-","-"
"226",1096635,2020-10-10,19:43:41,"F",11113,"1",13,0,"-","-"
"227",1105645,2020-10-10,19:43:50,"F",11114,"6",13,0,"-","-"
"228",1113365,2020-10-10,19:43:58,"F",11115,"8",15,0,"-","-"
"229",1128365,2020-10-10,19:44:13,"F",11116,"7",13,0,"-","-"
"230",1137275,2020-10-10,19:44:22,"F",11117,"0",19,0,"-","-"
"231",1146625,2020-10-10,19:44:31,"F",11118,"3",14,0,"-","-"
"232",1155685,2020-10-10,19:44:40,"F",11119,"4",15,0,"-","-"
"233",1166425,2020-10-10,19:44:51,"F",11120,"0",12,0,"-","-"
"234",1200965,2020-10-10,19:45:25,"F",11121,"0",21,0,"-","-"
"235",1208155,2020-10-10,19:45:33,"F",11122,"1",19,0,"-","-"
"236",1215265,2020-10-10,19:45:40,"F",11123,"3",11,0,"-","-"
"237",1224895,2020-10-10,19:45:49,"F",11124,"8",18,0,"-","-"
"238",1267005,2020-10-10,19:46:32,"C",NA,"File Nr. 445 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"239",1292595,2020-10-10,19:46:57,"F",11125,"459",688,0,"0.333","0.0"
"240",1302605,2020-10-10,19:47:07,"F",11126,"422",542,0,"0.221","0.0"
"241",1308055,2020-10-10,19:47:13,"F",11127,"355",556,0,"0.362","0.0"
"242",1314285,2020-10-10,19:47:19,"F",11128,"366",623,0,"0.413","0.0"
"243",1322795,2020-10-10,19:47:27,"F",11129,"397",743,0,"0.466","0.0"
"244",1329195,2020-10-10,19:47:34,"F",11130,"367",663,0,"0.446","0.0"
"245",1350525,2020-10-10,19:47:55,"F",11131,"461",656,0,"0.297","0.0"
"246",1355795,2020-10-10,19:48:00,"F",11132,"344",498,0,"0.309","0.0"
"247",1364485,2020-10-10,19:48:09,"F",11133,"402",719,0,"0.441","0.0"
"248",1369975,2020-10-10,19:48:14,"F",11134,"335",673,0,"0.502","0.0"
"249",1374495,2020-10-10,19:48:19,"F",11135,"265",364,0,"0.272","0.0"
"250",1380345,2020-10-10,19:48:25,"F",11136,"174",288,0,"0.396","0.0"
"251",1390645,2020-10-10,19:48:35,"F",11137,"502",819,0,"0.387","0.0"
"252",1399605,2020-10-10,19:48:44,"F",11138,"362",633,0,"0.428","0.0"
"253",1418905,2020-10-10,19:49:03,"F",11139,"401",615,0,"0.348","0.0"
"254",1438215,2020-10-10,19:49:23,"F",11140,"368",645,0,"0.429","0.0"
"255",1443085,2020-10-10,19:49:28,"F",11141,"396",649,0,"0.390","0.0"
"256",1448855,2020-10-10,19:49:33,"F",11142,"520",757,0,"0.313","0.0"
"257",1453685,2020-10-10,19:49:38,"F",11143,"499",766,0,"0.349","0.0"
"258",1460645,2020-10-10,19:49:45,"F",11144,"375",789,0,"0.525","0.0"
"259",1466435,2020-10-10,19:49:51,"F",11145,"433",689,0,"0.372","0.0"
"260",1473815,2020-10-10,19:49:58,"F",11146,"294",509,0,"0.422","0.0"
"261",1480395,2020-10-10,19:50:05,"F",11147,"343",626,0,"0.452","0.0"
"262",1488265,2020-10-10,19:50:13,"F",11148,"454",681,0,"0.333","0.0"
"263",1493025,2020-10-10,19:50:18,"F",11149,"421",667,0,"0.369","0.0"
"264",1501775,2020-10-10,19:50:26,"F",11150,"459",763,0,"0.398","0.0"
"265",1508085,2020-10-10,19:50:33,"F",11151,"495",815,0,"0.393","0.0"
"266",1524005,2020-10-10,19:50:49,"C",NA,"File Nr. 446 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"267",1584005,2020-10-10,19:51:49,"C",NA,"File Nr. 447 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"268",1642485,2020-10-10,19:52:47,"F",11152,"507",1099,0,"0.539","0.0"
"269",1649325,2020-10-10,19:52:54,"F",11153,"415",968,0,"0.571","0.0"
"270",1668665,2020-10-10,19:53:13,"F",11154,"148",320,0,"0.538","0.0"
"271",1677125,2020-10-10,19:53:22,"F",11155,"131",276,0,"0.525","0.0"
"272",1691465,2020-10-10,19:53:36,"F",11156,"147",339,0,"0.566","0.0"
"273",1700595,2020-10-10,19:53:45,"F",11157,"175",420,0,"0.583","0.0"
"274",1712445,2020-10-10,19:53:57,"F",11158,"211",527,0,"0.600","0.0"
"275",1721335,2020-10-10,19:54:06,"F",11159,"209",591,0,"0.646","0.0"
"276",1730055,2020-10-10,19:54:15,"F",11160,"194",432,0,"0.551","0.0"
"277",1750815,2020-10-10,19:54:35,"F",11161,"184",514,0,"0.642","0.0"
"278",1759225,2020-10-10,19:54:44,"F",11162,"128",312,0,"0.590","0.0"
"279",1763875,2020-10-10,19:54:48,"F",11163,"148",324,0,"0.543","0.0"
"280",1774975,2020-10-10,19:54:59,"F",11164,"125",469,0,"0.733","0.0"
"281",1795405,2020-10-10,19:55:20,"F",11165,"152",376,0,"0.596","0.0"
"282",1800025,2020-10-10,19:55:25,"F",11166,"167",465,0,"0.641","0.0"
"283",1807845,2020-10-10,19:55:32,"F",11167,"167",390,0,"0.572","0.0"
"284",1812465,2020-10-10,19:55:37,"F",11168,"159",357,0,"0.555","0.0"
"285",1817985,2020-10-10,19:55:42,"F",11169,"204",451,0,"0.548","0.0"
"286",1824165,2020-10-10,19:55:49,"F",11170,"166",421,0,"0.606","0.0"
"287",1831005,2020-10-10,19:55:56,"F",11171,"154",343,0,"0.551","0.0"
"288",1834875,2020-10-10,19:55:59,"F",11172,"174",419,0,"0.585","0.0"
"289",1840375,2020-10-10,19:56:05,"F",11173,"206",480,0,"0.571","0.0"
"290",1845235,2020-10-10,19:56:10,"F",11174,"188",501,0,"0.625","0.0"
"291",1852445,2020-10-10,19:56:17,"F",11175,"184",413,0,"0.554","0.0"
"292",1860555,2020-10-10,19:56:25,"F",11176,"166",363,0,"0.543","0.0"
"293",1865855,2020-10-10,19:56:30,"F",11177,"141",364,0,"0.613","0.0"
"294",1870075,2020-10-10,19:56:35,"F",11178,"137",335,0,"0.591","0.0"
"295",1910005,2020-10-10,19:57:15,"C",NA,"File Nr. 448 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"296",1949465,2020-10-10,19:57:54,"F",11179,"186",330,0,"0.436","0.0"
"297",1959605,2020-10-10,19:58:04,"F",11180,"28",52,0,"0.462","0.0"
"298",1978075,2020-10-10,19:58:23,"F",11181,"125",289,0,"0.567","0.0"
"299",1989295,2020-10-10,19:58:34,"F",11182,"127",266,0,"0.523","0.0"
"300",2014035,2020-10-10,19:58:59,"F",11183,"152",399,0,"0.619","0.0"
"301",2023755,2020-10-10,19:59:08,"F",11184,"144",326,0,"0.558","0.0"
"302",2029455,2020-10-10,19:59:14,"F",11185,"174",461,0,"0.623","0.0"
"303",2038355,2020-10-10,19:59:23,"F",11186,"152",475,0,"0.680","0.0"
"304",2071415,2020-10-10,19:59:56,"F",11187,"101",357,0,"0.717","0.0"
"305",2080025,2020-10-10,20:00:05,"F",11188,"199",436,0,"0.544","0.0"
"306",2089245,2020-10-10,20:00:14,"F",11189,"134",224,0,"0.402","0.0"
"307",2096105,2020-10-10,20:00:21,"F",11190,"159",271,0,"0.413","0.0"
"308",2103295,2020-10-10,20:00:28,"F",11191,"164",366,0,"0.552","0.0"
"309",2111715,2020-10-10,20:00:36,"F",11192,"204",468,0,"0.564","0.0"
"310",2130315,2020-10-10,20:00:55,"F",11193,"164",310,0,"0.471","0.0"
"311",2137765,2020-10-10,20:01:02,"F",11194,"176",366,0,"0.519","0.0"
"312",2153695,2020-10-10,20:01:18,"F",11195,"185",418,0,"0.557","0.0"
"313",2161495,2020-10-10,20:01:26,"F",11196,"144",306,0,"0.529","0.0"
"314",2180175,2020-10-10,20:01:45,"F",11197,"237",559,0,"0.576","0.0"
"315",2189545,2020-10-10,20:01:54,"F",11198,"147",462,0,"0.682","0.0"
"316",2197735,2020-10-10,20:02:02,"F",11199,"192",406,0,"0.527","0.0"
"317",2207325,2020-10-10,20:02:12,"F",11200,"215",422,0,"0.491","0.0"
